QUERY_HASH|OPERATOR_HASH|LEFT_INPUT_OPERATOR_HASH|RIGHT_INPUT_OPERATOR_HASH|TABLE_NAME|PRUNED_CHUNK_COUNT|PRUNED_COLUMN_COUNT|OUTPUT_CHUNK_COUNT|OUTPUT_ROW_COUNT|RUNTIME_NS|DESCRIPTION
"2e80ed4db551dbd"|"0x7fb8778be250a24853058028fe4"|"NULL"|"NULL"|"lineitem"|0|12|92|6001215|134951|"GetTable (lineitem) pruned: 0/92 chunk(s), 12/16 column(s)"
"2e80ed4db551dbd"|"0x7fb8778be33018a73eadac425cd6"|"NULL"|"NULL"|"orders"|0|6|23|1500000|28049|"GetTable (orders) pruned: 0/23 chunk(s), 6/9 column(s)"
"2e80ed4db551dbd"|"0x7fb876541b10b8cbf259dc221ec9"|"NULL"|"NULL"|"supplier"|0|5|1|10000|12467|"GetTable (supplier) pruned: 0/1 chunk(s), 5/7 column(s)"
"2e80ed4db551dbd"|"0x7fb876541bf015f336fbe2aacac2"|"NULL"|"NULL"|"nation"|0|1|1|25|4411|"GetTable (nation) pruned: 0/1 chunk(s), 1/4 column(s)"
"2e80ed4db551dbd"|"0x7fb8778be950787c913e7b77e77f"|"NULL"|"NULL"|"region"|0|1|1|5|4994|"GetTable (region) pruned: 0/1 chunk(s), 1/3 column(s)"
"2e80ed4db551dbd"|"0x7fb87654195072c2c8899ee07381"|"NULL"|"NULL"|"customer"|0|6|3|150000|15971|"GetTable (customer) pruned: 0/3 chunk(s), 6/8 column(s)"
"2dbfbd336f623ad4"|"0x7fb8583f3630ff930f234bb2d962"|"NULL"|"NULL"|"partsupp"|0|3|13|800000|17355|"GetTable (partsupp) pruned: 0/13 chunk(s), 3/5 column(s)"
"2dbfbd336f623ad4"|"0x7fb8583f3710906b0df4bc884182"|"NULL"|"NULL"|"part"|0|5|4|200000|6938|"GetTable (part) pruned: 0/4 chunk(s), 5/9 column(s)"
"2dbfbd336f623ad4"|"0x7fb86c43c2d0b8cbf259dc221ec9"|"NULL"|"NULL"|"supplier"|0|5|1|10000|5251|"GetTable (supplier) pruned: 0/1 chunk(s), 5/7 column(s)"
"224101143e41f761"|"0x7fb87afb22b0a24853058028fe4"|"NULL"|"NULL"|"lineitem"|0|12|92|6001215|124839|"GetTable (lineitem) pruned: 0/92 chunk(s), 12/16 column(s)"
"224101143e41f761"|"0x7fb87afb2470ae16e8eb33360359"|"NULL"|"NULL"|"part"|0|7|4|200000|6855|"GetTable (part) pruned: 0/4 chunk(s), 7/9 column(s)"
"59cbcc5255c21378"|"0x7fb879fd1910f3a5082abf20904b"|"NULL"|"NULL"|"lineitem"|0|11|92|6001215|117086|"GetTable (lineitem) pruned: 0/92 chunk(s), 11/16 column(s)"
"59cbcc5255c21378"|"0x7fb879fd19f0b8cbf259dc221ec9"|"NULL"|"NULL"|"supplier"|0|5|1|10000|3242|"GetTable (supplier) pruned: 0/1 chunk(s), 5/7 column(s)"
"59cbcc5255c21378"|"0x7fb879fcec70c61445841b99d160"|"NULL"|"NULL"|"nation"|0|2|1|25|2383|"GetTable (nation) pruned: 0/1 chunk(s), 2/4 column(s)"
"59cbcc5255c21378"|"0x7fb879fcf370c5496a26d40a496f"|"NULL"|"NULL"|"orders"|0|7|23|1500000|30542|"GetTable (orders) pruned: 0/23 chunk(s), 7/9 column(s)"
"59cbcc5255c21378"|"0x7fb879fcf45072c2c8899ee07381"|"NULL"|"NULL"|"customer"|0|6|3|150000|6168|"GetTable (customer) pruned: 0/3 chunk(s), 6/8 column(s)"
"9ddee047ac2e7741"|"0x7fb867cfd7d04952f26a02935ff1"|"NULL"|"NULL"|"customer"|0|5|3|150000|10106|"GetTable (customer) pruned: 0/3 chunk(s), 5/8 column(s)"
"9ddee047ac2e7741"|"0x7fb874626e10e6c3787bece24556"|"NULL"|"NULL"|"orders"|0|8|23|1500000|31071|"GetTable (orders) pruned: 0/23 chunk(s), 8/9 column(s)"
"1a049a47282cb7d2"|"0x7fb87aa76830a24853058028fe4"|"NULL"|"NULL"|"lineitem"|0|12|92|6001215|132111|"GetTable (lineitem) pruned: 0/92 chunk(s), 12/16 column(s)"
"1a049a47282cb7d2"|"0x7fb87aa7691018a73eadac425cd6"|"NULL"|"NULL"|"orders"|0|6|23|1500000|26068|"GetTable (orders) pruned: 0/23 chunk(s), 6/9 column(s)"
"1a049a47282cb7d2"|"0x7fb87aa76050b8cbf259dc221ec9"|"NULL"|"NULL"|"supplier"|0|5|1|10000|12835|"GetTable (supplier) pruned: 0/1 chunk(s), 5/7 column(s)"
"1a049a47282cb7d2"|"0x7fb87aa75f7015f336fbe2aacac2"|"NULL"|"NULL"|"nation"|0|1|1|25|4575|"GetTable (nation) pruned: 0/1 chunk(s), 1/4 column(s)"
"1a049a47282cb7d2"|"0x7fb87aa76670787c913e7b77e77f"|"NULL"|"NULL"|"region"|0|1|1|5|4864|"GetTable (region) pruned: 0/1 chunk(s), 1/3 column(s)"
"1a049a47282cb7d2"|"0x7fb873aede9072c2c8899ee07381"|"NULL"|"NULL"|"customer"|0|6|3|150000|15473|"GetTable (customer) pruned: 0/3 chunk(s), 6/8 column(s)"
"783e1177cca7f054"|"0x7fb879e800f0f3a5082abf20904b"|"NULL"|"NULL"|"lineitem"|0|11|92|6001215|117511|"GetTable (lineitem) pruned: 0/92 chunk(s), 11/16 column(s)"
"783e1177cca7f054"|"0x7fb879e801d0b8cbf259dc221ec9"|"NULL"|"NULL"|"supplier"|0|5|1|10000|2894|"GetTable (supplier) pruned: 0/1 chunk(s), 5/7 column(s)"
"783e1177cca7f054"|"0x7fb879e80010c61445841b99d160"|"NULL"|"NULL"|"nation"|0|2|1|25|2205|"GetTable (nation) pruned: 0/1 chunk(s), 2/4 column(s)"
"783e1177cca7f054"|"0x7fb879e807f0c5496a26d40a496f"|"NULL"|"NULL"|"orders"|0|7|23|1500000|40982|"GetTable (orders) pruned: 0/23 chunk(s), 7/9 column(s)"
"783e1177cca7f054"|"0x7fb879e808d072c2c8899ee07381"|"NULL"|"NULL"|"customer"|0|6|3|150000|7115|"GetTable (customer) pruned: 0/3 chunk(s), 6/8 column(s)"
"439afafd5f2301a9"|"0x7fb86c1fd2b0ff930f234bb2d962"|"NULL"|"NULL"|"partsupp"|0|3|13|800000|18801|"GetTable (partsupp) pruned: 0/13 chunk(s), 3/5 column(s)"
"439afafd5f2301a9"|"0x7fb86c1fd390906b0df4bc884182"|"NULL"|"NULL"|"part"|0|5|4|200000|7355|"GetTable (part) pruned: 0/4 chunk(s), 5/9 column(s)"
"439afafd5f2301a9"|"0x7fb854cf7290b8cbf259dc221ec9"|"NULL"|"NULL"|"supplier"|0|5|1|10000|4782|"GetTable (supplier) pruned: 0/1 chunk(s), 5/7 column(s)"
"20a273c3f3e33e27"|"0x7fb875a7e09044df8001c1284d65"|"NULL"|"NULL"|"lineitem"|0|10|92|6001215|126581|"GetTable (lineitem) pruned: 0/92 chunk(s), 10/16 column(s)"
"20a273c3f3e33e27"|"0x7fb875a7e170906b0df4bc884182"|"NULL"|"NULL"|"part"|0|5|4|200000|7285|"GetTable (part) pruned: 0/4 chunk(s), 5/9 column(s)"
"430b85c193e58c4"|"0x7fb877533f10a24853058028fe4"|"NULL"|"NULL"|"lineitem"|0|12|92|6001215|111073|"GetTable (lineitem) pruned: 0/92 chunk(s), 12/16 column(s)"
"430b85c193e58c4"|"0x7fb877534530737333353f08f1e8"|"NULL"|"NULL"|"orders"|0|5|23|1500000|28889|"GetTable (orders) pruned: 0/23 chunk(s), 5/9 column(s)"
"430b85c193e58c4"|"0x7fb877535a3072c2c8899ee07381"|"NULL"|"NULL"|"customer"|0|6|3|150000|5117|"GetTable (customer) pruned: 0/3 chunk(s), 6/8 column(s)"
"adf4e8f72e7b11d"|"0x7fb86c98b1b0f3eb2978da6fb2fd"|"NULL"|"NULL"|"lineitem"|0|9|92|6001215|181765|"GetTable (lineitem) pruned: 0/92 chunk(s), 9/16 column(s)"
"aa5541011835820f"|"0x7fb877cd83508ccbe08273fca156"|"NULL"|"NULL"|"orders"|0|0|23|1500000|15454|"GetTable (orders) pruned: 0/23 chunk(s), 0/9 column(s)"
"aa5541011835820f"|"0x7fb877cd85103bd24f116d529a2f"|"NULL"|"NULL"|"lineitem"|0|13|92|6001215|106012|"GetTable (lineitem) pruned: 0/92 chunk(s), 13/16 column(s)"
"4bc6aa2518a9baf4"|"0x7fb8703af950f3a5082abf20904b"|"NULL"|"NULL"|"lineitem"|0|11|92|6001215|118781|"GetTable (lineitem) pruned: 0/92 chunk(s), 11/16 column(s)"
"4bc6aa2518a9baf4"|"0x7fb8703afa30b8cbf259dc221ec9"|"NULL"|"NULL"|"supplier"|0|5|1|10000|3099|"GetTable (supplier) pruned: 0/1 chunk(s), 5/7 column(s)"
"4bc6aa2518a9baf4"|"0x7fb8784c0cf0c61445841b99d160"|"NULL"|"NULL"|"nation"|0|2|1|25|2870|"GetTable (nation) pruned: 0/1 chunk(s), 2/4 column(s)"
"4bc6aa2518a9baf4"|"0x7fb8784c15b0c5496a26d40a496f"|"NULL"|"NULL"|"orders"|0|7|23|1500000|31024|"GetTable (orders) pruned: 0/23 chunk(s), 7/9 column(s)"
"4bc6aa2518a9baf4"|"0x7fb8784c169072c2c8899ee07381"|"NULL"|"NULL"|"customer"|0|6|3|150000|6512|"GetTable (customer) pruned: 0/3 chunk(s), 6/8 column(s)"
"74bba16bba7aeecc"|"0x7fb87b374d30f3a5082abf20904b"|"NULL"|"NULL"|"lineitem"|0|11|92|6001215|120890|"GetTable (lineitem) pruned: 0/92 chunk(s), 11/16 column(s)"
"74bba16bba7aeecc"|"0x7fb87b3747f0c5496a26d40a496f"|"NULL"|"NULL"|"orders"|0|7|23|1500000|42919|"GetTable (orders) pruned: 0/23 chunk(s), 7/9 column(s)"
"302df3d6ff162494"|"0x7fb868f89ef0f3eb2978da6fb2fd"|"NULL"|"NULL"|"lineitem"|0|9|92|6001215|171736|"GetTable (lineitem) pruned: 0/92 chunk(s), 9/16 column(s)"
"ce6ac8473f4eb9bf"|"0x7fb872ef27d0f3a5082abf20904b"|"NULL"|"NULL"|"lineitem"|0|11|92|6001215|117220|"GetTable (lineitem) pruned: 0/92 chunk(s), 11/16 column(s)"
"ce6ac8473f4eb9bf"|"0x7fb872ef28b0b8cbf259dc221ec9"|"NULL"|"NULL"|"supplier"|0|5|1|10000|3100|"GetTable (supplier) pruned: 0/1 chunk(s), 5/7 column(s)"
"ce6ac8473f4eb9bf"|"0x7fb872eefcf0c61445841b99d160"|"NULL"|"NULL"|"nation"|0|2|1|25|2338|"GetTable (nation) pruned: 0/1 chunk(s), 2/4 column(s)"
"ce6ac8473f4eb9bf"|"0x7fb872ef03f0c5496a26d40a496f"|"NULL"|"NULL"|"orders"|0|7|23|1500000|30199|"GetTable (orders) pruned: 0/23 chunk(s), 7/9 column(s)"
"ce6ac8473f4eb9bf"|"0x7fb872ef04d072c2c8899ee07381"|"NULL"|"NULL"|"customer"|0|6|3|150000|5910|"GetTable (customer) pruned: 0/3 chunk(s), 6/8 column(s)"
"70cc2bd0b774f39b"|"0x7fb869bc7d10ff930f234bb2d962"|"NULL"|"NULL"|"partsupp"|0|3|13|800000|17754|"GetTable (partsupp) pruned: 0/13 chunk(s), 3/5 column(s)"
"70cc2bd0b774f39b"|"0x7fb869bc7df0906b0df4bc884182"|"NULL"|"NULL"|"part"|0|5|4|200000|7243|"GetTable (part) pruned: 0/4 chunk(s), 5/9 column(s)"
"70cc2bd0b774f39b"|"0x7fb869bc8950b8cbf259dc221ec9"|"NULL"|"NULL"|"supplier"|0|5|1|10000|4291|"GetTable (supplier) pruned: 0/1 chunk(s), 5/7 column(s)"
"b5a3a81affa6c09a"|"0x7fb86c98b370f3eb2978da6fb2fd"|"NULL"|"NULL"|"lineitem"|0|9|92|6001215|182780|"GetTable (lineitem) pruned: 0/92 chunk(s), 9/16 column(s)"
"ae51f541a6f09bcd"|"0x7fb87abfc810f3eb2978da6fb2fd"|"NULL"|"NULL"|"lineitem"|0|9|92|6001215|185538|"GetTable (lineitem) pruned: 0/92 chunk(s), 9/16 column(s)"
"c2ecc42f9b5f3976"|"0x7fb879c99ab0a24853058028fe4"|"NULL"|"NULL"|"lineitem"|0|12|92|6001215|121524|"GetTable (lineitem) pruned: 0/92 chunk(s), 12/16 column(s)"
"bd8d69dbe3814e58"|"0x7fb867cf901044df8001c1284d65"|"NULL"|"NULL"|"lineitem"|0|10|92|6001215|128174|"GetTable (lineitem) pruned: 0/92 chunk(s), 10/16 column(s)"
"bd8d69dbe3814e58"|"0x7fb867cf90f0906b0df4bc884182"|"NULL"|"NULL"|"part"|0|5|4|200000|7894|"GetTable (part) pruned: 0/4 chunk(s), 5/9 column(s)"
"a49d1593cc1ca8bd"|"0x7fb8734ce43070d2f3fa6ab46cdc"|"NULL"|"NULL"|"supplier"|0|3|1|10000|6168|"GetTable (supplier) pruned: 0/1 chunk(s), 3/7 column(s)"
"a49d1593cc1ca8bd"|"0x7fb8734e33d01ffe5ea0ab36463d"|"NULL"|"NULL"|"partsupp"|0|2|13|800000|12981|"GetTable (partsupp) pruned: 0/13 chunk(s), 2/5 column(s)"
"a49d1593cc1ca8bd"|"0x7fb8787f6750ae16e8eb33360359"|"NULL"|"NULL"|"part"|0|7|4|200000|5962|"GetTable (part) pruned: 0/4 chunk(s), 7/9 column(s)"
"a49d1593cc1ca8bd"|"0x7fb8787f6050a24853058028fe4"|"NULL"|"NULL"|"lineitem"|0|12|92|6001215|115098|"GetTable (lineitem) pruned: 0/92 chunk(s), 12/16 column(s)"
"a49d1593cc1ca8bd"|"0x7fb8734ce350c61445841b99d160"|"NULL"|"NULL"|"nation"|0|2|1|25|6789|"GetTable (nation) pruned: 0/1 chunk(s), 2/4 column(s)"
"a3609d8dd0b2d020"|"0x7fb860692b1044df8001c1284d65"|"NULL"|"NULL"|"lineitem"|0|10|92|6001215|125390|"GetTable (lineitem) pruned: 0/92 chunk(s), 10/16 column(s)"
"a3609d8dd0b2d020"|"0x7fb860692bf0906b0df4bc884182"|"NULL"|"NULL"|"part"|0|5|4|200000|16323|"GetTable (part) pruned: 0/4 chunk(s), 5/9 column(s)"
"ef1a9b3d7fb8505c"|"0x7fb871ea9fb044df8001c1284d65"|"NULL"|"NULL"|"lineitem"|0|10|92|6001215|117493|"GetTable (lineitem) pruned: 0/92 chunk(s), 10/16 column(s)"
"ef1a9b3d7fb8505c"|"0x7fb871eaa090906b0df4bc884182"|"NULL"|"NULL"|"part"|0|5|4|200000|6452|"GetTable (part) pruned: 0/4 chunk(s), 5/9 column(s)"
"f0a1ba57f943e705"|"0x7fb85e9f4fb0e4449741ade7e3b2"|"NULL"|"NULL"|"partsupp"|0|1|13|800000|16331|"GetTable (partsupp) pruned: 0/13 chunk(s), 1/5 column(s)"
"f0a1ba57f943e705"|"0x7fb85e9f5090b8cbf259dc221ec9"|"NULL"|"NULL"|"supplier"|0|5|1|10000|1877|"GetTable (supplier) pruned: 0/1 chunk(s), 5/7 column(s)"
"f0a1ba57f943e705"|"0x7fb85e9f5170c61445841b99d160"|"NULL"|"NULL"|"nation"|0|2|1|25|2575|"GetTable (nation) pruned: 0/1 chunk(s), 2/4 column(s)"
"76e1c611b3006c56"|"0x7fb869330ed01ffe5ea0ab36463d"|"NULL"|"NULL"|"partsupp"|0|2|13|800000|16225|"GetTable (partsupp) pruned: 0/13 chunk(s), 2/5 column(s)"
"76e1c611b3006c56"|"0x7fb869330b50906b0df4bc884182"|"NULL"|"NULL"|"part"|0|5|4|200000|5204|"GetTable (part) pruned: 0/4 chunk(s), 5/9 column(s)"
"76e1c611b3006c56"|"0x7fb86932f8102eecfb54cd4aafba"|"NULL"|"NULL"|"supplier"|0|0|1|10000|2776|"GetTable (supplier) pruned: 0/1 chunk(s), 0/7 column(s)"
"76e1c611b3006c56"|"0x7fb86933109015f336fbe2aacac2"|"NULL"|"NULL"|"nation"|0|1|1|25|3370|"GetTable (nation) pruned: 0/1 chunk(s), 1/4 column(s)"
"76e1c611b3006c56"|"0x7fb869332d70787c913e7b77e77f"|"NULL"|"NULL"|"region"|0|1|1|5|1751|"GetTable (region) pruned: 0/1 chunk(s), 1/3 column(s)"
"a6c51b409c666c44"|"0x7fb8583f9130ff930f234bb2d962"|"NULL"|"NULL"|"partsupp"|0|3|13|800000|17209|"GetTable (partsupp) pruned: 0/13 chunk(s), 3/5 column(s)"
"a6c51b409c666c44"|"0x7fb8583f9210906b0df4bc884182"|"NULL"|"NULL"|"part"|0|5|4|200000|6805|"GetTable (part) pruned: 0/4 chunk(s), 5/9 column(s)"
"a6c51b409c666c44"|"0x7fb86c439470b8cbf259dc221ec9"|"NULL"|"NULL"|"supplier"|0|5|1|10000|5077|"GetTable (supplier) pruned: 0/1 chunk(s), 5/7 column(s)"
"b7d6a7cbd52592d7"|"0x7fb874fc5a70a24853058028fe4"|"NULL"|"NULL"|"lineitem"|0|12|92|6001215|107778|"GetTable (lineitem) pruned: 0/92 chunk(s), 12/16 column(s)"
"b7d6a7cbd52592d7"|"0x7fb874fc5990737333353f08f1e8"|"NULL"|"NULL"|"orders"|0|5|23|1500000|25680|"GetTable (orders) pruned: 0/23 chunk(s), 5/9 column(s)"
"b7d6a7cbd52592d7"|"0x7fb874fc6a3072c2c8899ee07381"|"NULL"|"NULL"|"customer"|0|6|3|150000|5449|"GetTable (customer) pruned: 0/3 chunk(s), 6/8 column(s)"
"ca3ec0463cc30f61"|"0x7fb87afb7950a24853058028fe4"|"NULL"|"NULL"|"lineitem"|0|12|92|6001215|137242|"GetTable (lineitem) pruned: 0/92 chunk(s), 12/16 column(s)"
"ca3ec0463cc30f61"|"0x7fb87afb7b10ae16e8eb33360359"|"NULL"|"NULL"|"part"|0|7|4|200000|6673|"GetTable (part) pruned: 0/4 chunk(s), 7/9 column(s)"
"dd01b266dc24565a"|"0x7fb87a1b6030f3a5082abf20904b"|"NULL"|"NULL"|"lineitem"|0|11|92|6001215|118253|"GetTable (lineitem) pruned: 0/92 chunk(s), 11/16 column(s)"
"dd01b266dc24565a"|"0x7fb87a1b6110b8cbf259dc221ec9"|"NULL"|"NULL"|"supplier"|0|5|1|10000|5361|"GetTable (supplier) pruned: 0/1 chunk(s), 5/7 column(s)"
"dd01b266dc24565a"|"0x7fb87a1b4eb0c61445841b99d160"|"NULL"|"NULL"|"nation"|0|2|1|25|2557|"GetTable (nation) pruned: 0/1 chunk(s), 2/4 column(s)"
"dd01b266dc24565a"|"0x7fb87a1b55b0c5496a26d40a496f"|"NULL"|"NULL"|"orders"|0|7|23|1500000|30920|"GetTable (orders) pruned: 0/23 chunk(s), 7/9 column(s)"
"dd01b266dc24565a"|"0x7fb87a1b569072c2c8899ee07381"|"NULL"|"NULL"|"customer"|0|6|3|150000|5904|"GetTable (customer) pruned: 0/3 chunk(s), 6/8 column(s)"
"a806fdf31402ee26"|"0x7fb871eabe5044df8001c1284d65"|"NULL"|"NULL"|"lineitem"|0|10|92|6001215|125722|"GetTable (lineitem) pruned: 0/92 chunk(s), 10/16 column(s)"
"a806fdf31402ee26"|"0x7fb871eabf30906b0df4bc884182"|"NULL"|"NULL"|"part"|0|5|4|200000|7134|"GetTable (part) pruned: 0/4 chunk(s), 5/9 column(s)"
"de25df81101e8b5e"|"0x7fb87a9cd4b08ccbe08273fca156"|"NULL"|"NULL"|"orders"|0|0|23|1500000|15243|"GetTable (orders) pruned: 0/23 chunk(s), 0/9 column(s)"
"de25df81101e8b5e"|"0x7fb87a9cd2f03bd24f116d529a2f"|"NULL"|"NULL"|"lineitem"|0|13|92|6001215|102586|"GetTable (lineitem) pruned: 0/92 chunk(s), 13/16 column(s)"
"a3600049728e3460"|"0x7fb8703ae450f3a5082abf20904b"|"NULL"|"NULL"|"lineitem"|0|11|92|6001215|121568|"GetTable (lineitem) pruned: 0/92 chunk(s), 11/16 column(s)"
"a3600049728e3460"|"0x7fb8703ae530b8cbf259dc221ec9"|"NULL"|"NULL"|"supplier"|0|5|1|10000|3027|"GetTable (supplier) pruned: 0/1 chunk(s), 5/7 column(s)"
"a3600049728e3460"|"0x7fb879f51eb0c61445841b99d160"|"NULL"|"NULL"|"nation"|0|2|1|25|2121|"GetTable (nation) pruned: 0/1 chunk(s), 2/4 column(s)"
"a3600049728e3460"|"0x7fb879f525b0c5496a26d40a496f"|"NULL"|"NULL"|"orders"|0|7|23|1500000|29458|"GetTable (orders) pruned: 0/23 chunk(s), 7/9 column(s)"
"a3600049728e3460"|"0x7fb879f5269072c2c8899ee07381"|"NULL"|"NULL"|"customer"|0|6|3|150000|5891|"GetTable (customer) pruned: 0/3 chunk(s), 6/8 column(s)"
"37377e186f53a02"|"0x7fb8768cc9d03bd24f116d529a2f"|"NULL"|"NULL"|"lineitem"|0|13|92|6001215|97010|"GetTable (lineitem) pruned: 0/92 chunk(s), 13/16 column(s)"
"37377e186f53a02"|"0x7fb87a1b3470f22cb48383b8ac6a"|"NULL"|"NULL"|"part"|0|6|4|200000|6183|"GetTable (part) pruned: 0/4 chunk(s), 6/9 column(s)"
"9cabdb465e657063"|"0x7fb8754920f0f3a5082abf20904b"|"NULL"|"NULL"|"lineitem"|0|11|92|6001215|116728|"GetTable (lineitem) pruned: 0/92 chunk(s), 11/16 column(s)"
"9cabdb465e657063"|"0x7fb876f5fbb0c5496a26d40a496f"|"NULL"|"NULL"|"orders"|0|7|23|1500000|44568|"GetTable (orders) pruned: 0/23 chunk(s), 7/9 column(s)"
"e1856b8ec8b05d9f"|"0x7fb87afacbb0a24853058028fe4"|"NULL"|"NULL"|"lineitem"|0|12|92|6001215|126843|"GetTable (lineitem) pruned: 0/92 chunk(s), 12/16 column(s)"
"e1856b8ec8b05d9f"|"0x7fb87afacd70ae16e8eb33360359"|"NULL"|"NULL"|"part"|0|7|4|200000|7375|"GetTable (part) pruned: 0/4 chunk(s), 7/9 column(s)"
"7f77135800fa5982"|"0x7fb8592bf9f0e4449741ade7e3b2"|"NULL"|"NULL"|"partsupp"|0|1|13|800000|16977|"GetTable (partsupp) pruned: 0/13 chunk(s), 1/5 column(s)"
"7f77135800fa5982"|"0x7fb8592bfbb0b8cbf259dc221ec9"|"NULL"|"NULL"|"supplier"|0|5|1|10000|2087|"GetTable (supplier) pruned: 0/1 chunk(s), 5/7 column(s)"
"7f77135800fa5982"|"0x7fb8592bfc90c61445841b99d160"|"NULL"|"NULL"|"nation"|0|2|1|25|2322|"GetTable (nation) pruned: 0/1 chunk(s), 2/4 column(s)"
"13c5136b0f50754"|"0x7fb870db4790a24853058028fe4"|"NULL"|"NULL"|"lineitem"|0|12|92|6001215|111678|"GetTable (lineitem) pruned: 0/92 chunk(s), 12/16 column(s)"
"4da79fcfd90ffa7d"|"0x7fb871edaed0a24853058028fe4"|"NULL"|"NULL"|"lineitem"|0|12|92|6001215|112813|"GetTable (lineitem) pruned: 0/92 chunk(s), 12/16 column(s)"
"4da79fcfd90ffa7d"|"0x7fb871edadf0737333353f08f1e8"|"NULL"|"NULL"|"orders"|0|5|23|1500000|27428|"GetTable (orders) pruned: 0/23 chunk(s), 5/9 column(s)"
"4da79fcfd90ffa7d"|"0x7fb871edac3072c2c8899ee07381"|"NULL"|"NULL"|"customer"|0|6|3|150000|5005|"GetTable (customer) pruned: 0/3 chunk(s), 6/8 column(s)"
"5f240cc676016d3d"|"0x7fb873aec990a24853058028fe4"|"NULL"|"NULL"|"lineitem"|0|12|92|6001215|115329|"GetTable (lineitem) pruned: 0/92 chunk(s), 12/16 column(s)"
"e6dcb92b64dcc16e"|"0x7fb86c4397f0ff930f234bb2d962"|"NULL"|"NULL"|"partsupp"|0|3|13|800000|17620|"GetTable (partsupp) pruned: 0/13 chunk(s), 3/5 column(s)"
"e6dcb92b64dcc16e"|"0x7fb86c4399b0906b0df4bc884182"|"NULL"|"NULL"|"part"|0|5|4|200000|6133|"GetTable (part) pruned: 0/4 chunk(s), 5/9 column(s)"
"e6dcb92b64dcc16e"|"0x7fb8592bb310b8cbf259dc221ec9"|"NULL"|"NULL"|"supplier"|0|5|1|10000|5834|"GetTable (supplier) pruned: 0/1 chunk(s), 5/7 column(s)"
"5edf60d65a86f9bc"|"0x7fb8703ae7d0f3a5082abf20904b"|"NULL"|"NULL"|"lineitem"|0|11|92|6001215|116337|"GetTable (lineitem) pruned: 0/92 chunk(s), 11/16 column(s)"
"5edf60d65a86f9bc"|"0x7fb8703ae8b0b8cbf259dc221ec9"|"NULL"|"NULL"|"supplier"|0|5|1|10000|2960|"GetTable (supplier) pruned: 0/1 chunk(s), 5/7 column(s)"
"5edf60d65a86f9bc"|"0x7fb8784c4f70c61445841b99d160"|"NULL"|"NULL"|"nation"|0|2|1|25|2471|"GetTable (nation) pruned: 0/1 chunk(s), 2/4 column(s)"
"5edf60d65a86f9bc"|"0x7fb8784c5670c5496a26d40a496f"|"NULL"|"NULL"|"orders"|0|7|23|1500000|30023|"GetTable (orders) pruned: 0/23 chunk(s), 7/9 column(s)"
"5edf60d65a86f9bc"|"0x7fb8784c591072c2c8899ee07381"|"NULL"|"NULL"|"customer"|0|6|3|150000|7351|"GetTable (customer) pruned: 0/3 chunk(s), 6/8 column(s)"
"9adf4f65fb533464"|"0x7fb8678adf70e4449741ade7e3b2"|"NULL"|"NULL"|"partsupp"|0|1|13|800000|17473|"GetTable (partsupp) pruned: 0/13 chunk(s), 1/5 column(s)"
"9adf4f65fb533464"|"0x7fb8678ae050b8cbf259dc221ec9"|"NULL"|"NULL"|"supplier"|0|5|1|10000|2014|"GetTable (supplier) pruned: 0/1 chunk(s), 5/7 column(s)"
"9adf4f65fb533464"|"0x7fb8678ae130c61445841b99d160"|"NULL"|"NULL"|"nation"|0|2|1|25|1481|"GetTable (nation) pruned: 0/1 chunk(s), 2/4 column(s)"
"1b06e02b5a99b844"|"0x7fb8741de7701ffe5ea0ab36463d"|"NULL"|"NULL"|"partsupp"|0|2|13|800000|27935|"GetTable (partsupp) pruned: 0/13 chunk(s), 2/5 column(s)"
"1b06e02b5a99b844"|"0x7fb8741de3f044df8001c1284d65"|"NULL"|"NULL"|"lineitem"|0|10|92|6001215|163591|"GetTable (lineitem) pruned: 0/92 chunk(s), 10/16 column(s)"
"1b06e02b5a99b844"|"0x7fb8741de230ae16e8eb33360359"|"NULL"|"NULL"|"part"|0|7|4|200000|6871|"GetTable (part) pruned: 0/4 chunk(s), 7/9 column(s)"
"1b06e02b5a99b844"|"0x7fb874629030c5496a26d40a496f"|"NULL"|"NULL"|"orders"|0|7|23|1500000|41773|"GetTable (orders) pruned: 0/23 chunk(s), 7/9 column(s)"
"1b06e02b5a99b844"|"0x7fb8741ddf90b8cbf259dc221ec9"|"NULL"|"NULL"|"supplier"|0|5|1|10000|13912|"GetTable (supplier) pruned: 0/1 chunk(s), 5/7 column(s)"
"1b06e02b5a99b844"|"0x7fb8741de850c61445841b99d160"|"NULL"|"NULL"|"nation"|0|2|1|25|4735|"GetTable (nation) pruned: 0/1 chunk(s), 2/4 column(s)"
"1564ed11ac0e12a"|"0x7fb8749719d0a24853058028fe4"|"NULL"|"NULL"|"lineitem"|0|12|92|6001215|156701|"GetTable (lineitem) pruned: 0/92 chunk(s), 12/16 column(s)"
"1564ed11ac0e12a"|"0x7fb874971ab0737333353f08f1e8"|"NULL"|"NULL"|"orders"|0|5|23|1500000|36890|"GetTable (orders) pruned: 0/23 chunk(s), 5/9 column(s)"
"1564ed11ac0e12a"|"0x7fb874973e9072c2c8899ee07381"|"NULL"|"NULL"|"customer"|0|6|3|150000|5792|"GetTable (customer) pruned: 0/3 chunk(s), 6/8 column(s)"
