QUERY_HASH|OPERATOR_HASH|LEFT_INPUT_OPERATOR_HASH|RIGHT_INPUT_OPERATOR_HASH|COLUMN_TYPE|TABLE_NAME|COLUMN_NAME|INPUT_CHUNK_COUNT|INPUT_ROW_COUNT|OUTPUT_CHUNK_COUNT|OUTPUT_ROW_COUNT|RUNTIME_NS|DESCRIPTION
"a5a64d941c31362"|"0x7fb86fc1a11058e84be2ebe5d04c"|"0x7fb87417ff70b4b0621b5e65508b"|"NULL"|"REFERENCE"|"customer"|"c_custkey"|1|20|1|20|122783|"[Projection] 'TPC-H_Q10', c_custkey, c_name, SUM(l_extendedprice * (1 - l_discount)), c_acctbal, n_name, c_address, c_phone, c_comment"
"a5a64d941c31362"|"0x7fb86fc1a11058e84be2ebe5d04c"|"0x7fb87417ff70b4b0621b5e65508b"|"NULL"|"REFERENCE"|"customer"|"c_name"|1|20|1|20|122783|"[Projection] 'TPC-H_Q10', c_custkey, c_name, SUM(l_extendedprice * (1 - l_discount)), c_acctbal, n_name, c_address, c_phone, c_comment"
"a5a64d941c31362"|"0x7fb86fc1a11058e84be2ebe5d04c"|"0x7fb87417ff70b4b0621b5e65508b"|"NULL"|"REFERENCE"|"lineitem"|"l_extendedprice"|1|20|1|20|122783|"[Projection] 'TPC-H_Q10', c_custkey, c_name, SUM(l_extendedprice * (1 - l_discount)), c_acctbal, n_name, c_address, c_phone, c_comment"
"a5a64d941c31362"|"0x7fb86fc1a11058e84be2ebe5d04c"|"0x7fb87417ff70b4b0621b5e65508b"|"NULL"|"REFERENCE"|"lineitem"|"l_discount"|1|20|1|20|122783|"[Projection] 'TPC-H_Q10', c_custkey, c_name, SUM(l_extendedprice * (1 - l_discount)), c_acctbal, n_name, c_address, c_phone, c_comment"
"a5a64d941c31362"|"0x7fb86fc1a11058e84be2ebe5d04c"|"0x7fb87417ff70b4b0621b5e65508b"|"NULL"|"REFERENCE"|"customer"|"c_acctbal"|1|20|1|20|122783|"[Projection] 'TPC-H_Q10', c_custkey, c_name, SUM(l_extendedprice * (1 - l_discount)), c_acctbal, n_name, c_address, c_phone, c_comment"
"a5a64d941c31362"|"0x7fb86fc1a11058e84be2ebe5d04c"|"0x7fb87417ff70b4b0621b5e65508b"|"NULL"|"REFERENCE"|"nation"|"n_name"|1|20|1|20|122783|"[Projection] 'TPC-H_Q10', c_custkey, c_name, SUM(l_extendedprice * (1 - l_discount)), c_acctbal, n_name, c_address, c_phone, c_comment"
"a5a64d941c31362"|"0x7fb86fc1a11058e84be2ebe5d04c"|"0x7fb87417ff70b4b0621b5e65508b"|"NULL"|"REFERENCE"|"customer"|"c_address"|1|20|1|20|122783|"[Projection] 'TPC-H_Q10', c_custkey, c_name, SUM(l_extendedprice * (1 - l_discount)), c_acctbal, n_name, c_address, c_phone, c_comment"
"a5a64d941c31362"|"0x7fb86fc1a11058e84be2ebe5d04c"|"0x7fb87417ff70b4b0621b5e65508b"|"NULL"|"REFERENCE"|"customer"|"c_phone"|1|20|1|20|122783|"[Projection] 'TPC-H_Q10', c_custkey, c_name, SUM(l_extendedprice * (1 - l_discount)), c_acctbal, n_name, c_address, c_phone, c_comment"
"a5a64d941c31362"|"0x7fb86fc1a11058e84be2ebe5d04c"|"0x7fb87417ff70b4b0621b5e65508b"|"NULL"|"REFERENCE"|"customer"|"c_comment"|1|20|1|20|122783|"[Projection] 'TPC-H_Q10', c_custkey, c_name, SUM(l_extendedprice * (1 - l_discount)), c_acctbal, n_name, c_address, c_phone, c_comment"
"a5a64d941c31362"|"0x7fb86fee00d0fb59a9675a8fd25b"|"0x7fb869ca01d0c81a07a3f8db7e78"|"NULL"|"REFERENCE"|"lineitem"|"l_extendedprice"|2|115282|2|115282|104189461|"[Projection] l_extendedprice * (1 - l_discount), c_custkey, c_name, c_acctbal, c_phone, n_name, c_address, c_comment"
"a5a64d941c31362"|"0x7fb86fee00d0fb59a9675a8fd25b"|"0x7fb869ca01d0c81a07a3f8db7e78"|"NULL"|"REFERENCE"|"lineitem"|"l_discount"|2|115282|2|115282|104189461|"[Projection] l_extendedprice * (1 - l_discount), c_custkey, c_name, c_acctbal, c_phone, n_name, c_address, c_comment"
"a5a64d941c31362"|"0x7fb86fee00d0fb59a9675a8fd25b"|"0x7fb869ca01d0c81a07a3f8db7e78"|"NULL"|"REFERENCE"|"customer"|"c_custkey"|2|115282|2|115282|104189461|"[Projection] l_extendedprice * (1 - l_discount), c_custkey, c_name, c_acctbal, c_phone, n_name, c_address, c_comment"
"a5a64d941c31362"|"0x7fb86fee00d0fb59a9675a8fd25b"|"0x7fb869ca01d0c81a07a3f8db7e78"|"NULL"|"REFERENCE"|"customer"|"c_name"|2|115282|2|115282|104189461|"[Projection] l_extendedprice * (1 - l_discount), c_custkey, c_name, c_acctbal, c_phone, n_name, c_address, c_comment"
"a5a64d941c31362"|"0x7fb86fee00d0fb59a9675a8fd25b"|"0x7fb869ca01d0c81a07a3f8db7e78"|"NULL"|"REFERENCE"|"customer"|"c_acctbal"|2|115282|2|115282|104189461|"[Projection] l_extendedprice * (1 - l_discount), c_custkey, c_name, c_acctbal, c_phone, n_name, c_address, c_comment"
"a5a64d941c31362"|"0x7fb86fee00d0fb59a9675a8fd25b"|"0x7fb869ca01d0c81a07a3f8db7e78"|"NULL"|"REFERENCE"|"customer"|"c_phone"|2|115282|2|115282|104189461|"[Projection] l_extendedprice * (1 - l_discount), c_custkey, c_name, c_acctbal, c_phone, n_name, c_address, c_comment"
"a5a64d941c31362"|"0x7fb86fee00d0fb59a9675a8fd25b"|"0x7fb869ca01d0c81a07a3f8db7e78"|"NULL"|"REFERENCE"|"nation"|"n_name"|2|115282|2|115282|104189461|"[Projection] l_extendedprice * (1 - l_discount), c_custkey, c_name, c_acctbal, c_phone, n_name, c_address, c_comment"
"a5a64d941c31362"|"0x7fb86fee00d0fb59a9675a8fd25b"|"0x7fb869ca01d0c81a07a3f8db7e78"|"NULL"|"REFERENCE"|"customer"|"c_address"|2|115282|2|115282|104189461|"[Projection] l_extendedprice * (1 - l_discount), c_custkey, c_name, c_acctbal, c_phone, n_name, c_address, c_comment"
"a5a64d941c31362"|"0x7fb86fee00d0fb59a9675a8fd25b"|"0x7fb869ca01d0c81a07a3f8db7e78"|"NULL"|"REFERENCE"|"customer"|"c_comment"|2|115282|2|115282|104189461|"[Projection] l_extendedprice * (1 - l_discount), c_custkey, c_name, c_acctbal, c_phone, n_name, c_address, c_comment"
"2c80bac730da41d"|"0x7fb87aad6a50d47fce742c6a51b4"|"0x7fb879257ed0893c3301aef7a878"|"NULL"|"REFERENCE"|"lineitem"|"l_extendedprice"|1|1|1|1|13211|"[Projection] 'TPC-H_Q06', SUM(l_extendedprice * l_discount)"
"2c80bac730da41d"|"0x7fb87aad6a50d47fce742c6a51b4"|"0x7fb879257ed0893c3301aef7a878"|"NULL"|"REFERENCE"|"lineitem"|"l_discount"|1|1|1|1|13211|"[Projection] 'TPC-H_Q06', SUM(l_extendedprice * l_discount)"
"2c80bac730da41d"|"0x7fb87aad5c10fde4d83dc8bfbc52"|"0x7fb879c5d8d0c998224e80e4ccd6"|"NULL"|"REFERENCE"|"lineitem"|"l_extendedprice"|92|79458|92|79458|2814273|"[Projection] l_extendedprice * l_discount"
"2c80bac730da41d"|"0x7fb87aad5c10fde4d83dc8bfbc52"|"0x7fb879c5d8d0c998224e80e4ccd6"|"NULL"|"REFERENCE"|"lineitem"|"l_discount"|92|79458|92|79458|2814273|"[Projection] l_extendedprice * l_discount"
"3337dfe32c9732e2"|"0x7fb83d7ab5d0be22290186b29d61"|"0x7fb83d58cd101ab4e8013d8070b8"|"NULL"|"REFERENCE"|"part"|"p_brand"|1|18302|1|18302|3230181|"[Projection] 'TPC-H_Q16', p_brand, p_type, p_size, COUNT(DISTINCT ps_suppkey)"
"3337dfe32c9732e2"|"0x7fb83d7ab5d0be22290186b29d61"|"0x7fb83d58cd101ab4e8013d8070b8"|"NULL"|"REFERENCE"|"part"|"p_type"|1|18302|1|18302|3230181|"[Projection] 'TPC-H_Q16', p_brand, p_type, p_size, COUNT(DISTINCT ps_suppkey)"
"3337dfe32c9732e2"|"0x7fb83d7ab5d0be22290186b29d61"|"0x7fb83d58cd101ab4e8013d8070b8"|"NULL"|"REFERENCE"|"part"|"p_size"|1|18302|1|18302|3230181|"[Projection] 'TPC-H_Q16', p_brand, p_type, p_size, COUNT(DISTINCT ps_suppkey)"
"3337dfe32c9732e2"|"0x7fb83d7ab5d0be22290186b29d61"|"0x7fb83d58cd101ab4e8013d8070b8"|"NULL"|"REFERENCE"|"partsupp"|"ps_suppkey"|1|18302|1|18302|3230181|"[Projection] 'TPC-H_Q16', p_brand, p_type, p_size, COUNT(DISTINCT ps_suppkey)"
"3337dfe32c9732e2"|"0x7fb84a0764508c5ab40a51f02677"|"0x7fb8633c50508502357db0b4381e"|"NULL"|"REFERENCE"|"supplier"|"s_suppkey"|1|4|1|4|4867|"[Projection] s_suppkey"
"81d3a1fad4d6aacc"|"0x7fb874295310bae8ee553ef6ff99"|"0x7fb87a645390145f7d2e92d6b256"|"NULL"|"REFERENCE"|"customer"|"c_custkey"|1|20|1|20|122537|"[Projection] 'TPC-H_Q10', c_custkey, c_name, SUM(l_extendedprice * (1 - l_discount)), c_acctbal, n_name, c_address, c_phone, c_comment"
"81d3a1fad4d6aacc"|"0x7fb874295310bae8ee553ef6ff99"|"0x7fb87a645390145f7d2e92d6b256"|"NULL"|"REFERENCE"|"customer"|"c_name"|1|20|1|20|122537|"[Projection] 'TPC-H_Q10', c_custkey, c_name, SUM(l_extendedprice * (1 - l_discount)), c_acctbal, n_name, c_address, c_phone, c_comment"
"81d3a1fad4d6aacc"|"0x7fb874295310bae8ee553ef6ff99"|"0x7fb87a645390145f7d2e92d6b256"|"NULL"|"REFERENCE"|"lineitem"|"l_extendedprice"|1|20|1|20|122537|"[Projection] 'TPC-H_Q10', c_custkey, c_name, SUM(l_extendedprice * (1 - l_discount)), c_acctbal, n_name, c_address, c_phone, c_comment"
"81d3a1fad4d6aacc"|"0x7fb874295310bae8ee553ef6ff99"|"0x7fb87a645390145f7d2e92d6b256"|"NULL"|"REFERENCE"|"lineitem"|"l_discount"|1|20|1|20|122537|"[Projection] 'TPC-H_Q10', c_custkey, c_name, SUM(l_extendedprice * (1 - l_discount)), c_acctbal, n_name, c_address, c_phone, c_comment"
"81d3a1fad4d6aacc"|"0x7fb874295310bae8ee553ef6ff99"|"0x7fb87a645390145f7d2e92d6b256"|"NULL"|"REFERENCE"|"customer"|"c_acctbal"|1|20|1|20|122537|"[Projection] 'TPC-H_Q10', c_custkey, c_name, SUM(l_extendedprice * (1 - l_discount)), c_acctbal, n_name, c_address, c_phone, c_comment"
"81d3a1fad4d6aacc"|"0x7fb874295310bae8ee553ef6ff99"|"0x7fb87a645390145f7d2e92d6b256"|"NULL"|"REFERENCE"|"nation"|"n_name"|1|20|1|20|122537|"[Projection] 'TPC-H_Q10', c_custkey, c_name, SUM(l_extendedprice * (1 - l_discount)), c_acctbal, n_name, c_address, c_phone, c_comment"
"81d3a1fad4d6aacc"|"0x7fb874295310bae8ee553ef6ff99"|"0x7fb87a645390145f7d2e92d6b256"|"NULL"|"REFERENCE"|"customer"|"c_address"|1|20|1|20|122537|"[Projection] 'TPC-H_Q10', c_custkey, c_name, SUM(l_extendedprice * (1 - l_discount)), c_acctbal, n_name, c_address, c_phone, c_comment"
"81d3a1fad4d6aacc"|"0x7fb874295310bae8ee553ef6ff99"|"0x7fb87a645390145f7d2e92d6b256"|"NULL"|"REFERENCE"|"customer"|"c_phone"|1|20|1|20|122537|"[Projection] 'TPC-H_Q10', c_custkey, c_name, SUM(l_extendedprice * (1 - l_discount)), c_acctbal, n_name, c_address, c_phone, c_comment"
"81d3a1fad4d6aacc"|"0x7fb874295310bae8ee553ef6ff99"|"0x7fb87a645390145f7d2e92d6b256"|"NULL"|"REFERENCE"|"customer"|"c_comment"|1|20|1|20|122537|"[Projection] 'TPC-H_Q10', c_custkey, c_name, SUM(l_extendedprice * (1 - l_discount)), c_acctbal, n_name, c_address, c_phone, c_comment"
"81d3a1fad4d6aacc"|"0x7fb87420f1105c16889dee879feb"|"0x7fb86fd00f70461667b93ce9634f"|"NULL"|"REFERENCE"|"lineitem"|"l_extendedprice"|2|111987|2|111987|100753909|"[Projection] l_extendedprice * (1 - l_discount), c_custkey, c_name, c_acctbal, c_phone, n_name, c_address, c_comment"
"81d3a1fad4d6aacc"|"0x7fb87420f1105c16889dee879feb"|"0x7fb86fd00f70461667b93ce9634f"|"NULL"|"REFERENCE"|"lineitem"|"l_discount"|2|111987|2|111987|100753909|"[Projection] l_extendedprice * (1 - l_discount), c_custkey, c_name, c_acctbal, c_phone, n_name, c_address, c_comment"
"81d3a1fad4d6aacc"|"0x7fb87420f1105c16889dee879feb"|"0x7fb86fd00f70461667b93ce9634f"|"NULL"|"REFERENCE"|"customer"|"c_custkey"|2|111987|2|111987|100753909|"[Projection] l_extendedprice * (1 - l_discount), c_custkey, c_name, c_acctbal, c_phone, n_name, c_address, c_comment"
"81d3a1fad4d6aacc"|"0x7fb87420f1105c16889dee879feb"|"0x7fb86fd00f70461667b93ce9634f"|"NULL"|"REFERENCE"|"customer"|"c_name"|2|111987|2|111987|100753909|"[Projection] l_extendedprice * (1 - l_discount), c_custkey, c_name, c_acctbal, c_phone, n_name, c_address, c_comment"
"81d3a1fad4d6aacc"|"0x7fb87420f1105c16889dee879feb"|"0x7fb86fd00f70461667b93ce9634f"|"NULL"|"REFERENCE"|"customer"|"c_acctbal"|2|111987|2|111987|100753909|"[Projection] l_extendedprice * (1 - l_discount), c_custkey, c_name, c_acctbal, c_phone, n_name, c_address, c_comment"
"81d3a1fad4d6aacc"|"0x7fb87420f1105c16889dee879feb"|"0x7fb86fd00f70461667b93ce9634f"|"NULL"|"REFERENCE"|"customer"|"c_phone"|2|111987|2|111987|100753909|"[Projection] l_extendedprice * (1 - l_discount), c_custkey, c_name, c_acctbal, c_phone, n_name, c_address, c_comment"
"81d3a1fad4d6aacc"|"0x7fb87420f1105c16889dee879feb"|"0x7fb86fd00f70461667b93ce9634f"|"NULL"|"REFERENCE"|"nation"|"n_name"|2|111987|2|111987|100753909|"[Projection] l_extendedprice * (1 - l_discount), c_custkey, c_name, c_acctbal, c_phone, n_name, c_address, c_comment"
"81d3a1fad4d6aacc"|"0x7fb87420f1105c16889dee879feb"|"0x7fb86fd00f70461667b93ce9634f"|"NULL"|"REFERENCE"|"customer"|"c_address"|2|111987|2|111987|100753909|"[Projection] l_extendedprice * (1 - l_discount), c_custkey, c_name, c_acctbal, c_phone, n_name, c_address, c_comment"
"81d3a1fad4d6aacc"|"0x7fb87420f1105c16889dee879feb"|"0x7fb86fd00f70461667b93ce9634f"|"NULL"|"REFERENCE"|"customer"|"c_comment"|2|111987|2|111987|100753909|"[Projection] l_extendedprice * (1 - l_discount), c_custkey, c_name, c_acctbal, c_phone, n_name, c_address, c_comment"
"40f9d26e7b074525"|"0x7fb87442acd0fb046b990c133947"|"0x7fb87a47269090f3c40c86221a61"|"NULL"|"REFERENCE"|"supplier"|"s_name"|1|167|1|167|107542|"[Projection] 'TPC-H_Q20', s_name, s_address"
"40f9d26e7b074525"|"0x7fb87442acd0fb046b990c133947"|"0x7fb87a47269090f3c40c86221a61"|"NULL"|"REFERENCE"|"supplier"|"s_address"|1|167|1|167|107542|"[Projection] 'TPC-H_Q20', s_name, s_address"
"40f9d26e7b074525"|"0x7fb87a472510227d6b734885822"|"0x7fb81e3f0a70e312d311396807c3"|"NULL"|"REFERENCE"|"partsupp"|"ps_suppkey"|13|5856|13|5856|12164|"[Projection] ps_suppkey"
"40f9d26e7b074525"|"0x7fb87a472810c32abb0475b95fa"|"0x7fb874eca85055f902801ca77375"|"NULL"|"REFERENCE"|"part"|"p_partkey"|4|2169|4|2169|6030|"[Projection] p_partkey"
"40f9d26e7b074525"|"0x7fb87a4725d04d5bfc6843fde469"|"0x7fb879ee8e50edd104e7a9795a1f"|"NULL"|"REFERENCE"|"lineitem"|"l_quantity"|1|5872|1|5872|104107|"[Projection] 0.5 * SUM(l_quantity), l_partkey, l_suppkey"
"40f9d26e7b074525"|"0x7fb87a4725d04d5bfc6843fde469"|"0x7fb879ee8e50edd104e7a9795a1f"|"NULL"|"REFERENCE"|"lineitem"|"l_partkey"|1|5872|1|5872|104107|"[Projection] 0.5 * SUM(l_quantity), l_partkey, l_suppkey"
"40f9d26e7b074525"|"0x7fb87a4725d04d5bfc6843fde469"|"0x7fb879ee8e50edd104e7a9795a1f"|"NULL"|"REFERENCE"|"lineitem"|"l_suppkey"|1|5872|1|5872|104107|"[Projection] 0.5 * SUM(l_quantity), l_partkey, l_suppkey"
"5a90d8d116963903"|"0x7fb877173c90de97a21c680a08a9"|"0x7fb87a6425f0772f733bdca43154"|"NULL"|"REFERENCE"|"customer"|"c_custkey"|1|20|1|20|117751|"[Projection] 'TPC-H_Q10', c_custkey, c_name, SUM(l_extendedprice * (1 - l_discount)), c_acctbal, n_name, c_address, c_phone, c_comment"
"5a90d8d116963903"|"0x7fb877173c90de97a21c680a08a9"|"0x7fb87a6425f0772f733bdca43154"|"NULL"|"REFERENCE"|"customer"|"c_name"|1|20|1|20|117751|"[Projection] 'TPC-H_Q10', c_custkey, c_name, SUM(l_extendedprice * (1 - l_discount)), c_acctbal, n_name, c_address, c_phone, c_comment"
"5a90d8d116963903"|"0x7fb877173c90de97a21c680a08a9"|"0x7fb87a6425f0772f733bdca43154"|"NULL"|"REFERENCE"|"lineitem"|"l_extendedprice"|1|20|1|20|117751|"[Projection] 'TPC-H_Q10', c_custkey, c_name, SUM(l_extendedprice * (1 - l_discount)), c_acctbal, n_name, c_address, c_phone, c_comment"
"5a90d8d116963903"|"0x7fb877173c90de97a21c680a08a9"|"0x7fb87a6425f0772f733bdca43154"|"NULL"|"REFERENCE"|"lineitem"|"l_discount"|1|20|1|20|117751|"[Projection] 'TPC-H_Q10', c_custkey, c_name, SUM(l_extendedprice * (1 - l_discount)), c_acctbal, n_name, c_address, c_phone, c_comment"
"5a90d8d116963903"|"0x7fb877173c90de97a21c680a08a9"|"0x7fb87a6425f0772f733bdca43154"|"NULL"|"REFERENCE"|"customer"|"c_acctbal"|1|20|1|20|117751|"[Projection] 'TPC-H_Q10', c_custkey, c_name, SUM(l_extendedprice * (1 - l_discount)), c_acctbal, n_name, c_address, c_phone, c_comment"
"5a90d8d116963903"|"0x7fb877173c90de97a21c680a08a9"|"0x7fb87a6425f0772f733bdca43154"|"NULL"|"REFERENCE"|"nation"|"n_name"|1|20|1|20|117751|"[Projection] 'TPC-H_Q10', c_custkey, c_name, SUM(l_extendedprice * (1 - l_discount)), c_acctbal, n_name, c_address, c_phone, c_comment"
"5a90d8d116963903"|"0x7fb877173c90de97a21c680a08a9"|"0x7fb87a6425f0772f733bdca43154"|"NULL"|"REFERENCE"|"customer"|"c_address"|1|20|1|20|117751|"[Projection] 'TPC-H_Q10', c_custkey, c_name, SUM(l_extendedprice * (1 - l_discount)), c_acctbal, n_name, c_address, c_phone, c_comment"
"5a90d8d116963903"|"0x7fb877173c90de97a21c680a08a9"|"0x7fb87a6425f0772f733bdca43154"|"NULL"|"REFERENCE"|"customer"|"c_phone"|1|20|1|20|117751|"[Projection] 'TPC-H_Q10', c_custkey, c_name, SUM(l_extendedprice * (1 - l_discount)), c_acctbal, n_name, c_address, c_phone, c_comment"
"5a90d8d116963903"|"0x7fb877173c90de97a21c680a08a9"|"0x7fb87a6425f0772f733bdca43154"|"NULL"|"REFERENCE"|"customer"|"c_comment"|1|20|1|20|117751|"[Projection] 'TPC-H_Q10', c_custkey, c_name, SUM(l_extendedprice * (1 - l_discount)), c_acctbal, n_name, c_address, c_phone, c_comment"
"5a90d8d116963903"|"0x7fb86fc18cd021802a3787ad0c2"|"0x7fb86fcfee303c02ce5bd4548b33"|"NULL"|"REFERENCE"|"lineitem"|"l_extendedprice"|2|115292|2|115292|103963156|"[Projection] l_extendedprice * (1 - l_discount), c_custkey, c_name, c_acctbal, c_phone, n_name, c_address, c_comment"
"5a90d8d116963903"|"0x7fb86fc18cd021802a3787ad0c2"|"0x7fb86fcfee303c02ce5bd4548b33"|"NULL"|"REFERENCE"|"lineitem"|"l_discount"|2|115292|2|115292|103963156|"[Projection] l_extendedprice * (1 - l_discount), c_custkey, c_name, c_acctbal, c_phone, n_name, c_address, c_comment"
"5a90d8d116963903"|"0x7fb86fc18cd021802a3787ad0c2"|"0x7fb86fcfee303c02ce5bd4548b33"|"NULL"|"REFERENCE"|"customer"|"c_custkey"|2|115292|2|115292|103963156|"[Projection] l_extendedprice * (1 - l_discount), c_custkey, c_name, c_acctbal, c_phone, n_name, c_address, c_comment"
"5a90d8d116963903"|"0x7fb86fc18cd021802a3787ad0c2"|"0x7fb86fcfee303c02ce5bd4548b33"|"NULL"|"REFERENCE"|"customer"|"c_name"|2|115292|2|115292|103963156|"[Projection] l_extendedprice * (1 - l_discount), c_custkey, c_name, c_acctbal, c_phone, n_name, c_address, c_comment"
"5a90d8d116963903"|"0x7fb86fc18cd021802a3787ad0c2"|"0x7fb86fcfee303c02ce5bd4548b33"|"NULL"|"REFERENCE"|"customer"|"c_acctbal"|2|115292|2|115292|103963156|"[Projection] l_extendedprice * (1 - l_discount), c_custkey, c_name, c_acctbal, c_phone, n_name, c_address, c_comment"
"5a90d8d116963903"|"0x7fb86fc18cd021802a3787ad0c2"|"0x7fb86fcfee303c02ce5bd4548b33"|"NULL"|"REFERENCE"|"customer"|"c_phone"|2|115292|2|115292|103963156|"[Projection] l_extendedprice * (1 - l_discount), c_custkey, c_name, c_acctbal, c_phone, n_name, c_address, c_comment"
"5a90d8d116963903"|"0x7fb86fc18cd021802a3787ad0c2"|"0x7fb86fcfee303c02ce5bd4548b33"|"NULL"|"REFERENCE"|"nation"|"n_name"|2|115292|2|115292|103963156|"[Projection] l_extendedprice * (1 - l_discount), c_custkey, c_name, c_acctbal, c_phone, n_name, c_address, c_comment"
"5a90d8d116963903"|"0x7fb86fc18cd021802a3787ad0c2"|"0x7fb86fcfee303c02ce5bd4548b33"|"NULL"|"REFERENCE"|"customer"|"c_address"|2|115292|2|115292|103963156|"[Projection] l_extendedprice * (1 - l_discount), c_custkey, c_name, c_acctbal, c_phone, n_name, c_address, c_comment"
"5a90d8d116963903"|"0x7fb86fc18cd021802a3787ad0c2"|"0x7fb86fcfee303c02ce5bd4548b33"|"NULL"|"REFERENCE"|"customer"|"c_comment"|2|115292|2|115292|103963156|"[Projection] l_extendedprice * (1 - l_discount), c_custkey, c_name, c_acctbal, c_phone, n_name, c_address, c_comment"
"efce1066834f8223"|"0x7fb8781b5ed0997ab8fb4ec160a2"|"0x7fb87a2b37b063761dd412701e6b"|"NULL"|"REFERENCE"|"customer"|"c_custkey"|1|20|1|20|131906|"[Projection] 'TPC-H_Q10', c_custkey, c_name, SUM(l_extendedprice * (1 - l_discount)), c_acctbal, n_name, c_address, c_phone, c_comment"
"efce1066834f8223"|"0x7fb8781b5ed0997ab8fb4ec160a2"|"0x7fb87a2b37b063761dd412701e6b"|"NULL"|"REFERENCE"|"customer"|"c_name"|1|20|1|20|131906|"[Projection] 'TPC-H_Q10', c_custkey, c_name, SUM(l_extendedprice * (1 - l_discount)), c_acctbal, n_name, c_address, c_phone, c_comment"
"efce1066834f8223"|"0x7fb8781b5ed0997ab8fb4ec160a2"|"0x7fb87a2b37b063761dd412701e6b"|"NULL"|"REFERENCE"|"lineitem"|"l_extendedprice"|1|20|1|20|131906|"[Projection] 'TPC-H_Q10', c_custkey, c_name, SUM(l_extendedprice * (1 - l_discount)), c_acctbal, n_name, c_address, c_phone, c_comment"
"efce1066834f8223"|"0x7fb8781b5ed0997ab8fb4ec160a2"|"0x7fb87a2b37b063761dd412701e6b"|"NULL"|"REFERENCE"|"lineitem"|"l_discount"|1|20|1|20|131906|"[Projection] 'TPC-H_Q10', c_custkey, c_name, SUM(l_extendedprice * (1 - l_discount)), c_acctbal, n_name, c_address, c_phone, c_comment"
"efce1066834f8223"|"0x7fb8781b5ed0997ab8fb4ec160a2"|"0x7fb87a2b37b063761dd412701e6b"|"NULL"|"REFERENCE"|"customer"|"c_acctbal"|1|20|1|20|131906|"[Projection] 'TPC-H_Q10', c_custkey, c_name, SUM(l_extendedprice * (1 - l_discount)), c_acctbal, n_name, c_address, c_phone, c_comment"
"efce1066834f8223"|"0x7fb8781b5ed0997ab8fb4ec160a2"|"0x7fb87a2b37b063761dd412701e6b"|"NULL"|"REFERENCE"|"nation"|"n_name"|1|20|1|20|131906|"[Projection] 'TPC-H_Q10', c_custkey, c_name, SUM(l_extendedprice * (1 - l_discount)), c_acctbal, n_name, c_address, c_phone, c_comment"
"efce1066834f8223"|"0x7fb8781b5ed0997ab8fb4ec160a2"|"0x7fb87a2b37b063761dd412701e6b"|"NULL"|"REFERENCE"|"customer"|"c_address"|1|20|1|20|131906|"[Projection] 'TPC-H_Q10', c_custkey, c_name, SUM(l_extendedprice * (1 - l_discount)), c_acctbal, n_name, c_address, c_phone, c_comment"
"efce1066834f8223"|"0x7fb8781b5ed0997ab8fb4ec160a2"|"0x7fb87a2b37b063761dd412701e6b"|"NULL"|"REFERENCE"|"customer"|"c_phone"|1|20|1|20|131906|"[Projection] 'TPC-H_Q10', c_custkey, c_name, SUM(l_extendedprice * (1 - l_discount)), c_acctbal, n_name, c_address, c_phone, c_comment"
"efce1066834f8223"|"0x7fb8781b5ed0997ab8fb4ec160a2"|"0x7fb87a2b37b063761dd412701e6b"|"NULL"|"REFERENCE"|"customer"|"c_comment"|1|20|1|20|131906|"[Projection] 'TPC-H_Q10', c_custkey, c_name, SUM(l_extendedprice * (1 - l_discount)), c_acctbal, n_name, c_address, c_phone, c_comment"
"efce1066834f8223"|"0x7fb8781b5810102f12bd25f9a0de"|"0x7fb86fcfc5f0d801c074438e1fcc"|"NULL"|"REFERENCE"|"lineitem"|"l_extendedprice"|2|114508|2|114508|103817975|"[Projection] l_extendedprice * (1 - l_discount), c_custkey, c_name, c_acctbal, c_phone, n_name, c_address, c_comment"
"efce1066834f8223"|"0x7fb8781b5810102f12bd25f9a0de"|"0x7fb86fcfc5f0d801c074438e1fcc"|"NULL"|"REFERENCE"|"lineitem"|"l_discount"|2|114508|2|114508|103817975|"[Projection] l_extendedprice * (1 - l_discount), c_custkey, c_name, c_acctbal, c_phone, n_name, c_address, c_comment"
"efce1066834f8223"|"0x7fb8781b5810102f12bd25f9a0de"|"0x7fb86fcfc5f0d801c074438e1fcc"|"NULL"|"REFERENCE"|"customer"|"c_custkey"|2|114508|2|114508|103817975|"[Projection] l_extendedprice * (1 - l_discount), c_custkey, c_name, c_acctbal, c_phone, n_name, c_address, c_comment"
"efce1066834f8223"|"0x7fb8781b5810102f12bd25f9a0de"|"0x7fb86fcfc5f0d801c074438e1fcc"|"NULL"|"REFERENCE"|"customer"|"c_name"|2|114508|2|114508|103817975|"[Projection] l_extendedprice * (1 - l_discount), c_custkey, c_name, c_acctbal, c_phone, n_name, c_address, c_comment"
"efce1066834f8223"|"0x7fb8781b5810102f12bd25f9a0de"|"0x7fb86fcfc5f0d801c074438e1fcc"|"NULL"|"REFERENCE"|"customer"|"c_acctbal"|2|114508|2|114508|103817975|"[Projection] l_extendedprice * (1 - l_discount), c_custkey, c_name, c_acctbal, c_phone, n_name, c_address, c_comment"
"efce1066834f8223"|"0x7fb8781b5810102f12bd25f9a0de"|"0x7fb86fcfc5f0d801c074438e1fcc"|"NULL"|"REFERENCE"|"customer"|"c_phone"|2|114508|2|114508|103817975|"[Projection] l_extendedprice * (1 - l_discount), c_custkey, c_name, c_acctbal, c_phone, n_name, c_address, c_comment"
