QUERY_HASH|COLUMN_TYPE|TABLE_NAME|COLUMN_NAME|INPUT_ROWS|OUTPUT_ROWS|RUNTIME_NS|DESCRIPTION
"e4414b6110f2b8b4"|"REFERENCE"|"part"|"p_size"|534|534|1885107|"TableScan Impl: ColumnBetween p_size BETWEEN INCLUSIVE 1 AND 15"
"e4414b6110f2b8b4"|"REFERENCE"|"lineitem"|"l_quantity"|1298|534|1501479|"TableScan Impl: ColumnVsValue l_quantity <= 34"
"e4414b6110f2b8b4"|"REFERENCE"|"lineitem"|"l_quantity"|2524|1298|2124166|"TableScan Impl: ColumnVsValue l_quantity >= 24"
"e4414b6110f2b8b4"|"REFERENCE"|"part"|"p_container"|2524|2524|5520276|"TableScan Impl: ExpressionEvaluator (p_container) IN ('LG CASE', 'LG BOX', 'LG PACK', 'LG PKG')"
"e4414b6110f2b8b4"|"REFERENCE"|"part"|"p_brand"|5138|2524|4972926|"TableScan Impl: ColumnVsValue p_brand = 'Brand#51'"
"e4414b6110f2b8b4"|"REFERENCE"|"part"|"p_size"|200|200|865190|"TableScan Impl: ColumnBetween p_size BETWEEN INCLUSIVE 1 AND 5"
"e4414b6110f2b8b4"|"REFERENCE"|"part"|"p_brand"|200|200|889733|"TableScan Impl: ColumnVsValue p_brand = 'Brand#33'"
"e4414b6110f2b8b4"|"REFERENCE"|"lineitem"|"l_quantity"|267|200|663581|"TableScan Impl: ColumnVsValue l_quantity >= 5"
"e4414b6110f2b8b4"|"REFERENCE"|"lineitem"|"l_quantity"|881|267|1126119|"TableScan Impl: ColumnVsValue l_quantity <= 15"
"e4414b6110f2b8b4"|"REFERENCE"|"part"|"p_container"|5138|881|6099909|"TableScan Impl: ExpressionEvaluator (p_container) IN ('SM CASE', 'SM BOX', 'SM PACK', 'SM PKG')"
"55208d72c8060700"|"REFERENCE"|"part"|"p_size"|400|400|1548034|"TableScan Impl: ColumnBetween p_size BETWEEN INCLUSIVE 1 AND 10"
"55208d72c8060700"|"REFERENCE"|"part"|"p_brand"|400|400|1610428|"TableScan Impl: ColumnVsValue p_brand = 'Brand#41'"
"55208d72c8060700"|"REFERENCE"|"lineitem"|"l_quantity"|1033|400|1319339|"TableScan Impl: ColumnVsValue l_quantity >= 20"
"55208d72c8060700"|"REFERENCE"|"lineitem"|"l_quantity"|1698|1033|2424922|"TableScan Impl: ColumnVsValue l_quantity <= 30"
"55208d72c8060700"|"REFERENCE"|"part"|"p_container"|5227|1698|6943784|"TableScan Impl: ExpressionEvaluator (p_container) IN ('MED BAG', 'MED BOX', 'MED PKG', 'MED PACK')"
"55208d72c8060700"|"REFERENCE"|"lineitem"|"l_shipinstruct"|20543|5227|2775109|"TableScan Impl: ColumnVsValue l_shipinstruct = 'DELIVER IN PERSON'"
"55208d72c8060700"|"REFERENCE"|"lineitem"|"l_shipmode"|143952|0|1176172|"TableScan Impl: ColumnVsValue l_shipmode = 'AIR REG'"
"55208d72c8060700"|"REFERENCE"|"part"|"p_size"|8055|781|190525|"TableScan Impl: ColumnBetween p_size BETWEEN INCLUSIVE 1 AND 5"
"55208d72c8060700"|"REFERENCE"|"part"|"p_container"|79918|8055|7333310|"TableScan Impl: ExpressionEvaluator (p_container) IN ('SM CASE', 'SM BOX', 'SM PACK', 'SM PKG')"
"55208d72c8060700"|"REFERENCE"|"part"|"p_brand"|2000000|79918|3512865|"TableScan Impl: ColumnVsValue p_brand = 'Brand#41'"
"55208d72c8060700"|"REFERENCE"|"part"|"p_size"|8172|1582|177449|"TableScan Impl: ColumnBetween p_size BETWEEN INCLUSIVE 1 AND 10"
"55208d72c8060700"|"REFERENCE"|"part"|"p_container"|79918|8172|7086203|"TableScan Impl: ExpressionEvaluator (p_container) IN ('MED BAG', 'MED BOX', 'MED PKG', 'MED PACK')"
"55208d72c8060700"|"REFERENCE"|"part"|"p_size"|7979|2453|167779|"TableScan Impl: ColumnBetween p_size BETWEEN INCLUSIVE 1 AND 15"
"55208d72c8060700"|"REFERENCE"|"part"|"p_container"|79918|7979|7007186|"TableScan Impl: ExpressionEvaluator (p_container) IN ('LG CASE', 'LG BOX', 'LG PACK', 'LG PKG')"
"55208d72c8060700"|"REFERENCE"|"part"|"p_brand"|2000000|79918|3230185|"TableScan Impl: ColumnVsValue p_brand = 'Brand#55'"
"55208d72c8060700"|"REFERENCE"|"lineitem"|"l_shipmode"|143952|20543|4869235|"TableScan Impl: ColumnVsValue l_shipmode = 'AIR'"
"55208d72c8060700"|"REFERENCE"|"part"|"p_size"|549|549|1873563|"TableScan Impl: ColumnBetween p_size BETWEEN INCLUSIVE 1 AND 15"
"55208d72c8060700"|"REFERENCE"|"lineitem"|"l_quantity"|1539|549|1531012|"TableScan Impl: ColumnVsValue l_quantity <= 32"
"55208d72c8060700"|"REFERENCE"|"lineitem"|"l_quantity"|2645|1539|2202920|"TableScan Impl: ColumnVsValue l_quantity >= 22"
"55208d72c8060700"|"REFERENCE"|"part"|"p_container"|2645|2645|5559421|"TableScan Impl: ExpressionEvaluator (p_container) IN ('LG CASE', 'LG BOX', 'LG PACK', 'LG PKG')"
"55208d72c8060700"|"REFERENCE"|"part"|"p_brand"|5227|2645|5271254|"TableScan Impl: ColumnVsValue p_brand = 'Brand#55'"
"55208d72c8060700"|"REFERENCE"|"part"|"p_size"|185|185|846724|"TableScan Impl: ColumnBetween p_size BETWEEN INCLUSIVE 1 AND 5"
"55208d72c8060700"|"REFERENCE"|"part"|"p_brand"|185|185|872693|"TableScan Impl: ColumnVsValue p_brand = 'Brand#41'"
"55208d72c8060700"|"REFERENCE"|"lineitem"|"l_quantity"|330|185|696027|"TableScan Impl: ColumnVsValue l_quantity >= 8"
"55208d72c8060700"|"REFERENCE"|"lineitem"|"l_quantity"|884|330|1262408|"TableScan Impl: ColumnVsValue l_quantity <= 18"
"55208d72c8060700"|"REFERENCE"|"part"|"p_container"|5227|884|6223051|"TableScan Impl: ExpressionEvaluator (p_container) IN ('SM CASE', 'SM BOX', 'SM PACK', 'SM PKG')"
"f0b766fff1798224"|"REFERENCE"|"part"|"p_size"|388|388|1513474|"TableScan Impl: ColumnBetween p_size BETWEEN INCLUSIVE 1 AND 10"
"f0b766fff1798224"|"REFERENCE"|"lineitem"|"l_quantity"|713|388|1191540|"TableScan Impl: ColumnVsValue l_quantity >= 10"
"f0b766fff1798224"|"REFERENCE"|"lineitem"|"l_quantity"|1766|713|2111092|"TableScan Impl: ColumnVsValue l_quantity <= 20"
"f0b766fff1798224"|"REFERENCE"|"part"|"p_container"|1766|1766|5095489|"TableScan Impl: ExpressionEvaluator (p_container) IN ('MED BAG', 'MED BOX', 'MED PKG', 'MED PACK')"
"f0b766fff1798224"|"REFERENCE"|"part"|"p_brand"|5203|1766|5285479|"TableScan Impl: ColumnVsValue p_brand = 'Brand#21'"
"f0b766fff1798224"|"REFERENCE"|"lineitem"|"l_shipinstruct"|20816|5203|2733943|"TableScan Impl: ColumnVsValue l_shipinstruct = 'DELIVER IN PERSON'"
"f0b766fff1798224"|"REFERENCE"|"lineitem"|"l_shipmode"|145112|0|1186341|"TableScan Impl: ColumnVsValue l_shipmode = 'AIR REG'"
"f0b766fff1798224"|"REFERENCE"|"part"|"p_size"|8026|775|230240|"TableScan Impl: ColumnBetween p_size BETWEEN INCLUSIVE 1 AND 5"
"f0b766fff1798224"|"REFERENCE"|"part"|"p_container"|80260|8026|7395301|"TableScan Impl: ExpressionEvaluator (p_container) IN ('SM CASE', 'SM BOX', 'SM PACK', 'SM PKG')"
"f0b766fff1798224"|"REFERENCE"|"part"|"p_brand"|2000000|80260|3460134|"TableScan Impl: ColumnVsValue p_brand = 'Brand#52'"
"f0b766fff1798224"|"REFERENCE"|"part"|"p_size"|8048|1632|172195|"TableScan Impl: ColumnBetween p_size BETWEEN INCLUSIVE 1 AND 10"
"f0b766fff1798224"|"REFERENCE"|"part"|"p_container"|80094|8048|7211753|"TableScan Impl: ExpressionEvaluator (p_container) IN ('MED BAG', 'MED BOX', 'MED PKG', 'MED PACK')"
"f0b766fff1798224"|"REFERENCE"|"part"|"p_brand"|2000000|80094|3392748|"TableScan Impl: ColumnVsValue p_brand = 'Brand#21'"
"f0b766fff1798224"|"REFERENCE"|"part"|"p_size"|7945|2424|162303|"TableScan Impl: ColumnBetween p_size BETWEEN INCLUSIVE 1 AND 15"
"f0b766fff1798224"|"REFERENCE"|"part"|"p_container"|80260|7945|7026171|"TableScan Impl: ExpressionEvaluator (p_container) IN ('LG CASE', 'LG BOX', 'LG PACK', 'LG PKG')"
"f0b766fff1798224"|"REFERENCE"|"lineitem"|"l_shipmode"|145112|20816|4896975|"TableScan Impl: ColumnVsValue l_shipmode = 'AIR'"
"f0b766fff1798224"|"REFERENCE"|"part"|"p_size"|584|584|2021000|"TableScan Impl: ColumnBetween p_size BETWEEN INCLUSIVE 1 AND 15"
"f0b766fff1798224"|"REFERENCE"|"part"|"p_brand"|584|584|2048550|"TableScan Impl: ColumnVsValue p_brand = 'Brand#52'"
"f0b766fff1798224"|"REFERENCE"|"lineitem"|"l_quantity"|1575|584|1619305|"TableScan Impl: ColumnVsValue l_quantity <= 31"
"f0b766fff1798224"|"REFERENCE"|"lineitem"|"l_quantity"|2590|1575|2290713|"TableScan Impl: ColumnVsValue l_quantity >= 21"
"f0b766fff1798224"|"REFERENCE"|"part"|"p_container"|5203|2590|6776130|"TableScan Impl: ExpressionEvaluator (p_container) IN ('LG CASE', 'LG BOX', 'LG PACK', 'LG PKG')"
"f0b766fff1798224"|"REFERENCE"|"part"|"p_size"|203|203|877138|"TableScan Impl: ColumnBetween p_size BETWEEN INCLUSIVE 1 AND 5"
"f0b766fff1798224"|"REFERENCE"|"part"|"p_brand"|203|203|928497|"TableScan Impl: ColumnVsValue p_brand = 'Brand#52'"
"f0b766fff1798224"|"REFERENCE"|"lineitem"|"l_quantity"|303|203|688856|"TableScan Impl: ColumnVsValue l_quantity >= 6"
"f0b766fff1798224"|"REFERENCE"|"lineitem"|"l_quantity"|847|303|1197177|"TableScan Impl: ColumnVsValue l_quantity <= 16"
"f0b766fff1798224"|"REFERENCE"|"part"|"p_container"|5203|847|6083789|"TableScan Impl: ExpressionEvaluator (p_container) IN ('SM CASE', 'SM BOX', 'SM PACK', 'SM PKG')"
"85f74e4b90d42ea3"|"REFERENCE"|"part"|"p_size"|387|387|1533037|"TableScan Impl: ColumnBetween p_size BETWEEN INCLUSIVE 1 AND 10"
"85f74e4b90d42ea3"|"REFERENCE"|"lineitem"|"l_quantity"|1046|387|1300124|"TableScan Impl: ColumnVsValue l_quantity >= 20"
"85f74e4b90d42ea3"|"REFERENCE"|"lineitem"|"l_quantity"|1686|1046|2332583|"TableScan Impl: ColumnVsValue l_quantity <= 30"
"85f74e4b90d42ea3"|"REFERENCE"|"part"|"p_container"|1686|1686|5050556|"TableScan Impl: ExpressionEvaluator (p_container) IN ('MED BAG', 'MED BOX', 'MED PKG', 'MED PACK')"
"85f74e4b90d42ea3"|"REFERENCE"|"part"|"p_brand"|5104|1686|5197792|"TableScan Impl: ColumnVsValue p_brand = 'Brand#34'"
"85f74e4b90d42ea3"|"REFERENCE"|"lineitem"|"l_shipinstruct"|20210|5104|2746619|"TableScan Impl: ColumnVsValue l_shipinstruct = 'DELIVER IN PERSON'"
"85f74e4b90d42ea3"|"REFERENCE"|"lineitem"|"l_shipmode"|140885|0|1183620|"TableScan Impl: ColumnVsValue l_shipmode = 'AIR REG'"
"85f74e4b90d42ea3"|"REFERENCE"|"part"|"p_size"|8055|781|183078|"TableScan Impl: ColumnBetween p_size BETWEEN INCLUSIVE 1 AND 5"
"85f74e4b90d42ea3"|"REFERENCE"|"part"|"p_container"|79918|8055|7295462|"TableScan Impl: ExpressionEvaluator (p_container) IN ('SM CASE', 'SM BOX', 'SM PACK', 'SM PKG')"
"85f74e4b90d42ea3"|"REFERENCE"|"part"|"p_brand"|2000000|79918|3528083|"TableScan Impl: ColumnVsValue p_brand = 'Brand#41'"
"85f74e4b90d42ea3"|"REFERENCE"|"part"|"p_size"|7954|1594|162021|"TableScan Impl: ColumnBetween p_size BETWEEN INCLUSIVE 1 AND 10"
"85f74e4b90d42ea3"|"REFERENCE"|"part"|"p_container"|80043|7954|7117537|"TableScan Impl: ExpressionEvaluator (p_container) IN ('MED BAG', 'MED BOX', 'MED PKG', 'MED PACK')"
"85f74e4b90d42ea3"|"REFERENCE"|"part"|"p_brand"|2000000|80043|3226055|"TableScan Impl: ColumnVsValue p_brand = 'Brand#34'"
"85f74e4b90d42ea3"|"REFERENCE"|"part"|"p_size"|8038|2344|159224|"TableScan Impl: ColumnBetween p_size BETWEEN INCLUSIVE 1 AND 15"
"85f74e4b90d42ea3"|"REFERENCE"|"part"|"p_container"|80586|8038|7147330|"TableScan Impl: ExpressionEvaluator (p_container) IN ('LG CASE', 'LG BOX', 'LG PACK', 'LG PKG')"
"85f74e4b90d42ea3"|"REFERENCE"|"part"|"p_brand"|2000000|80586|3242955|"TableScan Impl: ColumnVsValue p_brand = 'Brand#35'"
"85f74e4b90d42ea3"|"REFERENCE"|"lineitem"|"l_shipmode"|140885|20210|4831540|"TableScan Impl: ColumnVsValue l_shipmode = 'AIR'"
"85f74e4b90d42ea3"|"REFERENCE"|"part"|"p_size"|584|584|2001963|"TableScan Impl: ColumnBetween p_size BETWEEN INCLUSIVE 1 AND 15"
"85f74e4b90d42ea3"|"REFERENCE"|"lineitem"|"l_quantity"|1537|584|1609292|"TableScan Impl: ColumnVsValue l_quantity <= 31"
"85f74e4b90d42ea3"|"REFERENCE"|"lineitem"|"l_quantity"|2534|1537|2209652|"TableScan Impl: ColumnVsValue l_quantity >= 21"
"85f74e4b90d42ea3"|"REFERENCE"|"part"|"p_container"|2534|2534|5546537|"TableScan Impl: ExpressionEvaluator (p_container) IN ('LG CASE', 'LG BOX', 'LG PACK', 'LG PKG')"
"85f74e4b90d42ea3"|"REFERENCE"|"part"|"p_brand"|5104|2534|4994678|"TableScan Impl: ColumnVsValue p_brand = 'Brand#35'"
"85f74e4b90d42ea3"|"REFERENCE"|"part"|"p_size"|181|181|817570|"TableScan Impl: ColumnBetween p_size BETWEEN INCLUSIVE 1 AND 5"
"85f74e4b90d42ea3"|"REFERENCE"|"part"|"p_brand"|181|181|841988|"TableScan Impl: ColumnVsValue p_brand = 'Brand#41'"
"85f74e4b90d42ea3"|"REFERENCE"|"lineitem"|"l_quantity"|349|181|687476|"TableScan Impl: ColumnVsValue l_quantity >= 9"
"85f74e4b90d42ea3"|"REFERENCE"|"lineitem"|"l_quantity"|884|349|1285367|"TableScan Impl: ColumnVsValue l_quantity <= 19"
"85f74e4b90d42ea3"|"REFERENCE"|"part"|"p_container"|5104|884|6090959|"TableScan Impl: ExpressionEvaluator (p_container) IN ('SM CASE', 'SM BOX', 'SM PACK', 'SM PKG')"
"26dacaf4d320f8b4"|"REFERENCE"|"part"|"p_size"|361|361|1425193|"TableScan Impl: ColumnBetween p_size BETWEEN INCLUSIVE 1 AND 10"
"26dacaf4d320f8b4"|"REFERENCE"|"lineitem"|"l_quantity"|947|361|1224914|"TableScan Impl: ColumnVsValue l_quantity >= 18"
"26dacaf4d320f8b4"|"REFERENCE"|"lineitem"|"l_quantity"|1725|947|2262045|"TableScan Impl: ColumnVsValue l_quantity <= 28"
"26dacaf4d320f8b4"|"REFERENCE"|"part"|"p_container"|1725|1725|5078433|"TableScan Impl: ExpressionEvaluator (p_container) IN ('MED BAG', 'MED BOX', 'MED PKG', 'MED PACK')"
"26dacaf4d320f8b4"|"REFERENCE"|"part"|"p_brand"|5051|1725|5205118|"TableScan Impl: ColumnVsValue p_brand = 'Brand#11'"
"26dacaf4d320f8b4"|"REFERENCE"|"lineitem"|"l_shipinstruct"|20338|5051|2733351|"TableScan Impl: ColumnVsValue l_shipinstruct = 'DELIVER IN PERSON'"
"26dacaf4d320f8b4"|"REFERENCE"|"lineitem"|"l_shipmode"|142100|0|1197492|"TableScan Impl: ColumnVsValue l_shipmode = 'AIR REG'"
"26dacaf4d320f8b4"|"REFERENCE"|"part"|"p_size"|8055|781|180807|"TableScan Impl: ColumnBetween p_size BETWEEN INCLUSIVE 1 AND 5"
"26dacaf4d320f8b4"|"REFERENCE"|"part"|"p_container"|79918|8055|7300325|"TableScan Impl: ExpressionEvaluator (p_container) IN ('SM CASE', 'SM BOX', 'SM PACK', 'SM PKG')"
"26dacaf4d320f8b4"|"REFERENCE"|"part"|"p_brand"|2000000|79918|3498573|"TableScan Impl: ColumnVsValue p_brand = 'Brand#41'"
"26dacaf4d320f8b4"|"REFERENCE"|"part"|"p_size"|7852|1607|162720|"TableScan Impl: ColumnBetween p_size BETWEEN INCLUSIVE 1 AND 10"
"26dacaf4d320f8b4"|"REFERENCE"|"part"|"p_container"|79150|7852|7158850|"TableScan Impl: ExpressionEvaluator (p_container) IN ('MED BAG', 'MED BOX', 'MED PKG', 'MED PACK')"
"26dacaf4d320f8b4"|"REFERENCE"|"part"|"p_brand"|2000000|79150|3209096|"TableScan Impl: ColumnVsValue p_brand = 'Brand#11'"
"26dacaf4d320f8b4"|"REFERENCE"|"part"|"p_size"|7962|2365|165969|"TableScan Impl: ColumnBetween p_size BETWEEN INCLUSIVE 1 AND 15"
"26dacaf4d320f8b4"|"REFERENCE"|"part"|"p_container"|80094|7962|7034129|"TableScan Impl: ExpressionEvaluator (p_container) IN ('LG CASE', 'LG BOX', 'LG PACK', 'LG PKG')"
"26dacaf4d320f8b4"|"REFERENCE"|"part"|"p_brand"|2000000|80094|3214612|"TableScan Impl: ColumnVsValue p_brand = 'Brand#21'"
"26dacaf4d320f8b4"|"REFERENCE"|"lineitem"|"l_shipmode"|142100|20338|4834454|"TableScan Impl: ColumnVsValue l_shipmode = 'AIR'"
"26dacaf4d320f8b4"|"REFERENCE"|"part"|"p_size"|558|558|1954584|"TableScan Impl: ColumnBetween p_size BETWEEN INCLUSIVE 1 AND 15"
"26dacaf4d320f8b4"|"REFERENCE"|"lineitem"|"l_quantity"|1240|558|1538658|"TableScan Impl: ColumnVsValue l_quantity <= 36"
"26dacaf4d320f8b4"|"REFERENCE"|"lineitem"|"l_quantity"|2442|1240|2133969|"TableScan Impl: ColumnVsValue l_quantity >= 26"
"26dacaf4d320f8b4"|"REFERENCE"|"part"|"p_container"|2442|2442|5481590|"TableScan Impl: ExpressionEvaluator (p_container) IN ('LG CASE', 'LG BOX', 'LG PACK', 'LG PKG')"
"26dacaf4d320f8b4"|"REFERENCE"|"part"|"p_brand"|5051|2442|4951707|"TableScan Impl: ColumnVsValue p_brand = 'Brand#21'"
"26dacaf4d320f8b4"|"REFERENCE"|"part"|"p_size"|181|181|821249|"TableScan Impl: ColumnBetween p_size BETWEEN INCLUSIVE 1 AND 5"
"26dacaf4d320f8b4"|"REFERENCE"|"part"|"p_brand"|181|181|842051|"TableScan Impl: ColumnVsValue p_brand = 'Brand#41'"
"26dacaf4d320f8b4"|"REFERENCE"|"lineitem"|"l_quantity"|349|181|710318|"TableScan Impl: ColumnVsValue l_quantity >= 9"
"26dacaf4d320f8b4"|"REFERENCE"|"lineitem"|"l_quantity"|884|349|1275392|"TableScan Impl: ColumnVsValue l_quantity <= 19"
"26dacaf4d320f8b4"|"REFERENCE"|"part"|"p_container"|5051|884|6117280|"TableScan Impl: ExpressionEvaluator (p_container) IN ('SM CASE', 'SM BOX', 'SM PACK', 'SM PKG')"
"b2d2144500fe297d"|"REFERENCE"|"part"|"p_size"|352|352|1373093|"TableScan Impl: ColumnBetween p_size BETWEEN INCLUSIVE 1 AND 10"
"b2d2144500fe297d"|"REFERENCE"|"lineitem"|"l_quantity"|711|352|1121906|"TableScan Impl: ColumnVsValue l_quantity >= 12"
"b2d2144500fe297d"|"REFERENCE"|"lineitem"|"l_quantity"|1688|711|2077722|"TableScan Impl: ColumnVsValue l_quantity <= 22"
"b2d2144500fe297d"|"REFERENCE"|"part"|"p_container"|1688|1688|5071429|"TableScan Impl: ExpressionEvaluator (p_container) IN ('MED BAG', 'MED BOX', 'MED PKG', 'MED PACK')"
"b2d2144500fe297d"|"REFERENCE"|"part"|"p_brand"|5099|1688|5250722|"TableScan Impl: ColumnVsValue p_brand = 'Brand#55'"
"b2d2144500fe297d"|"REFERENCE"|"lineitem"|"l_shipinstruct"|20261|5099|2739526|"TableScan Impl: ColumnVsValue l_shipinstruct = 'DELIVER IN PERSON'"
"b2d2144500fe297d"|"REFERENCE"|"lineitem"|"l_shipmode"|142281|0|1187003|"TableScan Impl: ColumnVsValue l_shipmode = 'AIR REG'"
"b2d2144500fe297d"|"REFERENCE"|"part"|"p_size"|8006|773|179498|"TableScan Impl: ColumnBetween p_size BETWEEN INCLUSIVE 1 AND 5"
"b2d2144500fe297d"|"REFERENCE"|"part"|"p_container"|79812|8006|7319986|"TableScan Impl: ExpressionEvaluator (p_container) IN ('SM CASE', 'SM BOX', 'SM PACK', 'SM PKG')"
"b2d2144500fe297d"|"REFERENCE"|"part"|"p_brand"|2000000|79812|3314430|"TableScan Impl: ColumnVsValue p_brand = 'Brand#32'"
"b2d2144500fe297d"|"REFERENCE"|"part"|"p_size"|7853|1576|164468|"TableScan Impl: ColumnBetween p_size BETWEEN INCLUSIVE 1 AND 10"
"b2d2144500fe297d"|"REFERENCE"|"part"|"p_container"|79918|7853|7159005|"TableScan Impl: ExpressionEvaluator (p_container) IN ('MED BAG', 'MED BOX', 'MED PKG', 'MED PACK')"
"b2d2144500fe297d"|"REFERENCE"|"part"|"p_brand"|2000000|79918|3222957|"TableScan Impl: ColumnVsValue p_brand = 'Brand#55'"
"b2d2144500fe297d"|"REFERENCE"|"part"|"p_size"|7906|2405|164850|"TableScan Impl: ColumnBetween p_size BETWEEN INCLUSIVE 1 AND 15"
"b2d2144500fe297d"|"REFERENCE"|"part"|"p_container"|79781|7906|6973313|"TableScan Impl: ExpressionEvaluator (p_container) IN ('LG CASE', 'LG BOX', 'LG PACK', 'LG PKG')"
"b2d2144500fe297d"|"REFERENCE"|"part"|"p_brand"|2000000|79781|3209626|"TableScan Impl: ColumnVsValue p_brand = 'Brand#24'"
"b2d2144500fe297d"|"REFERENCE"|"lineitem"|"l_shipmode"|142281|20261|4922334|"TableScan Impl: ColumnVsValue l_shipmode = 'AIR'"
"b2d2144500fe297d"|"REFERENCE"|"part"|"p_size"|590|590|2016183|"TableScan Impl: ColumnBetween p_size BETWEEN INCLUSIVE 1 AND 15"
"b2d2144500fe297d"|"REFERENCE"|"lineitem"|"l_quantity"|1231|590|1526372|"TableScan Impl: ColumnVsValue l_quantity <= 37"
"b2d2144500fe297d"|"REFERENCE"|"lineitem"|"l_quantity"|2571|1231|2092369|"TableScan Impl: ColumnVsValue l_quantity >= 27"
"b2d2144500fe297d"|"REFERENCE"|"part"|"p_container"|2571|2571|5497223|"TableScan Impl: ExpressionEvaluator (p_container) IN ('LG CASE', 'LG BOX', 'LG PACK', 'LG PKG')"
"b2d2144500fe297d"|"REFERENCE"|"part"|"p_brand"|5099|2571|4965029|"TableScan Impl: ColumnVsValue p_brand = 'Brand#24'"
"b2d2144500fe297d"|"REFERENCE"|"part"|"p_size"|199|199|928295|"TableScan Impl: ColumnBetween p_size BETWEEN INCLUSIVE 1 AND 5"
"b2d2144500fe297d"|"REFERENCE"|"part"|"p_brand"|199|199|935268|"TableScan Impl: ColumnVsValue p_brand = 'Brand#32'"
"b2d2144500fe297d"|"REFERENCE"|"lineitem"|"l_quantity"|238|199|678800|"TableScan Impl: ColumnVsValue l_quantity >= 4"
"b2d2144500fe297d"|"REFERENCE"|"lineitem"|"l_quantity"|840|238|1123919|"TableScan Impl: ColumnVsValue l_quantity <= 14"
"b2d2144500fe297d"|"REFERENCE"|"part"|"p_container"|5099|840|6104244|"TableScan Impl: ExpressionEvaluator (p_container) IN ('SM CASE', 'SM BOX', 'SM PACK', 'SM PKG')"
"fe882ceea0933ad2"|"REFERENCE"|"customer"|"c_phone"|681565|190655|149832022|"TableScan Impl: ExpressionEvaluator (SUBSTR(c_phone,1,2)) IN ('21', '28', '13', '27', '30', '32', '18')"
"fe882ceea0933ad2"|"REFERENCE"|"customer"|"c_acctbal"|1500000|681565|282285055|"TableScan Impl: ColumnVsValue c_acctbal > SUBQUERY (PQP, 0x7f63ea793a90)"
"8d8ddb7f69da1372"|"REFERENCE"|"part"|"p_size"|377|377|1467857|"TableScan Impl: ColumnBetween p_size BETWEEN INCLUSIVE 1 AND 10"
"8d8ddb7f69da1372"|"REFERENCE"|"lineitem"|"l_quantity"|772|377|1187609|"TableScan Impl: ColumnVsValue l_quantity >= 11"
"8d8ddb7f69da1372"|"REFERENCE"|"lineitem"|"l_quantity"|1816|772|2147484|"TableScan Impl: ColumnVsValue l_quantity <= 21"
"8d8ddb7f69da1372"|"REFERENCE"|"part"|"p_container"|1816|1816|5144769|"TableScan Impl: ExpressionEvaluator (p_container) IN ('MED BAG', 'MED BOX', 'MED PKG', 'MED PACK')"
"8d8ddb7f69da1372"|"REFERENCE"|"part"|"p_brand"|5174|1816|5314970|"TableScan Impl: ColumnVsValue p_brand = 'Brand#24'"
"8d8ddb7f69da1372"|"REFERENCE"|"lineitem"|"l_shipinstruct"|21224|5174|2747307|"TableScan Impl: ColumnVsValue l_shipinstruct = 'DELIVER IN PERSON'"
"8d8ddb7f69da1372"|"REFERENCE"|"lineitem"|"l_shipmode"|146871|0|1197474|"TableScan Impl: ColumnVsValue l_shipmode = 'AIR REG'"
"8d8ddb7f69da1372"|"REFERENCE"|"part"|"p_size"|7987|836|184428|"TableScan Impl: ColumnBetween p_size BETWEEN INCLUSIVE 1 AND 5"
"8d8ddb7f69da1372"|"REFERENCE"|"part"|"p_container"|80106|7987|7416527|"TableScan Impl: ExpressionEvaluator (p_container) IN ('SM CASE', 'SM BOX', 'SM PACK', 'SM PKG')"
"8d8ddb7f69da1372"|"REFERENCE"|"part"|"p_brand"|2000000|80106|3392729|"TableScan Impl: ColumnVsValue p_brand = 'Brand#53'"
"8d8ddb7f69da1372"|"REFERENCE"|"part"|"p_size"|7962|1668|164371|"TableScan Impl: ColumnBetween p_size BETWEEN INCLUSIVE 1 AND 10"
"8d8ddb7f69da1372"|"REFERENCE"|"part"|"p_container"|79781|7962|7128849|"TableScan Impl: ExpressionEvaluator (p_container) IN ('MED BAG', 'MED BOX', 'MED PKG', 'MED PACK')"
"8d8ddb7f69da1372"|"REFERENCE"|"part"|"p_brand"|2000000|79781|3210970|"TableScan Impl: ColumnVsValue p_brand = 'Brand#24'"
"8d8ddb7f69da1372"|"REFERENCE"|"part"|"p_size"|8051|2385|165046|"TableScan Impl: ColumnBetween p_size BETWEEN INCLUSIVE 1 AND 15"
"8d8ddb7f69da1372"|"REFERENCE"|"part"|"p_container"|79878|8051|7002389|"TableScan Impl: ExpressionEvaluator (p_container) IN ('LG CASE', 'LG BOX', 'LG PACK', 'LG PKG')"
"8d8ddb7f69da1372"|"REFERENCE"|"part"|"p_brand"|2000000|79878|3218323|"TableScan Impl: ColumnVsValue p_brand = 'Brand#54'"
"8d8ddb7f69da1372"|"REFERENCE"|"lineitem"|"l_shipmode"|146871|21224|4979544|"TableScan Impl: ColumnVsValue l_shipmode = 'AIR'"
"8d8ddb7f69da1372"|"REFERENCE"|"part"|"p_size"|580|580|1972925|"TableScan Impl: ColumnBetween p_size BETWEEN INCLUSIVE 1 AND 15"
"8d8ddb7f69da1372"|"REFERENCE"|"lineitem"|"l_quantity"|1221|580|1517446|"TableScan Impl: ColumnVsValue l_quantity <= 37"
"8d8ddb7f69da1372"|"REFERENCE"|"lineitem"|"l_quantity"|2494|1221|2074212|"TableScan Impl: ColumnVsValue l_quantity >= 27"
