QUERY_HASH|OPERATOR_HASH|LEFT_INPUT_OPERATOR_HASH|RIGHT_INPUT_OPERATOR_HASH|INPUT_CHUNK_COUNT|INPUT_ROW_COUNT|OUTPUT_CHUNK_COUNT|OUTPUT_ROW_COUNT|RUNTIME_NS
fa2946541c272046|0x7fb8798a5e50e840131729c654d3|0x7fb870dafd3072c2c8899ee07381|NULL|3|3|3|150000|12858
df9ff88650af4e0|0x7fb87ad65130a73818797fdc7316|0x7fb8592b9ef05c81f77098f9153d|NULL|1|1|1|1|3084
df9ff88650af4e0|0x7fb87aeae6306e450b7e87aef843|0x7fb8592b9fd08c17dab021a468a7|NULL|1|1|1|415|2804
df9ff88650af4e0|0x7fb8780e4430369215b1fa4acd6|0x7fb8592ba0b0514e202a7db85c55|NULL|13|13|13|33200|18559
50d66cf3b1b77c0|0x7fb87a21d710d1d2712c07d9de7d|0x7fb870d274109f8ec4ac78717074|NULL|4|4|4|10820|11148
50d66cf3b1b77c0|0x7fb87a51e1b0ae88dbbfbe8083f6|0x7fb870d282f0a03899f550063611|NULL|92|92|92|325427|243474
50d66cf3b1b77c0|0x7fb879b753d07bb603a29830c1f|0x7fb870d279504ffa7340767c263a|NULL|4|4|4|43280|5309546
50d66cf3b1b77c0|0x7fb879b7529072349c70defd540c|0x7fb870d28210c5496a26d40a496f|NULL|23|23|23|1500000|35731
50d66cf3b1b77c0|0x7fb879b751f01c6972c052226069|0x7fb870d275d0b8cbf259dc221ec9|NULL|1|1|1|10000|8288
50d66cf3b1b77c0|0x7fb87a21d990b930cb12c0e46865|0x7fb8678aa3f0c61445841b99d160|NULL|1|1|1|25|2077
a29028e06bb1c76e|0x7fb879703510b930cb12c0e46865|0x7fb879e644f0c61445841b99d160|NULL|1|1|1|25|5219
a29028e06bb1c76e|0x7fb879706d501c622bf5badb0ffc|0x7fb879e649502532a63c30df5089|NULL|1|1|1|816|3306
a29028e06bb1c76e|0x7fb874ac4b10f5f413b937daf638|0x7fb879e64e90f2877cce03897de5|NULL|3|3|3|11833|6307
a29028e06bb1c76e|0x7fb879703290d6314110bcb700fe|0x7fb879e65050f70f80b36e8aca20|NULL|23|23|23|119346|29810
a29028e06bb1c76e|0x7fb8797052704d9e531fe266e94b|0x7fb879e654b0d177d5ebf2ff71b9|NULL|2|2|2|11824|2459777
9d4d687e91529d14|0x7fb87ad185b088d519057563d9a9|0x7fb7bef379502de2d67bbaa48b2d|NULL|23|23|23|734771|42611
9d4d687e91529d14|0x7fb87ad19050f8f2ee3df2f27719|0x7fb8775360503751c27567ca6cfe|NULL|3|3|3|29752|4729
9d4d687e91529d14|0x7fb87ad18dd0b23f8dc42aaa2536|0x7fb877536750ca4bdde96d329c45|NULL|2|2|2|30067|5670163
814bef73c29ec3b0|0x7fb87a952a708b86903799ae77d1|0x7fb871ed9c70a688f7de02092a97|NULL|23|23|23|735379|40655
814bef73c29ec3b0|0x7fb87994a5107d84fa243b0dc278|0x7fb871ed8310ff9bd83ce27b571c|NULL|3|3|3|30142|6370
814bef73c29ec3b0|0x7fb87994a2908efe94c4247af0b7|0x7fb871ed9d50bb0621ae54440d67|NULL|2|2|2|30296|5728444
686874ed740e2966|0x7fb87b0739305135e9eb0c8fdaf7|0x7fb879328710906b0df4bc884182|NULL|4|4|4|200000|11807
686874ed740e2966|0x7fb878c71cb058873110fa175596|0x7fb8793280102450c3f6920752ee|NULL|92|92|92|487|135092
d052f7c3009ef482|0x7fb87794f910d53b366e9b5adc8a|0x7fb87a9cbdf08cd4eede48cf6689|NULL|23|23|23|57334|55497
d052f7c3009ef482|0x7fb8779503b06bd57cde6304153d|0x7fb87a9cbfb0c93b2dd669cb8410|NULL|92|92|92|229239|165195
98396428b51be2d0|0x7fb87a9beab0e6d6f1f1d6bb0b09|0x7fb87986c95019cfbec3b0602f33|NULL|23|23|23|226645|38021
98396428b51be2d0|0x7fb8752320704003739033bf19d7|0x7fb87653f0305a5da9369440764e|NULL|1|1|1|1|10419
98396428b51be2d0|0x7fb87523135097c3961ec895972b|0x7fb87986c6b0d8927f7b4c2f3ea0|NULL|1|1|1|5|3123
98396428b51be2d0|0x7fb875231170cb0f36bfb42873d9|0x7fb87986c7907325750969903322|NULL|1|1|1|2019|2861
98396428b51be2d0|0x7fb875231490e6a7fd845ae444bb|0x7fb87986c41073f1461ea073bc73|NULL|4|4|4|183737|30528760
98396428b51be2d0|0x7fb875231210e840131729c654d3|0x7fb87653ed9072c2c8899ee07381|NULL|3|3|3|150000|13187
1e5b46b468af6e32|0x7fb8769d0670e75e4ea2d200be72|0x7fb8749747508a2fd59c7ae26d2b|NULL|23|23|23|720397|40772
1e5b46b468af6e32|0x7fb8769d0c101f4c7f80bd895639|0x7fb874972ed0ad578645620c8c76|NULL|3|3|3|29949|4452
1e5b46b468af6e32|0x7fb8769d15708b8c4537e19379df|0x7fb874972fb0604a40340ad35a69|NULL|2|2|2|30012|5905941
4284ad77479bed94|0x7fb874a6c230b76084e1d3029f7d|0x7fb8740910b0686bdf47481dc2bc|NULL|92|92|92|114909|123449
1390125337901d5d|0x7fb87833df305135e9eb0c8fdaf7|0x7fb8768cf2f0906b0df4bc884182|NULL|4|4|4|200000|11972
1390125337901d5d|0x7fb87833e1b045b9b51cd2f62938|0x7fb875c1b5f09c3048e9cbbabde2|NULL|92|92|92|504|140681
3efb317c949c16c5|0x7fb86f9aa690f5e63503045c6bc2|0x7fb8734c56704952f26a02935ff1|NULL|3|3|3|150000|12489
3efb317c949c16c5|0x7fb86f9a9fb0825a53d3e5ac9748|0x7fb874408470e6c3787bece24556|NULL|23|23|23|1500000|35344
fbfbb39dc459f983|0x7fb87ad1bcb02432da65dee9e2f0|0x7fb8670cda108793f2070cb21629|NULL|23|23|23|719781|40180
fbfbb39dc459f983|0x7fb87ad1c9d0e0ff18961635d3ad|0x7fb877536c902540ef235b6868bd|NULL|3|3|3|30189|4533
fbfbb39dc459f983|0x7fb87ad1c7501cb0e7100193ea3d|0x7fb877536bb044d9b8468e72d900|NULL|2|2|2|30319|5728954
919cf06b07ee3faa|0x7fb877951c10998a3bc962f692d5|0x7fb8792501b01623dcd26c310372|NULL|23|23|23|57556|58615
919cf06b07ee3faa|0x7fb877952430256b894922b90cb5|0x7fb87924fff0ff724e8c664d1da8|NULL|92|92|92|229577|166698
1cb19a760263ca68|0x7fb878a47c10f5e63503045c6bc2|0x7fb8754975d04952f26a02935ff1|NULL|3|3|3|150000|12633
1cb19a760263ca68|0x7fb879b012b0825a53d3e5ac9748|0x7fb840f4da90e6c3787bece24556|NULL|23|23|23|1500000|31185
76eef72b3d19ff3|0x7fb87b2aced0e648818c189949e4|0x7fb87afb4bd0a32ab6783a23d803|NULL|92|92|92|75292|135921
76eef72b3d19ff3|0x7fb87b2acf707724a5f3931b01be|0x7fb87afb4e70ae16e8eb33360359|NULL|4|4|4|200000|7603
505889742485e4a9|0x7fb87b2a8970eda70c234836bf30|0x7fb87b23749044e80936bb2f7312|NULL|3|3|3|150000|17338
505889742485e4a9|0x7fb87b2a80b0b312f0e45a6792ad|0x7fb87b237650b7bfc8af13f5e6fa|NULL|23|23|23|1483839|77618
f7ef2b8c9d8d477a|0x7fb87a21a5b06f37b2970437401b|0x7fb8678abb90c23c0e772952308b|NULL|4|4|4|10822|10211
f7ef2b8c9d8d477a|0x7fb87a21c0902690c809b90802a1|0x7fb8712aad906543ba77e21500da|NULL|92|92|92|325439|228048
f7ef2b8c9d8d477a|0x7fb87a21bcd0174faf2b522d58a5|0x7fb8712aabd0434b7190833a1a2e|NULL|4|4|4|43288|5318354
f7ef2b8c9d8d477a|0x7fb87a21be1072349c70defd540c|0x7fb8712aacb0c5496a26d40a496f|NULL|23|23|23|1500000|36821
f7ef2b8c9d8d477a|0x7fb87a21beb01c6972c052226069|0x7fb86fec9c90b8cbf259dc221ec9|NULL|1|1|1|10000|8699
f7ef2b8c9d8d477a|0x7fb87a21bb90b930cb12c0e46865|0x7fb86fec93d0c61445841b99d160|NULL|1|1|1|25|1922
343251e964ae21b6|0x7fb87a9518f06846380d6934d278|0x7fb866cfe390507bc50688cb10bc|NULL|4|4|4|191859|10702
343251e964ae21b6|0x7fb87a951850ab79c645652c738f|0x7fb8642dfd30307f2b6c62f53243|NULL|13|13|13|117132|19667
343251e964ae21b6|0x7fb87a9517b01c6972c052226069|0x7fb866cfe550b8cbf259dc221ec9|NULL|1|1|1|10000|2450
da30d9f3c983448c|0x7fb871581430f5e63503045c6bc2|0x7fb8778baa504952f26a02935ff1|NULL|3|3|3|150000|13122
da30d9f3c983448c|0x7fb87a4974f0825a53d3e5ac9748|0x7fb8778bb310e6c3787bece24556|NULL|23|23|23|1500000|33643
16300b0dd867c12f|0x7fb87b071e50c906b2d5128ab079|0x7fb87503f870822e400a56aff197|NULL|23|23|23|735982|39969
16300b0dd867c12f|0x7fb87b072b70f8f2ee3df2f27719|0x7fb87503fa303751c27567ca6cfe|NULL|3|3|3|29752|4531
16300b0dd867c12f|0x7fb87b0728f0c54e1cf9375f6f5f|0x7fb87503e4503d223aa503e6994|NULL|2|2|2|29915|5713009
2e70f95130da4a92|0x7fb879650810b930cb12c0e46865|0x7fb879e3c670c61445841b99d160|NULL|1|1|1|25|5112
2e70f95130da4a92|0x7fb8796512102435010a6ec0be07|0x7fb879e3cad0c4cceab4a217a12d|NULL|1|1|1|735|3848
2e70f95130da4a92|0x7fb879650b30f4ffda1f7dba4523|0x7fb879e5f1d0ca70878737b19f13|NULL|3|3|3|11954|5785
2e70f95130da4a92|0x7fb879650ef0b870bf953be20dfc|0x7fb879e5f55066d30f6869a9407b|NULL|23|23|23|120195|29065
2e70f95130da4a92|0x7fb879651170335405f72bb9513c|0x7fb879e5f7f029f013828e3e0866|NULL|2|2|2|10718|2267065
ba3287861fefdacf|0x7fb8798a4690298e59a9b13b0fdf|0x7fb87aa740d07a696ffb94fb285f|NULL|23|23|23|227783|36982
ba3287861fefdacf|0x7fb8798a4ff07cbe953eee29d34e|0x7fb87aa7429085fab8dede0c9a79|NULL|1|1|1|1|9430
ba3287861fefdacf|0x7fb875230130788f2215c6bf81b1|0x7fb87aa745308d87ee008b6cc1ed|NULL|1|1|1|5|2945
ba3287861fefdacf|0x7fb8752301d07009dd169c191286|0x7fb87aa7461073da559d598e106c|NULL|1|1|1|1955|2841
ba3287861fefdacf|0x7fb8752306d06f6248c0d08da0cd|0x7fb87aa74450966e9a6f348a4c46|NULL|4|4|4|178196|29730375
ba3287861fefdacf|0x7fb875230270e840131729c654d3|0x7fb873ae8a9072c2c8899ee07381|NULL|3|3|3|150000|13438
7f0b351abfc2cd00|0x7fb86ad4bed07ff5464981ee07ef|0x7fb8583f30f04de7c05113276578|NULL|4|4|4|192011|11514
7f0b351abfc2cd00|0x7fb86b647090bc3bc1bfa6970d1c|0x7fb8583f40b0d734fa656bddc714|NULL|13|13|13|119408|21921
7f0b351abfc2cd00|0x7fb86b6465f01c6972c052226069|0x7fb8583f4dd0b8cbf259dc221ec9|NULL|1|1|1|10000|2487
9830f2fa5398b40|0x7fb87a9c1cb0e6d6f1f1d6bb0b09|0x7fb873ae8b7019cfbec3b0602f33|NULL|23|23|23|226645|38630
9830f2fa5398b40|0x7fb875231b70e9be083372d89a3f|0x7fb873ae9a50af38fff29e39359c|NULL|1|1|1|1|8579
9830f2fa5398b40|0x7fb875232a70b929a9100a187454|0x7fb873ae90b041ac029c07a8fdd8|NULL|1|1|1|5|3021
9830f2fa5398b40|0x7fb875232930866f6b303857387f|0x7fb873ae9190cf6ecb16f0a2446a|NULL|1|1|1|1987|3074
9830f2fa5398b40|0x7fb875232bb0f739fbbbd251f9ec|0x7fb873ae9890e2c5f47d1ab73a4a|NULL|4|4|4|180459|30049935
9830f2fa5398b40|0x7fb875232750e840131729c654d3|0x7fb879c9743072c2c8899ee07381|NULL|3|3|3|150000|13182
d3a57da81de30ce4|0x7fb86ad493103a5642b6f8aaa589|0x7fb87b3f4bd0a80e7dfffb7fd88f|NULL|92|92|92|222566|150664
d3a57da81de30ce4|0x7fb86ad48eb0e99504188b0ea20f|0x7fb87b3f725070d2f3fa6ab46cdc|NULL|1|1|1|10000|6942
84324af8905efe65|0x7fb86bbdf670da1bc57564dfd723|0x7fb854cf68107437dbef1348e062|NULL|4|4|4|192080|10655
84324af8905efe65|0x7fb86c289790c2720c4253aff3e9|0x7fb854cf54d0573127becd7d7552|NULL|13|13|13|120604|19972
84324af8905efe65|0x7fb86bbdfdf01c6972c052226069|0x7fb854cf69d0b8cbf259dc221ec9|NULL|1|1|1|10000|2526
4e9280d4180a2540|0x7fb879d1a4b0db0e0084101f55fa|0x7fb85d26bb70ec57bc0e755a1427|NULL|4|4|4|763|6521
4e9280d4180a2540|0x7fb878e75f307cbe953eee29d34e|0x7fb81e3ece1085fab8dede0c9a79|NULL|1|1|1|1|2670
4e9280d4180a2540|0x7fb878e75030788f2215c6bf81b1|0x7fb85d2713d08d87ee008b6cc1ed|NULL|1|1|1|5|2604
4e9280d4180a2540|0x7fb878e720b0aa8c158e73ec2548|0x7fb81e3ed7b08cf0345213e91b02|NULL|1|1|1|1955|3703
4e9280d4180a2540|0x7fb878e7413076e18a0e7502cfd4|0x7fb85d26c6d0ba3a27c6787e80|NULL|13|13|13|605|16796
4e9280d4180a2540|0x7fb878e763901ec10ea487b3ec50|0x7fb8583a9410bfa354a03825b314|NULL|13|13|13|605|14883
6b612fbb63debbbd|0x7fb87af4023015bff711fa6717e2|0x7fb86932d5108dcec77156085db7|NULL|4|4|4|809|6388
6b612fbb63debbbd|0x7fb7b90bbcd0794e46ce656d2c22|0x7fb8693e3f9040d6ed54fbf43f57|NULL|1|1|1|1|2674
6b612fbb63debbbd|0x7fb87af42e90c9cb07d30c26205a|0x7fb86926ec90d43836df528efd4|NULL|1|1|1|5|2747
6b612fbb63debbbd|0x7fb7bd21e7708f5bc117d8a8c4c6|0x7fb86932c8d0e9d2c49996903849|NULL|1|1|1|2036|3671
6b612fbb63debbbd|0x7fb87af3ffb04c7b6f2fbc879dc4|0x7fb86932e150dfefcebd00a4979f|NULL|13|13|13|679|16902
6b612fbb63debbbd|0x7fb7b90bc8b0cfe77403593c21d2|0x7fb86926d410d0a17d92ef20b8c2|NULL|13|13|13|679|14975
2558d11a1f2c207c|0x7fb87599667053f620061c13cda3|0x7fb875993b508a9f87dbfaae8881|NULL|184|184|184|260738|261562
2558d11a1f2c207c|0x7fb8759965d059f01f843e0039ff|0x7fb86f29ad90eaf28ba2fca3d2ab|NULL|23|23|23|29486|32626
93e23c8ea147fcac|0x7fb85c562870135d2fb2560b1977|0x7fb86c98b990fd581ac546dcd749|NULL|92|92|92|5923969|227980
20c75c8d20b4494c|0x7fb877f856f09ef0384dd3a89e91|0x7fb875c1d65027de273c00d7143d|NULL|23|23|23|725359|42339
20c75c8d20b4494c|0x7fb877f88a30dcf49169c88428b7|0x7fb875c1df1091e183003f605683|NULL|3|3|3|29968|4416
20c75c8d20b4494c|0x7fb877f88b703c9e3b2c448cdf2a|0x7fb875c1e610caa872a66e5ae517|NULL|2|2|2|30115|5793623
699f40db1451f814|0x7fb87b2ac25060345ad3231d1037|0x7fb87afb36d023aadebcfe47750a|NULL|92|92|92|75052|137048
699f40db1451f814|0x7fb87b2ac3907724a5f3931b01be|0x7fb87afb3970ae16e8eb33360359|NULL|4|4|4|200000|6822
6d7817c9f438f2f3|0x7fb85c562050399005df90f1c824|0x7fb86c989850af97b7e65e476a7c|NULL|92|92|92|5902892|214395
519e1437b26c41e4|0x7fb868e547f01c5506f86aa79351|0x7fb868ef31b033a0a1fc2d998d64|NULL|92|92|92|5879628|220279
6067641477c3791b|0x7fb86ad49a90cf0f8d2be625a205|0x7fb86c43d2907f3bda86f84bef05|NULL|92|92|92|230989|128552
6067641477c3791b|0x7fb86ad49c70e99504188b0ea20f|0x7fb86c43bf5070d2f3fa6ab46cdc|NULL|1|1|1|10000|5776
cc0f9547e29bddc0|0x7fb84a03f250eda70c234836bf30|0x7fb84a02efb044e80936bb2f7312|NULL|3|3|3|150000|13079
cc0f9547e29bddc0|0x7fb84a03e9908f073164d92ba658|0x7fb84a02edf04cd6c8a1bc0c816b|NULL|23|23|23|1483672|80521
cc34405254e1b390|0x7fb879d04bb0649d7c51bf0a657b|0x7fb8583a6d90ec6de5d1337df471|NULL|4|4|4|810|6433
cc34405254e1b390|0x7fb879d1da70ae18ff97d9b1c295|0x7fb85d26b01054008a6393382323|NULL|1|1|1|1|2801
cc34405254e1b390|0x7fb878e73910ebfbd5950326e98c|0x7fb85d26b9b0b422d8e2ec27ea7f|NULL|1|1|1|5|2861
cc34405254e1b390|0x7fb878e73370354ec05a41481513|0x7fb85d26b630577ee70e35d3482b|NULL|1|1|1|2003|3611
cc34405254e1b390|0x7fb879d048903d2314bd5a755336|0x7fb8583a95d0c2693fe685a62af4|NULL|13|13|13|687|17227
cc34405254e1b390|0x7fb879d1c030b586e3de991d2ec4|0x7fb85d26b550d5d2fbdb34b27203|NULL|13|13|13|687|14879
38874cf8fd33c02a|0x7fb87b1df790f7e651fb271d75d0|0x7fb8734e0e30e47cff6d41207e7c|NULL|4|4|4|2190|6052
38874cf8fd33c02a|0x7fb87b1c5b10a48970b326fdf95b|0x7fb8734e0f10e7c8b4ddb7c6a226|NULL|13|13|13|8760|19331
38874cf8fd33c02a|0x7fb87b1dfe708cfb0b7dadc889ab|0x7fb8734e0810fc4f08f692570e12|NULL|92|92|92|9832|117468
38874cf8fd33c02a|0x7fb8769167f0a12a041a6bc15ed5|0x7fb8734e0b90d56ba50cee74914a|NULL|1|1|1|4486|4231
38874cf8fd33c02a|0x7fb876915a301494297ab8f5b39|0x7fb8734e1d10a4b3e29ebb4e0d5d|NULL|1|1|1|1|2428
739280f265f390c2|0x7fb8753e8a7036db811dc80321d2|0x7fb8753e5f50b2f495379b790cd5|NULL|184|184|184|258847|253869
739280f265f390c2|0x7fb8753e89d07a4c8eecec105b13|0x7fb87803be90e87a8205bdff0a9|NULL|23|23|23|28867|32176
17fa6e7aada3b79f|0x7fb86bbe07f0da1bc57564dfd723|0x7fb854cf65707437dbef1348e062|NULL|4|4|4|192080|11100
17fa6e7aada3b79f|0x7fb86c28aff0757c13201965e4f7|0x7fb854cf61f067aa3b63941cf52d|NULL|13|13|13|118276|18482
17fa6e7aada3b79f|0x7fb86c2896f01c6972c052226069|0x7fb854cf76f0b8cbf259dc221ec9|NULL|1|1|1|10000|2885
cfd3f494dcfbd819|0x7fb87831fd70f5e63503045c6bc2|0x7fb8734610504952f26a02935ff1|NULL|3|3|3|150000|12259
cfd3f494dcfbd819|0x7fb878320270825a53d3e5ac9748|0x7fb87b36a9b0e6c3787bece24556|NULL|23|23|23|1500000|36251
f6b32fcf758676a0|0x7fb85c564990f8cf1e1270f9ceb|0x7fb868ee94305226a46c2b512eaa|NULL|92|92|92|5958192|223084
8650712f8c38ad02|0x7fb860621d10f51adbf1896859bb|0x7fb86c2cc4508af9e67559aa7ab6|NULL|4|4|4|191994|11089
8650712f8c38ad02|0x7fb860622710a6983975fe0a398|0x7fb86c2cbe306f9dbed9a9b403df|NULL|13|13|13|118376|20091
8650712f8c38ad02|0x7fb8606220d01c6972c052226069|0x7fb86c2cb810b8cbf259dc221ec9|NULL|1|1|1|10000|2359
2e80ed4db551dbd|0x7fb87a9bf4b0fcca58d2e281811d|0x7fb8778be5d05ad956cbf4d76ba5|NULL|23|23|23|227597|38126
2e80ed4db551dbd|0x7fb874ac4070ae18ff97d9b1c295|0x7fb8778bea3054008a6393382323|NULL|1|1|1|1|8473
2e80ed4db551dbd|0x7fb87a9c2890ebfbd5950326e98c|0x7fb8778be170b422d8e2ec27ea7f|NULL|1|1|1|5|3035
2e80ed4db551dbd|0x7fb874ac38f0e5520226fe2e38b6|0x7fb8778be090caba526ef18b5df9|NULL|1|1|1|2003|3052
2e80ed4db551dbd|0x7fb87a9c27f0836883f8fd38b9df|0x7fb8778be870b41c888ff2af86d1|NULL|4|4|4|182183|30725042
2e80ed4db551dbd|0x7fb874ac3fd0e840131729c654d3|0x7fb87654195072c2c8899ee07381|NULL|3|3|3|150000|13602
2dbfbd336f623ad4|0x7fb86ad4b7503c615728d5a0cae1|0x7fb86c302df013bde84b78dba9e1|NULL|4|4|4|191969|10686
2dbfbd336f623ad4|0x7fb86b645510d7013c0f7f6730df|0x7fb85e9f21509014cc50132c778d|NULL|13|13|13|117500|22154
2dbfbd336f623ad4|0x7fb86b646a501c6972c052226069|0x7fb86c43c2d0b8cbf259dc221ec9|NULL|1|1|1|10000|2310
224101143e41f761|0x7fb87b2ab5d0acc4aa3d841e1526|0x7fb87afb21d0668a5546a14e3d3b|NULL|92|92|92|75787|139638
224101143e41f761|0x7fb87b2ab6707724a5f3931b01be|0x7fb87afb2470ae16e8eb33360359|NULL|4|4|4|200000|7040
59cbcc5255c21378|0x7fb877301c90b930cb12c0e46865|0x7fb879fcec70c61445841b99d160|NULL|1|1|1|25|5526
59cbcc5255c21378|0x7fb8773025f0cc826265dc7a493e|0x7fb879fcf0d0939e622efd703e76|NULL|1|1|1|781|3783
59cbcc5255c21378|0x7fb877301fb0f4fde6b7dacea5ed|0x7fb879fcf610fe9bf59ef39c5957|NULL|3|3|3|12030|5548
59cbcc5255c21378|0x7fb877302370231180f74479c4ec|0x7fb879fcf7d060713f9b8c491b86|NULL|23|23|23|121201|35292
59cbcc5255c21378|0x7fb877302550f42fcd436352199a|0x7fb879fcfc30578b2ca39790c401|NULL|2|2|2|11647|2466022
9ddee047ac2e7741|0x7fb8783d4250f5e63503045c6bc2|0x7fb867cfd7d04952f26a02935ff1|NULL|3|3|3|150000|13270
9ddee047ac2e7741|0x7fb874a6be70825a53d3e5ac9748|0x7fb874626e10e6c3787bece24556|NULL|23|23|23|1500000|32581
1a049a47282cb7d2|0x7fb8798a5450fcca58d2e281811d|0x7fb873aee0505ad956cbf4d76ba5|NULL|23|23|23|227597|40463
1a049a47282cb7d2|0x7fb8798a5d10e9be083372d89a3f|0x7fb87aa76750af38fff29e39359c|NULL|1|1|1|1|7840
1a049a47282cb7d2|0x7fb8798a53b0b929a9100a187454|0x7fb87aa7613041ac029c07a8fdd8|NULL|1|1|1|5|3037
1a049a47282cb7d2|0x7fb8752321b0866f6b303857387f|0x7fb87aa76210cf6ecb16f0a2446a|NULL|1|1|1|1987|3173
1a049a47282cb7d2|0x7fb8798a7ed05ed04ead1f5d8605|0x7fb87aa763d09e4a42c918c61e1c|NULL|4|4|4|181043|30326925
1a049a47282cb7d2|0x7fb875232250e840131729c654d3|0x7fb873aede9072c2c8899ee07381|NULL|3|3|3|150000|12691
783e1177cca7f054|0x7fb8784c7a50b930cb12c0e46865|0x7fb879e80010c61445841b99d160|NULL|1|1|1|25|4563
783e1177cca7f054|0x7fb874ed8e90d9151e49fad34162|0x7fb879e805508226c397714717b3|NULL|1|1|1|851|3266
783e1177cca7f054|0x7fb8784c9210aac7aad5357faa9|0x7fb879e80a906da06de75bbcb647|NULL|3|3|3|11938|5927
783e1177cca7f054|0x7fb874ed907085bfc82ba9d43699|0x7fb879e80c50e88a437cf91cae1d|NULL|23|23|23|118449|31458
783e1177cca7f054|0x7fb8784c77d0134185f6e42be6d2|0x7fb879e80ef085dad66b36219bf8|NULL|2|2|2|12274|2562054
439afafd5f2301a9|0x7fb86bbe0070222f955febf05e17|0x7fb854cf6ff01e5771782ded4db1|NULL|4|4|4|192082|10288
439afafd5f2301a9|0x7fb86bbe0d903480afac594c04d2|0x7fb854cf6030d0f0d1cd3a9b7d54|NULL|13|13|13|119544|20084
439afafd5f2301a9|0x7fb86bbe0e301c6972c052226069|0x7fb854cf7290b8cbf259dc221ec9|NULL|1|1|1|10000|2191
20a273c3f3e33e27|0x7fb87a94e2905135e9eb0c8fdaf7|0x7fb875a7e170906b0df4bc884182|NULL|4|4|4|200000|11127
20a273c3f3e33e27|0x7fb8765986d0ded529929bad3ab7|0x7fb875a7dc30f7f8f3479f06e94b|NULL|92|92|92|485|140687
430b85c193e58c4|0x7fb7bd21e090e75e4ea2d200be72|0x7fb8775359508a2fd59c7ae26d2b|NULL|23|23|23|720397|44254
430b85c193e58c4|0x7fb7bd21f670dcf49169c88428b7|0x7fb8775346f091e183003f605683|NULL|3|3|3|29968|4398
430b85c193e58c4|0x7fb7bd21f1705c3c5052d591b874|0x7fb8775347d04509aa61294a8119|NULL|2|2|2|30354|5773237
adf4e8f72e7b11d|0x7fb86a21a7704a4b87a963b5ef17|0x7fb87abcaeb0853cc6a6d49e5fd1|NULL|92|92|92|5867953|213665
aa5541011835820f|0x7fb87790f4b0741effcc96e5a3a|0x7fb877cd843036bf59f9324eb74c|NULL|23|23|23|57111|56494
aa5541011835820f|0x7fb87790f190e497623ec1e6469b|0x7fb877cd85f0452ad52c3a9aba61|NULL|92|92|92|227995|165736
4bc6aa2518a9baf4|0x7fb877e78bf0b930cb12c0e46865|0x7fb8784c0cf0c61445841b99d160|NULL|1|1|1|25|5109
4bc6aa2518a9baf4|0x7fb877e78fb0261462a638771676|0x7fb8784c1150fdf0057bb6f7871|NULL|1|1|1|835|3283
4bc6aa2518a9baf4|0x7fb877e7ad10540da11f2ed81773|0x7fb8784c1850be40944fbe55cf8a|NULL|3|3|3|11967|6429
4bc6aa2518a9baf4|0x7fb877e78c90795fe07d690c751a|0x7fb8784c1a107b780856945664ab|NULL|23|23|23|119449|28606
4bc6aa2518a9baf4|0x7fb877e78f10e96b110e3b11b80a|0x7fb8784c1cb0151dc72b4a133df|NULL|2|2|2|12268|2552370
74bba16bba7aeecc|0x7fb87ac652f0a397968f1045e93d|0x7fb87ac618d0adf0b8da385973fb|NULL|184|184|184|260511|262386
74bba16bba7aeecc|0x7fb87ac64df08a19e2d8a063de56|0x7fb87b374710cd26a51a6a14980|NULL|23|23|23|29420|32103
302df3d6ff162494|0x7fb81f0701f09df96bba54c8752f|0x7fb868f8b5b01fb76683ab82e230|NULL|92|92|92|5951339|211890
ce6ac8473f4eb9bf|0x7fb877e7b850b930cb12c0e46865|0x7fb872eefcf0c61445841b99d160|NULL|1|1|1|25|4955
ce6ac8473f4eb9bf|0x7fb877e7c3904ca6cc198492e526|0x7fb872ef01509a1f71d93614600f|NULL|1|1|1|790|3251
ce6ac8473f4eb9bf|0x7fb877e7bd50993e98caef688a50|0x7fb872ef0690cb3477ce12d1519f|NULL|3|3|3|12008|5182
ce6ac8473f4eb9bf|0x7fb877e7c1103d0c3e92596ec2c8|0x7fb872ef0850bd61848f21bba96e|NULL|23|23|23|119812|28651
ce6ac8473f4eb9bf|0x7fb877e7c2f08cf8f039bbcbcdd1|0x7fb872ef0af0bf5b5693c0110d1d|NULL|2|2|2|11504|2399896
70cc2bd0b774f39b|0x7fb860641690d8461b09d67012ac|0x7fb869bc7ed02e274c69bcf01487|NULL|4|4|4|191969|10207
70cc2bd0b774f39b|0x7fb860641f50ed2c2fd4c13796a7|0x7fb869bc745098009a8b3ec6eb23|NULL|13|13|13|118244|19012
70cc2bd0b774f39b|0x7fb860643e901c6972c052226069|0x7fb869bc8950b8cbf259dc221ec9|NULL|1|1|1|10000|2244
b5a3a81affa6c09a|0x7fb86a21b03081d93c6ade7989db|0x7fb87abcbf50c56beab050ea24d9|NULL|92|92|92|5850871|217805
ae51f541a6f09bcd|0x7fb86a21c890ee0e58362cf6f815|0x7fb87abfcb90b27a92ad515915ea|NULL|92|92|92|5937769|219164
c2ecc42f9b5f3976|0x7fb879c5d0b0a61d6a457193d0d0|0x7fb879c99e3052740bde6ff5540c|NULL|92|92|92|78889|113582
bd8d69dbe3814e58|0x7fb87b0726705135e9eb0c8fdaf7|0x7fb867cf90f0906b0df4bc884182|NULL|4|4|4|200000|13155
