TABLE_NAME|CHUNK_ID|COLUMN_ID|COLUMN_NAME|COLUMN_DATA_TYPE|DISTINCT_VALUE_COUNT|ENCODING_TYPE|VECTOR_COMPRESSION_TYPE|SIZE_IN_BYTES|POINT_ACCESSES|SEQUENTIAL_ACCESSES|MONOTONIC_ACCESSES|RANDOM_ACCESSES
"lineitem"|8|3|"l_linenumber"|"int"|7|"Dictionary"|"FixedSize1ByteAligned"|65659|0|65535|0|0
"lineitem"|8|4|"l_quantity"|"float"|50|"Dictionary"|"FixedSize1ByteAligned"|65831|0|6619035|17479|363794
"lineitem"|8|5|"l_extendedprice"|"float"|62965|"Dictionary"|"FixedSize2ByteAligned"|383026|0|65555|6832058|582084
"lineitem"|8|6|"l_discount"|"float"|11|"Dictionary"|"FixedSize1ByteAligned"|65675|0|65535|6831479|582084
"lineitem"|8|7|"l_tax"|"float"|9|"Dictionary"|"FixedSize1ByteAligned"|65667|0|65535|6452782|0
"lineitem"|8|8|"l_returnflag"|"string"|3|"Dictionary"|"FixedSize1ByteAligned"|65783|0|65535|0|0
"lineitem"|8|9|"l_linestatus"|"string"|2|"Dictionary"|"FixedSize1ByteAligned"|65743|0|65535|0|0
"lineitem"|8|10|"l_shipdate"|"string"|2516|"Dictionary"|"FixedSize2ByteAligned"|231838|0|65535|179944|6323
"lineitem"|8|11|"l_commitdate"|"string"|2461|"Dictionary"|"FixedSize2ByteAligned"|229638|0|65535|976145|785099
"lineitem"|8|12|"l_receiptdate"|"string"|2529|"Dictionary"|"FixedSize2ByteAligned"|232358|0|65535|796201|785099
"lineitem"|8|13|"l_shipinstruct"|"string"|4|"Dictionary"|"FixedSize1ByteAligned"|65858|0|65535|0|0
"lineitem"|8|14|"l_shipmode"|"string"|7|"Dictionary"|"FixedSize1ByteAligned"|65943|0|65535|0|0
"lineitem"|8|15|"l_comment"|"string"|44022|"Dictionary"|"FixedSize2ByteAligned"|3285137|0|65535|0|0
"lineitem"|9|0|"l_orderkey"|"int"|64113|"Dictionary"|"FixedSize2ByteAligned"|387618|0|45940035|1652187|5952598
"lineitem"|9|1|"l_partkey"|"int"|55873|"Dictionary"|"FixedSize2ByteAligned"|354658|1|32243224|953555|366818
"lineitem"|9|2|"l_suppkey"|"int"|9990|"Dictionary"|"FixedSize2ByteAligned"|171126|0|13172535|241878|3781971
"lineitem"|9|3|"l_linenumber"|"int"|7|"Dictionary"|"FixedSize1ByteAligned"|65659|0|65535|0|0
"lineitem"|9|4|"l_quantity"|"float"|50|"Dictionary"|"FixedSize1ByteAligned"|65831|100|6619035|17325|363479
"lineitem"|9|5|"l_extendedprice"|"float"|63088|"Dictionary"|"FixedSize2ByteAligned"|383518|2|4983228|1914127|578268
"lineitem"|9|6|"l_discount"|"float"|11|"Dictionary"|"FixedSize1ByteAligned"|65675|0|4983212|1913597|578268
"lineitem"|9|7|"l_tax"|"float"|9|"Dictionary"|"FixedSize1ByteAligned"|65667|0|4983212|1536104|0
"lineitem"|9|8|"l_returnflag"|"string"|3|"Dictionary"|"FixedSize1ByteAligned"|65783|0|65535|0|0
"lineitem"|9|9|"l_linestatus"|"string"|2|"Dictionary"|"FixedSize1ByteAligned"|65743|0|65535|0|0
"lineitem"|9|10|"l_shipdate"|"string"|2518|"Dictionary"|"FixedSize2ByteAligned"|231918|0|65535|180196|6358
"lineitem"|9|11|"l_commitdate"|"string"|2464|"Dictionary"|"FixedSize2ByteAligned"|229758|0|65535|975951|783198
"lineitem"|9|12|"l_receiptdate"|"string"|2522|"Dictionary"|"FixedSize2ByteAligned"|232078|0|65535|795755|783198
"lineitem"|9|13|"l_shipinstruct"|"string"|4|"Dictionary"|"FixedSize1ByteAligned"|65858|0|65535|0|0
"lineitem"|9|14|"l_shipmode"|"string"|7|"Dictionary"|"FixedSize1ByteAligned"|65943|0|65535|0|0
"lineitem"|9|15|"l_comment"|"string"|47770|"Dictionary"|"FixedSize2ByteAligned"|3506609|0|65535|0|0
"lineitem"|10|0|"l_orderkey"|"int"|64163|"Dictionary"|"FixedSize2ByteAligned"|387818|0|45940035|1647752|5737885
"lineitem"|10|1|"l_partkey"|"int"|55670|"Dictionary"|"FixedSize2ByteAligned"|353846|0|32243224|951595|365463
"lineitem"|10|2|"l_suppkey"|"int"|9983|"Dictionary"|"FixedSize2ByteAligned"|171098|0|13172535|241433|3761453
"lineitem"|10|3|"l_linenumber"|"int"|7|"Dictionary"|"FixedSize1ByteAligned"|65659|0|65535|0|0
"lineitem"|10|4|"l_quantity"|"float"|50|"Dictionary"|"FixedSize1ByteAligned"|65831|100|6619035|17230|362558
"lineitem"|10|5|"l_extendedprice"|"float"|63134|"Dictionary"|"FixedSize2ByteAligned"|383702|3|65545|6834662|580453
"lineitem"|10|6|"l_discount"|"float"|11|"Dictionary"|"FixedSize1ByteAligned"|65675|0|65535|6834072|580453
"lineitem"|10|7|"l_tax"|"float"|9|"Dictionary"|"FixedSize1ByteAligned"|65667|0|65535|6457097|0
"lineitem"|10|8|"l_returnflag"|"string"|3|"Dictionary"|"FixedSize1ByteAligned"|65783|0|65535|0|0
"lineitem"|10|9|"l_linestatus"|"string"|2|"Dictionary"|"FixedSize1ByteAligned"|65743|0|65535|0|0
"lineitem"|10|10|"l_shipdate"|"string"|2521|"Dictionary"|"FixedSize2ByteAligned"|232038|0|65535|177991|6366
"lineitem"|10|11|"l_commitdate"|"string"|2464|"Dictionary"|"FixedSize2ByteAligned"|229758|0|65535|972964|786046
"lineitem"|10|12|"l_receiptdate"|"string"|2528|"Dictionary"|"FixedSize2ByteAligned"|232318|0|65535|794973|786046
"lineitem"|10|13|"l_shipinstruct"|"string"|4|"Dictionary"|"FixedSize1ByteAligned"|65858|0|65535|0|0
"lineitem"|10|14|"l_shipmode"|"string"|7|"Dictionary"|"FixedSize1ByteAligned"|65943|0|65535|0|0
"lineitem"|10|15|"l_comment"|"string"|44966|"Dictionary"|"FixedSize2ByteAligned"|3338605|0|65535|0|0
"lineitem"|11|0|"l_orderkey"|"int"|64121|"Dictionary"|"FixedSize2ByteAligned"|387650|0|45940035|1649077|5591936
"lineitem"|11|1|"l_partkey"|"int"|55852|"Dictionary"|"FixedSize2ByteAligned"|354574|1|32243222|954044|365897
"lineitem"|11|2|"l_suppkey"|"int"|9984|"Dictionary"|"FixedSize2ByteAligned"|171102|0|13172535|241651|3754250
"lineitem"|11|3|"l_linenumber"|"int"|7|"Dictionary"|"FixedSize1ByteAligned"|65659|0|65535|0|0
"lineitem"|11|4|"l_quantity"|"float"|50|"Dictionary"|"FixedSize1ByteAligned"|65831|0|6619235|17539|363055
"lineitem"|11|5|"l_extendedprice"|"float"|63078|"Dictionary"|"FixedSize2ByteAligned"|383478|1|65549|6833727|581472
"lineitem"|11|6|"l_discount"|"float"|11|"Dictionary"|"FixedSize1ByteAligned"|65675|0|65535|6833140|581472
"lineitem"|11|7|"l_tax"|"float"|9|"Dictionary"|"FixedSize1ByteAligned"|65667|0|65535|6454469|0
"lineitem"|11|8|"l_returnflag"|"string"|3|"Dictionary"|"FixedSize1ByteAligned"|65783|0|65535|0|0
"lineitem"|11|9|"l_linestatus"|"string"|2|"Dictionary"|"FixedSize1ByteAligned"|65743|0|65535|0|0
"lineitem"|11|10|"l_shipdate"|"string"|2519|"Dictionary"|"FixedSize2ByteAligned"|231958|0|65535|178960|6269
"lineitem"|11|11|"l_commitdate"|"string"|2461|"Dictionary"|"FixedSize2ByteAligned"|229638|0|65535|975382|782894
"lineitem"|11|12|"l_receiptdate"|"string"|2531|"Dictionary"|"FixedSize2ByteAligned"|232438|0|65535|796422|782894
"lineitem"|11|13|"l_shipinstruct"|"string"|4|"Dictionary"|"FixedSize1ByteAligned"|65858|0|65535|0|0
"lineitem"|11|14|"l_shipmode"|"string"|7|"Dictionary"|"FixedSize1ByteAligned"|65943|0|65535|0|0
"lineitem"|11|15|"l_comment"|"string"|47510|"Dictionary"|"FixedSize2ByteAligned"|3498402|0|65535|0|0
"lineitem"|12|0|"l_orderkey"|"int"|64097|"Dictionary"|"FixedSize2ByteAligned"|387554|0|45940035|1650257|5408632
"lineitem"|12|1|"l_partkey"|"int"|55804|"Dictionary"|"FixedSize2ByteAligned"|354382|1|32243232|952467|365250
"lineitem"|12|2|"l_suppkey"|"int"|9985|"Dictionary"|"FixedSize2ByteAligned"|171106|0|13172535|241667|3735801
"lineitem"|12|3|"l_linenumber"|"int"|7|"Dictionary"|"FixedSize1ByteAligned"|65659|0|65535|0|0
"lineitem"|12|4|"l_quantity"|"float"|50|"Dictionary"|"FixedSize1ByteAligned"|65831|0|6619235|17224|362621
"lineitem"|12|5|"l_extendedprice"|"float"|63118|"Dictionary"|"FixedSize2ByteAligned"|383638|3|65547|6827540|581862
"lineitem"|12|6|"l_discount"|"float"|11|"Dictionary"|"FixedSize1ByteAligned"|65675|0|65535|6827010|581862
"lineitem"|12|7|"l_tax"|"float"|9|"Dictionary"|"FixedSize1ByteAligned"|65667|0|65535|6449984|0
"lineitem"|12|8|"l_returnflag"|"string"|3|"Dictionary"|"FixedSize1ByteAligned"|65783|0|65535|0|0
"lineitem"|12|9|"l_linestatus"|"string"|2|"Dictionary"|"FixedSize1ByteAligned"|65743|0|65535|0|0
"lineitem"|12|10|"l_shipdate"|"string"|2517|"Dictionary"|"FixedSize2ByteAligned"|231878|0|65535|179354|6306
"lineitem"|12|11|"l_commitdate"|"string"|2464|"Dictionary"|"FixedSize2ByteAligned"|229758|0|65535|972244|783216
"lineitem"|12|12|"l_receiptdate"|"string"|2527|"Dictionary"|"FixedSize2ByteAligned"|232278|0|65535|792890|783216
"lineitem"|12|13|"l_shipinstruct"|"string"|4|"Dictionary"|"FixedSize1ByteAligned"|65858|0|65535|0|0
"lineitem"|12|14|"l_shipmode"|"string"|7|"Dictionary"|"FixedSize1ByteAligned"|65943|0|65535|0|0
"lineitem"|12|15|"l_comment"|"string"|50289|"Dictionary"|"FixedSize2ByteAligned"|3632320|0|65535|0|0
"lineitem"|13|0|"l_orderkey"|"int"|64124|"Dictionary"|"FixedSize2ByteAligned"|387662|0|45940035|1650874|5238913
"lineitem"|13|1|"l_partkey"|"int"|55859|"Dictionary"|"FixedSize2ByteAligned"|354602|1|32243228|952339|364675
"lineitem"|13|2|"l_suppkey"|"int"|9982|"Dictionary"|"FixedSize2ByteAligned"|171094|0|13172535|242343|3721492
"lineitem"|13|3|"l_linenumber"|"int"|7|"Dictionary"|"FixedSize1ByteAligned"|65659|0|65535|0|0
"lineitem"|13|4|"l_quantity"|"float"|50|"Dictionary"|"FixedSize1ByteAligned"|65831|0|6619235|17758|361990
"lineitem"|13|5|"l_extendedprice"|"float"|63030|"Dictionary"|"FixedSize2ByteAligned"|383286|3|2274861|4627670|579904
"lineitem"|13|6|"l_discount"|"float"|11|"Dictionary"|"FixedSize1ByteAligned"|65675|0|2274857|4627072|579904
"lineitem"|13|7|"l_tax"|"float"|9|"Dictionary"|"FixedSize1ByteAligned"|65667|0|2274857|4249026|0
"lineitem"|13|8|"l_returnflag"|"string"|3|"Dictionary"|"FixedSize1ByteAligned"|65783|0|65535|0|0
"lineitem"|13|9|"l_linestatus"|"string"|2|"Dictionary"|"FixedSize1ByteAligned"|65743|0|65535|0|0
"lineitem"|13|10|"l_shipdate"|"string"|2518|"Dictionary"|"FixedSize2ByteAligned"|231918|0|65535|181204|6238
"lineitem"|13|11|"l_commitdate"|"string"|2461|"Dictionary"|"FixedSize2ByteAligned"|229638|0|65535|979615|786008
"lineitem"|13|12|"l_receiptdate"|"string"|2525|"Dictionary"|"FixedSize2ByteAligned"|232198|0|65535|798411|786008
"lineitem"|13|13|"l_shipinstruct"|"string"|4|"Dictionary"|"FixedSize1ByteAligned"|65858|0|65535|0|0
"lineitem"|13|14|"l_shipmode"|"string"|7|"Dictionary"|"FixedSize1ByteAligned"|65943|0|65535|0|0
"lineitem"|13|15|"l_comment"|"string"|47436|"Dictionary"|"FixedSize2ByteAligned"|3481386|0|65535|0|0
"lineitem"|14|0|"l_orderkey"|"int"|64155|"Dictionary"|"FixedSize2ByteAligned"|387786|0|45940035|1644774|5074499
"lineitem"|14|1|"l_partkey"|"int"|55925|"Dictionary"|"FixedSize2ByteAligned"|354866|4|32243230|952552|364806
"lineitem"|14|2|"l_suppkey"|"int"|9987|"Dictionary"|"FixedSize2ByteAligned"|171114|0|13172535|241906|3704359
"lineitem"|14|3|"l_linenumber"|"int"|7|"Dictionary"|"FixedSize1ByteAligned"|65659|0|65535|0|0
"lineitem"|14|4|"l_quantity"|"float"|50|"Dictionary"|"FixedSize1ByteAligned"|65831|25|6619035|17457|362375
"lineitem"|14|5|"l_extendedprice"|"float"|63055|"Dictionary"|"FixedSize2ByteAligned"|383386|2|65549|6835403|579269
"lineitem"|14|6|"l_discount"|"float"|11|"Dictionary"|"FixedSize1ByteAligned"|65675|0|65535|6834845|579269
"lineitem"|14|7|"l_tax"|"float"|9|"Dictionary"|"FixedSize1ByteAligned"|65667|0|65535|6454695|0
"lineitem"|14|8|"l_returnflag"|"string"|3|"Dictionary"|"FixedSize1ByteAligned"|65783|0|65535|0|0
"lineitem"|14|9|"l_linestatus"|"string"|2|"Dictionary"|"FixedSize1ByteAligned"|65743|0|65535|0|0
"lineitem"|14|10|"l_shipdate"|"string"|2517|"Dictionary"|"FixedSize2ByteAligned"|231878|0|65535|179371|6418
"lineitem"|14|11|"l_commitdate"|"string"|2463|"Dictionary"|"FixedSize2ByteAligned"|229718|0|65535|976291|781451
"lineitem"|14|12|"l_receiptdate"|"string"|2532|"Dictionary"|"FixedSize2ByteAligned"|232478|0|65535|796920|781451
"lineitem"|14|13|"l_shipinstruct"|"string"|4|"Dictionary"|"FixedSize1ByteAligned"|65858|0|65535|0|0
"lineitem"|14|14|"l_shipmode"|"string"|7|"Dictionary"|"FixedSize1ByteAligned"|65943|0|65535|0|0
"lineitem"|14|15|"l_comment"|"string"|47587|"Dictionary"|"FixedSize2ByteAligned"|3487400|0|65535|0|0
"lineitem"|15|0|"l_orderkey"|"int"|64115|"Dictionary"|"FixedSize2ByteAligned"|387626|0|45940035|1650610|4927213
"lineitem"|15|1|"l_partkey"|"int"|55825|"Dictionary"|"FixedSize2ByteAligned"|354466|6|32243228|951513|364843
"lineitem"|15|2|"l_suppkey"|"int"|9984|"Dictionary"|"FixedSize2ByteAligned"|171102|0|13172535|242936|3691369
"lineitem"|15|3|"l_linenumber"|"int"|7|"Dictionary"|"FixedSize1ByteAligned"|65659|0|65535|0|0
"lineitem"|15|4|"l_quantity"|"float"|50|"Dictionary"|"FixedSize1ByteAligned"|65831|0|6619035|17440|362272
"lineitem"|15|5|"l_extendedprice"|"float"|62945|"Dictionary"|"FixedSize2ByteAligned"|382946|3|65541|6834594|579441
"lineitem"|15|6|"l_discount"|"float"|11|"Dictionary"|"FixedSize1ByteAligned"|65675|0|65535|6834005|579441
"lineitem"|15|7|"l_tax"|"float"|9|"Dictionary"|"FixedSize1ByteAligned"|65667|0|65535|6457721|0
"lineitem"|15|8|"l_returnflag"|"string"|3|"Dictionary"|"FixedSize1ByteAligned"|65783|0|65535|0|0
"lineitem"|15|9|"l_linestatus"|"string"|2|"Dictionary"|"FixedSize1ByteAligned"|65743|0|65535|0|0
"lineitem"|15|10|"l_shipdate"|"string"|2517|"Dictionary"|"FixedSize2ByteAligned"|231878|0|65535|179216|6494
"lineitem"|15|11|"l_commitdate"|"string"|2466|"Dictionary"|"FixedSize2ByteAligned"|229838|0|65535|973715|787406
"lineitem"|15|12|"l_receiptdate"|"string"|2523|"Dictionary"|"FixedSize2ByteAligned"|232118|0|65535|794499|787406
"lineitem"|15|13|"l_shipinstruct"|"string"|4|"Dictionary"|"FixedSize1ByteAligned"|65858|0|65535|0|0
"lineitem"|15|14|"l_shipmode"|"string"|7|"Dictionary"|"FixedSize1ByteAligned"|65943|0|65535|0|0
"lineitem"|15|15|"l_comment"|"string"|50371|"Dictionary"|"FixedSize2ByteAligned"|3650586|0|65535|0|0
"lineitem"|16|0|"l_orderkey"|"int"|64115|"Dictionary"|"FixedSize2ByteAligned"|387626|0|45940035|1653460|4778493
"lineitem"|16|1|"l_partkey"|"int"|55906|"Dictionary"|"FixedSize2ByteAligned"|354790|2|32243234|952121|364847
"lineitem"|16|2|"l_suppkey"|"int"|9987|"Dictionary"|"FixedSize2ByteAligned"|171114|0|13172535|242631|3677243
"lineitem"|16|3|"l_linenumber"|"int"|7|"Dictionary"|"FixedSize1ByteAligned"|65659|0|65535|0|0
"lineitem"|16|4|"l_quantity"|"float"|50|"Dictionary"|"FixedSize1ByteAligned"|65831|0|6619035|17318|362591
"lineitem"|16|5|"l_extendedprice"|"float"|63010|"Dictionary"|"FixedSize2ByteAligned"|383206|3|65537|6833155|581060
"lineitem"|16|6|"l_discount"|"float"|11|"Dictionary"|"FixedSize1ByteAligned"|65675|0|65535|6832530|581060
"lineitem"|16|7|"l_tax"|"float"|9|"Dictionary"|"FixedSize1ByteAligned"|65667|0|65535|6454265|0
"lineitem"|16|8|"l_returnflag"|"string"|3|"Dictionary"|"FixedSize1ByteAligned"|65783|0|65535|0|0
"lineitem"|16|9|"l_linestatus"|"string"|2|"Dictionary"|"FixedSize1ByteAligned"|65743|0|65535|0|0
"lineitem"|16|10|"l_shipdate"|"string"|2515|"Dictionary"|"FixedSize2ByteAligned"|231798|0|65535|180985|6426
"lineitem"|16|11|"l_commitdate"|"string"|2463|"Dictionary"|"FixedSize2ByteAligned"|229718|0|65535|977154|785186
"lineitem"|16|12|"l_receiptdate"|"string"|2529|"Dictionary"|"FixedSize2ByteAligned"|232358|0|65535|796169|785186
"lineitem"|16|13|"l_shipinstruct"|"string"|4|"Dictionary"|"FixedSize1ByteAligned"|65858|0|65535|0|0
"lineitem"|16|14|"l_shipmode"|"string"|7|"Dictionary"|"FixedSize1ByteAligned"|65943|0|65535|0|0
"lineitem"|16|15|"l_comment"|"string"|51779|"Dictionary"|"FixedSize2ByteAligned"|3733294|0|65535|0|0
"lineitem"|17|0|"l_orderkey"|"int"|64073|"Dictionary"|"FixedSize2ByteAligned"|387458|0|45940035|1649702|4642390
"lineitem"|17|1|"l_partkey"|"int"|55875|"Dictionary"|"FixedSize2ByteAligned"|354666|2|32243232|951522|364198
"lineitem"|17|2|"l_suppkey"|"int"|9987|"Dictionary"|"FixedSize2ByteAligned"|171114|0|13172535|241373|3655159
"lineitem"|17|3|"l_linenumber"|"int"|7|"Dictionary"|"FixedSize1ByteAligned"|65659|0|65535|0|0
"lineitem"|17|4|"l_quantity"|"float"|50|"Dictionary"|"FixedSize1ByteAligned"|65831|0|6619035|17487|362172
"lineitem"|17|5|"l_extendedprice"|"float"|63000|"Dictionary"|"FixedSize2ByteAligned"|383166|7|4984839|1915476|578022
"lineitem"|17|6|"l_discount"|"float"|11|"Dictionary"|"FixedSize1ByteAligned"|65675|0|4984831|1914893|578022
"lineitem"|17|7|"l_tax"|"float"|9|"Dictionary"|"FixedSize1ByteAligned"|65667|0|4984831|1537682|0
"lineitem"|17|8|"l_returnflag"|"string"|3|"Dictionary"|"FixedSize1ByteAligned"|65783|0|65535|0|0
"lineitem"|17|9|"l_linestatus"|"string"|2|"Dictionary"|"FixedSize1ByteAligned"|65743|0|65535|0|0
"lineitem"|17|10|"l_shipdate"|"string"|2518|"Dictionary"|"FixedSize2ByteAligned"|231918|0|65535|179717|6275
"lineitem"|17|11|"l_commitdate"|"string"|2464|"Dictionary"|"FixedSize2ByteAligned"|229758|0|65535|974131|785227
"lineitem"|17|12|"l_receiptdate"|"string"|2530|"Dictionary"|"FixedSize2ByteAligned"|232398|0|65535|794414|785227
"lineitem"|17|13|"l_shipinstruct"|"string"|4|"Dictionary"|"FixedSize1ByteAligned"|65858|0|65535|0|0
"lineitem"|17|14|"l_shipmode"|"string"|7|"Dictionary"|"FixedSize1ByteAligned"|65943|0|65535|0|0
"lineitem"|17|15|"l_comment"|"string"|51729|"Dictionary"|"FixedSize2ByteAligned"|3722488|0|65535|0|0
"lineitem"|18|0|"l_orderkey"|"int"|64145|"Dictionary"|"FixedSize2ByteAligned"|387746|0|45940035|1651558|4510868
"lineitem"|18|1|"l_partkey"|"int"|56081|"Dictionary"|"FixedSize2ByteAligned"|355490|1|32243228|950585|363595
"lineitem"|18|2|"l_suppkey"|"int"|9978|"Dictionary"|"FixedSize2ByteAligned"|171078|0|13172535|242842|3643754
"lineitem"|18|3|"l_linenumber"|"int"|7|"Dictionary"|"FixedSize1ByteAligned"|65659|0|65535|0|0
"lineitem"|18|4|"l_quantity"|"float"|50|"Dictionary"|"FixedSize1ByteAligned"|65831|0|6619035|17516|361492
"lineitem"|18|5|"l_extendedprice"|"float"|63078|"Dictionary"|"FixedSize2ByteAligned"|383478|0|65545|6838403|579524
"lineitem"|18|6|"l_discount"|"float"|11|"Dictionary"|"FixedSize1ByteAligned"|65675|0|65535|6837831|579524
"lineitem"|18|7|"l_tax"|"float"|9|"Dictionary"|"FixedSize1ByteAligned"|65667|0|65535|6460314|0
"lineitem"|18|8|"l_returnflag"|"string"|3|"Dictionary"|"FixedSize1ByteAligned"|65783|0|65535|0|0
"lineitem"|18|9|"l_linestatus"|"string"|2|"Dictionary"|"FixedSize1ByteAligned"|65743|0|65535|0|0
"lineitem"|18|10|"l_shipdate"|"string"|2516|"Dictionary"|"FixedSize2ByteAligned"|231838|0|65535|181303|6453
"lineitem"|18|11|"l_commitdate"|"string"|2462|"Dictionary"|"FixedSize2ByteAligned"|229678|0|65535|977064|784059
"lineitem"|18|12|"l_receiptdate"|"string"|2523|"Dictionary"|"FixedSize2ByteAligned"|232118|0|65535|795761|784059
"lineitem"|18|13|"l_shipinstruct"|"string"|4|"Dictionary"|"FixedSize1ByteAligned"|65858|0|65535|0|0
"lineitem"|18|14|"l_shipmode"|"string"|7|"Dictionary"|"FixedSize1ByteAligned"|65943|0|65535|0|0
"lineitem"|18|15|"l_comment"|"string"|47594|"Dictionary"|"FixedSize2ByteAligned"|3494195|0|65535|0|0
"lineitem"|19|0|"l_orderkey"|"int"|64144|"Dictionary"|"FixedSize2ByteAligned"|387742|0|45940035|1647499|4396242
"lineitem"|19|1|"l_partkey"|"int"|55824|"Dictionary"|"FixedSize2ByteAligned"|354462|0|32243238|950135|363675
"lineitem"|19|2|"l_suppkey"|"int"|9988|"Dictionary"|"FixedSize2ByteAligned"|171118|0|13172535|241587|3633125
"lineitem"|19|3|"l_linenumber"|"int"|7|"Dictionary"|"FixedSize1ByteAligned"|65659|0|65535|0|0
"lineitem"|19|4|"l_quantity"|"float"|50|"Dictionary"|"FixedSize1ByteAligned"|65831|100|6619035|17117|361718
"lineitem"|19|5|"l_extendedprice"|"float"|63011|"Dictionary"|"FixedSize2ByteAligned"|383210|0|65541|6836736|578848
"lineitem"|19|6|"l_discount"|"float"|11|"Dictionary"|"FixedSize1ByteAligned"|65675|0|65535|6836137|578848
"lineitem"|19|7|"l_tax"|"float"|9|"Dictionary"|"FixedSize1ByteAligned"|65667|0|65535|6458227|0
"lineitem"|19|8|"l_returnflag"|"string"|3|"Dictionary"|"FixedSize1ByteAligned"|65783|0|65535|0|0
"lineitem"|19|9|"l_linestatus"|"string"|2|"Dictionary"|"FixedSize1ByteAligned"|65743|0|65535|0|0
"lineitem"|19|10|"l_shipdate"|"string"|2518|"Dictionary"|"FixedSize2ByteAligned"|231918|0|65535|178491|6362
"lineitem"|19|11|"l_commitdate"|"string"|2462|"Dictionary"|"FixedSize2ByteAligned"|229678|0|65535|974240|781573
"lineitem"|19|12|"l_receiptdate"|"string"|2526|"Dictionary"|"FixedSize2ByteAligned"|232238|0|65535|795749|781573
"lineitem"|19|13|"l_shipinstruct"|"string"|4|"Dictionary"|"FixedSize1ByteAligned"|65858|0|65535|0|0
"lineitem"|19|14|"l_shipmode"|"string"|7|"Dictionary"|"FixedSize1ByteAligned"|65943|0|65535|0|0
"lineitem"|19|15|"l_comment"|"string"|55839|"Dictionary"|"FixedSize2ByteAligned"|3928686|0|65535|0|0
"lineitem"|20|0|"l_orderkey"|"int"|64173|"Dictionary"|"FixedSize2ByteAligned"|387858|0|45940035|1652058|4270334
"lineitem"|20|1|"l_partkey"|"int"|55963|"Dictionary"|"FixedSize2ByteAligned"|355018|2|32243230|953536|364862
"lineitem"|20|2|"l_suppkey"|"int"|9989|"Dictionary"|"FixedSize2ByteAligned"|171122|0|13172535|241416|3619729
"lineitem"|20|3|"l_linenumber"|"int"|7|"Dictionary"|"FixedSize1ByteAligned"|65659|0|65535|0|0
"lineitem"|20|4|"l_quantity"|"float"|50|"Dictionary"|"FixedSize1ByteAligned"|65831|0|6619035|17348|362836
"lineitem"|20|5|"l_extendedprice"|"float"|63061|"Dictionary"|"FixedSize2ByteAligned"|383410|0|65543|6838079|581651
"lineitem"|20|6|"l_discount"|"float"|11|"Dictionary"|"FixedSize1ByteAligned"|65675|0|65535|6837483|581651
"lineitem"|20|7|"l_tax"|"float"|9|"Dictionary"|"FixedSize1ByteAligned"|65667|0|65535|6458391|0
"lineitem"|20|8|"l_returnflag"|"string"|3|"Dictionary"|"FixedSize1ByteAligned"|65783|0|65535|0|0
"lineitem"|20|9|"l_linestatus"|"string"|2|"Dictionary"|"FixedSize1ByteAligned"|65743|0|65535|0|0
"lineitem"|20|10|"l_shipdate"|"string"|2519|"Dictionary"|"FixedSize2ByteAligned"|231958|0|65535|179813|6369
"lineitem"|20|11|"l_commitdate"|"string"|2464|"Dictionary"|"FixedSize2ByteAligned"|229758|0|65535|977989|782649
"lineitem"|20|12|"l_receiptdate"|"string"|2525|"Dictionary"|"FixedSize2ByteAligned"|232198|0|65535|798176|782649
"lineitem"|20|13|"l_shipinstruct"|"string"|4|"Dictionary"|"FixedSize1ByteAligned"|65858|0|65535|0|0
"lineitem"|20|14|"l_shipmode"|"string"|7|"Dictionary"|"FixedSize1ByteAligned"|65943|0|65535|0|0
"lineitem"|20|15|"l_comment"|"string"|49128|"Dictionary"|"FixedSize2ByteAligned"|3580319|0|65535|0|0
"lineitem"|21|0|"l_orderkey"|"int"|64109|"Dictionary"|"FixedSize2ByteAligned"|387602|0|45940035|1648188|4156550
"lineitem"|21|1|"l_partkey"|"int"|55852|"Dictionary"|"FixedSize2ByteAligned"|354574|0|32243232|953388|364796
"lineitem"|21|2|"l_suppkey"|"int"|9986|"Dictionary"|"FixedSize2ByteAligned"|171110|0|13172535|241038|3613113
"lineitem"|21|3|"l_linenumber"|"int"|7|"Dictionary"|"FixedSize1ByteAligned"|65659|0|65535|0|0
"lineitem"|21|4|"l_quantity"|"float"|50|"Dictionary"|"FixedSize1ByteAligned"|65831|100|6619035|17581|363127
"lineitem"|21|5|"l_extendedprice"|"float"|63046|"Dictionary"|"FixedSize2ByteAligned"|383350|1|65551|6836180|582319
"lineitem"|21|6|"l_discount"|"float"|11|"Dictionary"|"FixedSize1ByteAligned"|65675|0|65535|6835631|582319
"lineitem"|21|7|"l_tax"|"float"|9|"Dictionary"|"FixedSize1ByteAligned"|65667|0|65535|6455977|0
"lineitem"|21|8|"l_returnflag"|"string"|3|"Dictionary"|"FixedSize1ByteAligned"|65783|0|65535|0|0
"lineitem"|21|9|"l_linestatus"|"string"|2|"Dictionary"|"FixedSize1ByteAligned"|65743|0|65535|0|0
"lineitem"|21|10|"l_shipdate"|"string"|2519|"Dictionary"|"FixedSize2ByteAligned"|231958|0|65535|178748|6446
"lineitem"|21|11|"l_commitdate"|"string"|2463|"Dictionary"|"FixedSize2ByteAligned"|229718|0|65535|976354|780352
"lineitem"|21|12|"l_receiptdate"|"string"|2530|"Dictionary"|"FixedSize2ByteAligned"|232398|0|65535|797606|780352
"lineitem"|21|13|"l_shipinstruct"|"string"|4|"Dictionary"|"FixedSize1ByteAligned"|65858|0|65535|0|0
