QUERY_HASH|OPERATOR_HASH|LEFT_INPUT_OPERATOR_HASH|RIGHT_INPUT_OPERATOR_HASH|JOIN_MODE|LEFT_TABLE_NAME|LEFT_COLUMN_NAME|LEFT_TABLE_CHUNK_COUNT|LEFT_TABLE_ROW_COUNT|RIGHT_TABLE_NAME|RIGHT_COLUMN_NAME|RIGHT_TABLE_CHUNK_COUNT|RIGHT_TABLE_ROW_COUNT|OUTPUT_CHUNK_COUNT|OUTPUT_ROW_COUNT|PREDICATE_COUNT|PRIMARY_PREDICATE|IS_FLIPPED|RADIX_BITS|BUILD_SIDE_MATERIALIZING_NS|PROBE_SIDE_MATERIALIZING_NS|CLUSTERING_NS|BUILDING_NS|PROBING_NS|OUTPUT_WRITING_NS|RUNTIME_NS|DESCRIPTION
84324af8905efe65|0x7fb854cf71b03e5ecfa4eec855e4|0x7fb86c289790c2720c4253aff3e9|0x7fb840f977d08c5ab40a51f02677|AntiNullAsTrue|partsupp|ps_suppkey|13|120604|supplier|s_suppkey|1|4|13|120551|1|=|TRUE|0|42668|879986|0|2603|1234184|807338|2999383|JoinHash (AntiNullAsTrue Join where ps_suppkey = s_suppkey) Radix bits: 0
84324af8905efe65|0x7fb854cf6e305cf7694379192936|0x7fb854cf71b03e5ecfa4eec855e4|0x7fb854cf52305455f0a999882e6c|Inner|partsupp|ps_partkey|13|120551|part|p_partkey|3|30151|13|120551|1|=|TRUE|0|915254|1225038|0|2724361|3157658|1769731|9904167|JoinHash (Inner Join where ps_partkey = p_partkey) Radix bits: 0
4e9280d4180a2540|0x7fb81e3eddd0f5866cfae84e6775|0x7fb85d26c2701ffe5ea0ab36463d|0x7fb879d1a4b0db0e0084101f55fa|Semi|partsupp|ps_partkey|13|800000|part|p_partkey|4|763|13|3052|1|=|TRUE|0|67083|3079935|0|70854|56505|23754|3331266|JoinHash (Semi Join where ps_partkey = p_partkey) Radix bits: 0
4e9280d4180a2540|0x7fb85d2713d08d87ee008b6cc1ed|0x7fb85d26c35015f336fbe2aacac2|0x7fb878e75f307cbe953eee29d34e|Semi|nation|n_regionkey|1|25|region|r_regionkey|1|1|1|5|1|=|TRUE|0|37546|9469|0|2539|1606|1882|60082|JoinHash (Semi Join where n_regionkey = r_regionkey) Radix bits: 0
4e9280d4180a2540|0x7fb81e3ed7b08cf0345213e91b02|0x7fb81e3ecb702eecfb54cd4aafba|0x7fb878e75030788f2215c6bf81b1|Semi|supplier|s_nationkey|1|10000|nation|n_nationkey|1|5|1|1955|1|=|TRUE|0|33130|53304|0|2345|31989|20561|149765|JoinHash (Semi Join where s_nationkey = n_nationkey) Radix bits: 0
4e9280d4180a2540|0x7fb85d26c7b0a504f3bbd897311b|0x7fb878e720b0aa8c158e73ec2548|0x7fb878e75030788f2215c6bf81b1|Inner|supplier|s_nationkey|1|1955|nation|n_nationkey|1|5|1|1955|1|=|TRUE|0|33974|19808|0|2466|38457|30897|133831|JoinHash (Inner Join where s_nationkey = n_nationkey) Radix bits: 0
4e9280d4180a2540|0x7fb85d26c6d0ba3a27c6787e80|0x7fb81e3eddd0f5866cfae84e6775|0x7fb85d26c7b0a504f3bbd897311b|Semi|partsupp|ps_suppkey|13|3052|supplier|s_suppkey|1|1955|13|605|1|=|TRUE|0|45187|67376|0|100262|16528|25524|271358|JoinHash (Semi Join where ps_suppkey = s_suppkey) Radix bits: 0
4e9280d4180a2540|0x7fb8583a8fb0b10dcb2c5210ca43|0x7fb878e7413076e18a0e7502cfd4|0x7fb85d26c7b0a504f3bbd897311b|Inner|partsupp|ps_suppkey|13|605|supplier|s_suppkey|1|1955|1|605|1|=|FALSE|0|78015|23074|0|77848|11344|24040|227976|JoinHash (Inner Join where ps_suppkey = s_suppkey) Radix bits: 0
4e9280d4180a2540|0x7fb8583a9330be4708e4f2452427|0x7fb8583a8fb0b10dcb2c5210ca43|0x7fb879d1a4b0db0e0084101f55fa|Inner|partsupp|ps_partkey|1|605|part|p_partkey|4|763|4|605|1|=|FALSE|0|92658|33439|0|62607|14400|40295|257842|JoinHash (Inner Join where ps_partkey = p_partkey) Radix bits: 0
4e9280d4180a2540|0x7fb8583a9410bfa354a03825b314|0x7fb81e3eddd0f5866cfae84e6775|0x7fb878e720b0aa8c158e73ec2548|Semi|partsupp|ps_suppkey|13|3052|supplier|s_suppkey|1|1955|13|605|1|=|TRUE|0|46864|61054|0|90482|15363|23858|251413|JoinHash (Semi Join where ps_suppkey = s_suppkey) Radix bits: 0
4e9280d4180a2540|0x7fb8583a9a303002e5747ddcc258|0x7fb878e763901ec10ea487b3ec50|0x7fb878e720b0aa8c158e73ec2548|Inner|partsupp|ps_suppkey|13|605|supplier|s_suppkey|1|1955|1|605|1|=|FALSE|0|76751|23245|0|67472|10447|18845|209098|JoinHash (Inner Join where ps_suppkey = s_suppkey) Radix bits: 0
4e9280d4180a2540|0x7fb8583a9cd0948b8b4591259a71|0x7fb8583a9330be4708e4f2452427|0x7fb878e593507a2cfc2855abce6e|Semi|partsupp|ps_supplycost|4|605|||1|440|4|440|2|=|TRUE|0|41895|85709|0|57182|52208|39872|288682|JoinHash (Semi Join where ps_supplycost = MIN(ps_supplycost) AND p_partkey = ps_partkey) Radix bits: 0
6b612fbb63debbbd|0x7fb8693e4310f00f590ceae259f4|0x7fb86932ddd01ffe5ea0ab36463d|0x7fb87af4023015bff711fa6717e2|Semi|partsupp|ps_partkey|13|800000|part|p_partkey|4|809|13|3236|1|=|TRUE|0|103202|2928399|0|76664|61510|25712|3227310|JoinHash (Semi Join where ps_partkey = p_partkey) Radix bits: 0
6b612fbb63debbbd|0x7fb86926ec90d43836df528efd4|0x7fb86932deb015f336fbe2aacac2|0x7fb7b90bbcd0794e46ce656d2c22|Semi|nation|n_regionkey|1|25|region|r_regionkey|1|1|1|5|1|=|TRUE|0|37808|10135|0|2560|1587|1953|61451|JoinHash (Semi Join where n_regionkey = r_regionkey) Radix bits: 0
6b612fbb63debbbd|0x7fb86932c8d0e9d2c49996903849|0x7fb86926ef302eecfb54cd4aafba|0x7fb87af42e90c9cb07d30c26205a|Semi|supplier|s_nationkey|1|10000|nation|n_nationkey|1|5|1|2036|1|=|TRUE|0|33700|54129|0|2318|33797|21248|153688|JoinHash (Semi Join where s_nationkey = n_nationkey) Radix bits: 0
6b612fbb63debbbd|0x7fb86932e230548677048b92a86d|0x7fb7bd21e7708f5bc117d8a8c4c6|0x7fb87af42e90c9cb07d30c26205a|Inner|supplier|s_nationkey|1|2036|nation|n_nationkey|1|5|1|2036|1|=|TRUE|0|34057|21647|0|2563|36779|36377|140349|JoinHash (Inner Join where s_nationkey = n_nationkey) Radix bits: 0
6b612fbb63debbbd|0x7fb86932e150dfefcebd00a4979f|0x7fb8693e4310f00f590ceae259f4|0x7fb86932e230548677048b92a86d|Semi|partsupp|ps_suppkey|13|3236|supplier|s_suppkey|1|2036|13|679|1|=|TRUE|0|45973|88728|0|96643|17591|25914|291976|JoinHash (Semi Join where ps_suppkey = s_suppkey) Radix bits: 0
6b612fbb63debbbd|0x7fb86926d170c23713061c82e100|0x7fb87af3ffb04c7b6f2fbc879dc4|0x7fb86932e230548677048b92a86d|Inner|partsupp|ps_suppkey|13|679|supplier|s_suppkey|1|2036|1|679|1|=|FALSE|0|82041|24496|0|81893|13261|28962|244968|JoinHash (Inner Join where ps_suppkey = s_suppkey) Radix bits: 0
6b612fbb63debbbd|0x7fb86926d25065c49ff190c5355e|0x7fb86926d170c23713061c82e100|0x7fb87af4023015bff711fa6717e2|Inner|partsupp|ps_partkey|1|679|part|p_partkey|4|809|4|679|1|=|FALSE|0|120251|34442|0|81020|13894|43332|310481|JoinHash (Inner Join where ps_partkey = p_partkey) Radix bits: 0
6b612fbb63debbbd|0x7fb86926d410d0a17d92ef20b8c2|0x7fb8693e4310f00f590ceae259f4|0x7fb7bd21e7708f5bc117d8a8c4c6|Semi|partsupp|ps_suppkey|13|3236|supplier|s_suppkey|1|2036|13|679|1|=|TRUE|0|46205|63433|0|93996|17012|25281|260061|JoinHash (Semi Join where ps_suppkey = s_suppkey) Radix bits: 0
6b612fbb63debbbd|0x7fb86926dcd0db260277af2e0209|0x7fb7b90bc8b0cfe77403593c21d2|0x7fb7bd21e7708f5bc117d8a8c4c6|Inner|partsupp|ps_suppkey|13|679|supplier|s_suppkey|1|2036|1|679|1|=|FALSE|0|80123|24342|0|72258|11221|19939|220355|JoinHash (Inner Join where ps_suppkey = s_suppkey) Radix bits: 0
6b612fbb63debbbd|0x7fb86926e8309f02e4dde034dcbb|0x7fb86926d25065c49ff190c5355e|0x7fb87af530907c96894a080c84b9|Semi|partsupp|ps_supplycost|4|679|||1|498|4|498|2|=|TRUE|0|40577|90646|0|75524|55788|43481|320466|JoinHash (Semi Join where ps_supplycost = MIN(ps_supplycost) AND p_partkey = ps_partkey) Radix bits: 0
2558d11a1f2c207c|0x7fb86f29ad90eaf28ba2fca3d2ab|0x7fb86f29ae70c5496a26d40a496f|0x7fb86f29abd0f171b009107b381f|Semi|orders|o_orderkey|23|1500000|lineitem|l_orderkey|184|31403|23|29486|1|=|TRUE|0|5649316|13559164|0|3263016|3098183|109488|25867377|JoinHash (Semi Join where o_orderkey = l_orderkey) Radix bits: 0
2558d11a1f2c207c|0x7fb86f29b03076ef2feb82c8fc2a|0x7fb86f29abd0f171b009107b381f|0x7fb8759965d059f01f843e0039ff|Inner|lineitem|l_orderkey|184|31403|orders|o_orderkey|23|29486|184|31403|1|=|TRUE|0|726338|1998274|0|2917639|1247115|1103506|8153849|JoinHash (Inner Join where l_orderkey = o_orderkey) Radix bits: 0
20c75c8d20b4494c|0x7fb875c1d1101403019ca431aea3|0x7fb877f856f09ef0384dd3a89e91|0x7fb877f88a30dcf49169c88428b7|Inner|orders|o_custkey|23|725359|customer|c_custkey|3|29968|23|144739|1|=|TRUE|0|804176|7046454|0|2477363|3820099|2263782|16613705|JoinHash (Inner Join where o_custkey = c_custkey) Radix bits: 0
20c75c8d20b4494c|0x7fb875c1e530eae0eb6b735b794c|0x7fb875c1e6f0a24853058028fe4|0x7fb875c1d1101403019ca431aea3|Semi|lineitem|l_orderkey|92|6001215|orders|o_orderkey|23|144739|2|579013|1|=|TRUE|1|6716708|100376859|13273431|6843917|51989832|47205|180844171|JoinHash (Semi Join where l_orderkey = o_orderkey) Radix bits: 1
20c75c8d20b4494c|0x7fb875c1c930e5318b02946b526b|0x7fb877f88b703c9e3b2c448cdf2a|0x7fb875c1d1101403019ca431aea3|Inner|lineitem|l_orderkey|2|30115|orders|o_orderkey|23|144739|23|30115|1|=|FALSE|0|5122631|3582806|0|3595570|973581|1027186|14596801|JoinHash (Inner Join where l_orderkey = o_orderkey) Radix bits: 0
699f40db1451f814|0x7fb87afb3890acacddb0214dc553|0x7fb87b2ac25060345ad3231d1037|0x7fb87b2ac3907724a5f3931b01be|Inner|lineitem|l_partkey|92|75052|part|p_partkey|4|200000|4|75052|1|=|FALSE|0|5840470|2175776|0|9276765|2077132|1263382|21561510|JoinHash (Inner Join where l_partkey = p_partkey) Radix bits: 0
6067641477c3791b|0x7fb867cfaa5041591130ca8b1954|0x7fb87b35aad0ecb0656ddb6bd82b|0x7fb87b35ac105ccd1ad9ffbb5815|Semi|||1|10000|||1|1|1|1|1|=|TRUE|0|52300|97004|0|7555|6201|5035|196291|JoinHash (Semi Join where SUM(l_extendedprice * (1 - l_discount)) = MAX(SUM(l_extendedprice * (1 - l_discount)))) Radix bits: 0
6067641477c3791b|0x7fb86c43c1f0902ad7931bcd1a44|0x7fb867cfaa5041591130ca8b1954|0x7fb86ad49c70e99504188b0ea20f|Inner|lineitem|l_suppkey|1|1|supplier|s_suppkey|1|10000|1|1|1|=|FALSE|0|39600|39118|0|6756|9376|10018|116754|JoinHash (Inner Join where l_suppkey = s_suppkey) Radix bits: 0
cc0f9547e29bddc0|0x7fb84a02ed104aa1eed035fe5b51|0x7fb84a03f250eda70c234836bf30|0x7fb84a03e9908f073164d92ba658|Left|customer|c_custkey|3|150000|orders|o_custkey|23|1483672|16|1533676|1|=|TRUE|4|20922334|2533371|7264154|100572654|29147531|38127753|201462731|JoinHash (Left Join where c_custkey = o_custkey) Radix bits: 4
cc34405254e1b390|0x7fb8583a9790fef9f4af986836df|0x7fb8583a8a701ffe5ea0ab36463d|0x7fb879d04bb0649d7c51bf0a657b|Semi|partsupp|ps_partkey|13|800000|part|p_partkey|4|810|13|3240|1|=|TRUE|0|74100|2962060|0|77778|64380|23983|3236435|JoinHash (Semi Join where ps_partkey = p_partkey) Radix bits: 0
cc34405254e1b390|0x7fb85d26b9b0b422d8e2ec27ea7f|0x7fb8583a899015f336fbe2aacac2|0x7fb879d1da70ae18ff97d9b1c295|Semi|nation|n_regionkey|1|25|region|r_regionkey|1|1|1|5|1|=|TRUE|0|36416|9761|0|2735|1595|1735|59518|JoinHash (Semi Join where n_regionkey = r_regionkey) Radix bits: 0
cc34405254e1b390|0x7fb85d26b630577ee70e35d3482b|0x7fb85d26b3902eecfb54cd4aafba|0x7fb878e73910ebfbd5950326e98c|Semi|supplier|s_nationkey|1|10000|nation|n_nationkey|1|5|1|2003|1|=|TRUE|0|32073|53364|0|2277|32442|20963|149401|JoinHash (Semi Join where s_nationkey = n_nationkey) Radix bits: 0
cc34405254e1b390|0x7fb8583a96b0c4ef6f533bcb6fe3|0x7fb878e73370354ec05a41481513|0x7fb878e73910ebfbd5950326e98c|Inner|supplier|s_nationkey|1|2003|nation|n_nationkey|1|5|1|2003|1|=|TRUE|0|32620|21571|0|2248|39611|31211|135163|JoinHash (Inner Join where s_nationkey = n_nationkey) Radix bits: 0
cc34405254e1b390|0x7fb8583a95d0c2693fe685a62af4|0x7fb8583a9790fef9f4af986836df|0x7fb8583a96b0c4ef6f533bcb6fe3|Semi|partsupp|ps_suppkey|13|3240|supplier|s_suppkey|1|2003|13|687|1|=|TRUE|0|44213|66270|0|96056|17696|25092|265112|JoinHash (Semi Join where ps_suppkey = s_suppkey) Radix bits: 0
cc34405254e1b390|0x7fb85d26b470f1e3848ae938c4fa|0x7fb879d048903d2314bd5a755336|0x7fb8583a96b0c4ef6f533bcb6fe3|Inner|partsupp|ps_suppkey|13|687|supplier|s_suppkey|1|2003|1|687|1|=|FALSE|0|79135|24029|0|76137|13050|28221|232712|JoinHash (Inner Join where ps_suppkey = s_suppkey) Radix bits: 0
cc34405254e1b390|0x7fb85d26b7103117263dfeaed892|0x7fb85d26b470f1e3848ae938c4fa|0x7fb879d04bb0649d7c51bf0a657b|Inner|partsupp|ps_partkey|1|687|part|p_partkey|4|810|4|687|1|=|FALSE|0|95340|34245|0|78148|14341|42768|283324|JoinHash (Inner Join where ps_partkey = p_partkey) Radix bits: 0
cc34405254e1b390|0x7fb85d26b550d5d2fbdb34b27203|0x7fb8583a9790fef9f4af986836df|0x7fb878e73370354ec05a41481513|Semi|partsupp|ps_suppkey|13|3240|supplier|s_suppkey|1|2003|13|687|1|=|TRUE|0|44579|63703|0|93098|15900|23739|253582|JoinHash (Semi Join where ps_suppkey = s_suppkey) Radix bits: 0
cc34405254e1b390|0x7fb8583aa750df53e810de90c347|0x7fb879d1c030b586e3de991d2ec4|0x7fb878e73370354ec05a41481513|Inner|partsupp|ps_suppkey|13|687|supplier|s_suppkey|1|2003|1|687|1|=|FALSE|0|80490|23839|0|80668|11658|20514|228767|JoinHash (Inner Join where ps_suppkey = s_suppkey) Radix bits: 0
cc34405254e1b390|0x7fb8583a4ef0a0f22d3fdadf79e5|0x7fb85d26b7103117263dfeaed892|0x7fb878e57550588bec52838aa1f8|Semi|partsupp|ps_supplycost|4|687|||1|491|4|491|2|=|TRUE|0|40959|94308|0|74201|57160|41782|322353|JoinHash (Semi Join where ps_supplycost = MIN(ps_supplycost) AND p_partkey = ps_partkey) Radix bits: 0
38874cf8fd33c02a|0x7fb8734e0f10e7c8b4ddb7c6a226|0x7fb8734e1b501ffe5ea0ab36463d|0x7fb8710aae90bbf9390472b2dcc0|Semi|partsupp|ps_partkey|13|800000|part|p_partkey|4|2190|13|8760|1|=|TRUE|0|224203|4358100|0|230617|121098|51847|5040171|JoinHash (Semi Join where ps_partkey = p_partkey) Radix bits: 0
38874cf8fd33c02a|0x7fb8734e09d0db4671802c9b7fa2|0x7fb8734e1290a24853058028fe4|0x7fb87b1c5b10a48970b326fdf95b|Semi|lineitem|l_partkey|92|6001215|partsupp|ps_partkey|13|8760|92|65522|1|=|TRUE|0|208178|33028306|0|633257|929664|498549|35525469|JoinHash (Semi Join where l_partkey = ps_partkey) Radix bits: 0
38874cf8fd33c02a|0x7fb8734e0ab0846b55dbce872ac7|0x7fb8734e09d0db4671802c9b7fa2|0x7fb87b1c5b10a48970b326fdf95b|Semi|lineitem|l_suppkey|92|65522|partsupp|ps_suppkey|13|8760|92|65522|1|=|TRUE|0|493117|3834144|0|677615|754340|679480|6534872|JoinHash (Semi Join where l_suppkey = ps_suppkey) Radix bits: 0
38874cf8fd33c02a|0x7fb8734e08f01a3b5f926f4224ba|0x7fb87b1c5b10a48970b326fdf95b|0x7fb87a72be10cdeb364345c0ad2e|Semi|partsupp|ps_partkey|13|8760|lineitem|l_partkey|1|5938|13|5927|3|=|TRUE|0|78248|654180|0|794626|3201177|61031|4872017|JoinHash (Semi Join where ps_partkey = l_partkey AND ps_availqty > 0.5 * SUM(l_quantity) AND ps_suppkey = l_suppkey) Radix bits: 0
38874cf8fd33c02a|0x7fb8734e0b90d56ba50cee74914a|0x7fb8734e137070d2f3fa6ab46cdc|0x7fb879b5f450555ba0ac9833d393|Semi|supplier|s_suppkey|1|10000|partsupp|ps_suppkey|13|5927|1|4486|1|=|TRUE|0|149018|98745|0|487894|47179|26064|857884|JoinHash (Semi Join where s_suppkey = ps_suppkey) Radix bits: 0
38874cf8fd33c02a|0x7fb8734e1c301c056196e029e450|0x7fb8734e0c70c61445841b99d160|0x7fb8769167f0a12a041a6bc15ed5|Semi|nation|n_nationkey|1|25|supplier|s_nationkey|1|4486|1|25|1|=|TRUE|0|61897|10635|0|104421|2379|1720|189803|JoinHash (Semi Join where n_nationkey = s_nationkey) Radix bits: 0
38874cf8fd33c02a|0x7fb8734e1df068ccedc73f533a71|0x7fb8769167f0a12a041a6bc15ed5|0x7fb876915a301494297ab8f5b39|Semi|supplier|s_nationkey|1|4486|nation|n_nationkey|1|1|1|188|1|=|TRUE|0|35450|25039|0|2261|3658|6532|81419|JoinHash (Semi Join where s_nationkey = n_nationkey) Radix bits: 0
739280f265f390c2|0x7fb87803be90e87a8205bdff0a9|0x7fb87803bf70c5496a26d40a496f|0x7fb87803bcd0ed12df0271de0e1f|Semi|orders|o_orderkey|23|1500000|lineitem|l_orderkey|184|30849|23|28867|1|=|TRUE|0|5595551|13822483|0|3236319|2999702|106412|25943358|JoinHash (Semi Join where o_orderkey = l_orderkey) Radix bits: 0
739280f265f390c2|0x7fb87803c1304bccc3db009203ff|0x7fb87803bcd0ed12df0271de0e1f|0x7fb8753e89d07a4c8eecec105b13|Inner|lineitem|l_orderkey|184|30849|orders|o_orderkey|23|28867|184|30849|1|=|TRUE|0|828616|1978965|0|2921901|1462492|1076431|8458321|JoinHash (Inner Join where l_orderkey = o_orderkey) Radix bits: 0
17fa6e7aada3b79f|0x7fb854cf61f067aa3b63941cf52d|0x7fb854cf8170ff930f234bb2d962|0x7fb854cf61108cf1607e5306a8ec|Semi|partsupp|ps_partkey|13|800000|part|p_partkey|3|29569|13|118276|1|=|TRUE|0|1428778|5574529|0|2851829|2058624|323904|12363335|JoinHash (Semi Join where ps_partkey = p_partkey) Radix bits: 0
17fa6e7aada3b79f|0x7fb854cf78b0e5c7c67e2baea8f7|0x7fb86c28aff0757c13201965e4f7|0x7fb8410a88d08c5ab40a51f02677|AntiNullAsTrue|partsupp|ps_suppkey|13|118276|supplier|s_suppkey|1|4|13|118237|1|=|TRUE|0|47682|808782|0|2632|1380957|906631|3180178|JoinHash (AntiNullAsTrue Join where ps_suppkey = s_suppkey) Radix bits: 0
17fa6e7aada3b79f|0x7fb854cf7990ab1c69a0651fa1e0|0x7fb854cf78b0e5c7c67e2baea8f7|0x7fb854cf61108cf1607e5306a8ec|Inner|partsupp|ps_partkey|13|118237|part|p_partkey|3|29569|13|118237|1|=|TRUE|0|980998|1314546|0|2894608|3424114|1778879|10513933|JoinHash (Inner Join where ps_partkey = p_partkey) Radix bits: 0
cfd3f494dcfbd819|0x7fb87b36ad3052cde1482d498199|0x7fb87b36a8d09f971ea163ff0771|0x7fb878320270825a53d3e5ac9748|AntiNullAsFalse|customer|c_custkey|3|19011|orders|o_custkey|23|1500000|16|6348|1|=|TRUE|4|18071324|679942|5866584|14825339|352506|172242|40084342|JoinHash (AntiNullAsFalse Join where c_custkey = o_custkey) Radix bits: 4
8650712f8c38ad02|0x7fb86c2cbe306f9dbed9a9b403df|0x7fb86c2cc7d0ff930f234bb2d962|0x7fb86c2cbd5037fa00175f0e16e2|Semi|partsupp|ps_partkey|13|800000|part|p_partkey|3|29594|13|118376|1|=|TRUE|0|1395147|5530847|0|2691306|1996386|327727|12073159|JoinHash (Semi Join where ps_partkey = p_partkey) Radix bits: 0
8650712f8c38ad02|0x7fb86c2cb030a470b2ec5cdecde2|0x7fb860622710a6983975fe0a398|0x7fb86c22f7508c5ab40a51f02677|AntiNullAsTrue|partsupp|ps_suppkey|13|118376|supplier|s_suppkey|1|4|13|118335|1|=|TRUE|0|42272|799384|0|2717|1190954|780579|2842526|JoinHash (AntiNullAsTrue Join where ps_suppkey = s_suppkey) Radix bits: 0
8650712f8c38ad02|0x7fb86c2cb2d084f6f107151efdc0|0x7fb86c2cb030a470b2ec5cdecde2|0x7fb86c2cbd5037fa00175f0e16e2|Inner|partsupp|ps_partkey|13|118335|part|p_partkey|3|29594|13|118335|1|=|TRUE|0|996802|1142794|0|2718858|3158290|1820656|9952355|JoinHash (Inner Join where ps_partkey = p_partkey) Radix bits: 0
2e80ed4db551dbd|0x7fb8778be6b0d9e5eda5fc827405|0x7fb8778be250a24853058028fe4|0x7fb87a9bf4b0fcca58d2e281811d|Semi|lineitem|l_orderkey|92|6001215|orders|o_orderkey|23|227597|4|910519|1|=|TRUE|2|8633693|125776415|16500002|12175547|75744263|71836|240366662|JoinHash (Semi Join where l_orderkey = o_orderkey) Radix bits: 2
2e80ed4db551dbd|0x7fb8778be170b422d8e2ec27ea7f|0x7fb876541bf015f336fbe2aacac2|0x7fb874ac4070ae18ff97d9b1c295|Semi|nation|n_regionkey|1|25|region|r_regionkey|1|1|1|5|1|=|TRUE|0|103102|12127|0|7656|2858|2476|144893|JoinHash (Semi Join where n_regionkey = r_regionkey) Radix bits: 0
2e80ed4db551dbd|0x7fb8778be090caba526ef18b5df9|0x7fb876541b10b8cbf259dc221ec9|0x7fb87a9c2890ebfbd5950326e98c|Semi|supplier|s_nationkey|1|10000|nation|n_nationkey|1|5|1|2003|1|=|TRUE|0|33596|55039|0|2405|33534|7499|141202|JoinHash (Semi Join where s_nationkey = n_nationkey) Radix bits: 0
2e80ed4db551dbd|0x7fb8778be790f76b696354a226fb|0x7fb874ac38f0e5520226fe2e38b6|0x7fb87a9c2890ebfbd5950326e98c|Inner|supplier|s_nationkey|1|2003|nation|n_nationkey|1|5|1|2003|1|=|TRUE|0|33981|34054|0|2246|52451|46660|181740|JoinHash (Inner Join where s_nationkey = n_nationkey) Radix bits: 0
2e80ed4db551dbd|0x7fb8778be870b41c888ff2af86d1|0x7fb8778be6b0d9e5eda5fc827405|0x7fb8778be790f76b696354a226fb|Semi|lineitem|l_suppkey|4|910519|supplier|s_suppkey|1|2003|4|182183|1|=|TRUE|0|54273|22944268|0|247227|1881552|1289091|26455348|JoinHash (Semi Join where l_suppkey = s_suppkey) Radix bits: 0
2e80ed4db551dbd|0x7fb8778be410fd534df7a481e80f|0x7fb87a9c27f0836883f8fd38b9df|0x7fb8778be790f76b696354a226fb|Inner|lineitem|l_suppkey|4|182183|supplier|s_suppkey|1|2003|4|182183|1|=|TRUE|0|74462|10757782|0|259253|2673811|3403129|17220874|JoinHash (Inner Join where l_suppkey = s_suppkey) Radix bits: 0
2e80ed4db551dbd|0x7fb8778be4f010cbbc19abc8bb62|0x7fb8778be410fd534df7a481e80f|0x7fb87a9bf4b0fcca58d2e281811d|Inner|lineitem|l_orderkey|4|182183|orders|o_orderkey|23|227597|2|182183|1|=|FALSE|1|22544189|8773061|1574542|15022348|6107572|9525114|65956557|JoinHash (Inner Join where l_orderkey = o_orderkey) Radix bits: 1
2e80ed4db551dbd|0x7fb876541a30f3d0d4d7cf84d758|0x7fb8778be4f010cbbc19abc8bb62|0x7fb874ac3fd0e840131729c654d3|Inner|orders|o_custkey|2|182183|customer|c_custkey|3|150000|2|182183|1|=|TRUE|1|2332802|10252910|1153932|5337381|4531298|5614532|29764397|JoinHash (Inner Join where o_custkey = c_custkey) Radix bits: 1
2dbfbd336f623ad4|0x7fb85e9f21509014cc50132c778d|0x7fb8583f3630ff930f234bb2d962|0x7fb8642e5d70f3abcb862a209321|Semi|partsupp|ps_partkey|13|800000|part|p_partkey|3|29375|13|117500|1|=|TRUE|0|1425028|5492444|0|3482949|2249882|322480|13102751|JoinHash (Semi Join where ps_partkey = p_partkey) Radix bits: 0
2dbfbd336f623ad4|0x7fb86c302a707c77487926454d52|0x7fb86b645510d7013c0f7f6730df|0x7fb87a45ae908c5ab40a51f02677|AntiNullAsTrue|partsupp|ps_suppkey|13|117500|supplier|s_suppkey|1|4|13|117455|1|=|TRUE|0|43871|932413|0|2733|1611259|974911|3593909|JoinHash (AntiNullAsTrue Join where ps_suppkey = s_suppkey) Radix bits: 0
2dbfbd336f623ad4|0x7fb86c302c3095aa8d89f282cb08|0x7fb86c302a707c77487926454d52|0x7fb8642e5d70f3abcb862a209321|Inner|partsupp|ps_partkey|13|117455|part|p_partkey|3|29375|13|117455|1|=|TRUE|0|966827|1311946|0|3579702|3146824|1779197|10900037|JoinHash (Inner Join where ps_partkey = p_partkey) Radix bits: 0
224101143e41f761|0x7fb87afb2390cb1d1413d8ea031c|0x7fb87b2ab5d0acc4aa3d841e1526|0x7fb87b2ab6707724a5f3931b01be|Inner|lineitem|l_partkey|92|75787|part|p_partkey|4|200000|4|75787|1|=|FALSE|0|5866931|2195977|0|9513688|2083090|1272685|21870643|JoinHash (Inner Join where l_partkey = p_partkey) Radix bits: 0
59cbcc5255c21378|0x7fb879fcf0d0939e622efd703e76|0x7fb879fd19f0b8cbf259dc221ec9|0x7fb879fceff07862b6bd3d3c5e23|Semi|supplier|s_nationkey|1|10000|nation|n_nationkey|1|2|1|781|1|=|TRUE|0|40832|40387|0|3109|14341|4506|112804|JoinHash (Semi Join where s_nationkey = n_nationkey) Radix bits: 0
59cbcc5255c21378|0x7fb879fcf1b085d2addc1ed4b7f6|0x7fb8773025f0cc826265dc7a493e|0x7fb879fceff07862b6bd3d3c5e23|Inner|supplier|s_nationkey|1|781|nation|n_nationkey|1|2|1|781|1|=|TRUE|0|34867|16370|0|2170|16407|14627|91843|JoinHash (Inner Join where s_nationkey = n_nationkey) Radix bits: 0
59cbcc5255c21378|0x7fb879fcf290cdcbd0c124d0caba|0x7fb879fd1910f3a5082abf20904b|0x7fb879fcf1b085d2addc1ed4b7f6|Semi|lineitem|l_suppkey|92|6001215|supplier|s_suppkey|1|781|92|468573|1|=|TRUE|0|44125|21251567|0|85782|6185093|3192168|30965963|JoinHash (Semi Join where l_suppkey = s_suppkey) Radix bits: 0
