QUERY_HASH|OPERATOR_HASH|LEFT_INPUT_OPERATOR_HASH|RIGHT_INPUT_OPERATOR_HASH|COLUMN_TYPE|TABLE_NAME|COLUMN_NAME|SCANS_SKIPPED|SCANS_SORTED|INPUT_CHUNK_COUNT|INPUT_ROW_COUNT|OUTPUT_CHUNK_COUNT|OUTPUT_ROW_COUNT|RUNTIME_NS|DESCRIPTION
"c06e21e493690e3a"|"0x7fb87969c8b073f1ae0ac95974a6"|"0x7fb87969c7d0d5ca8ae7aa2c8b39"|"NULL"|"REFERENCE"|"nation"|"n_name"|0|0|23|6027|23|2999|267559|"TableScan Impl: ColumnVsValue n_name = 'KENYA'"
"c06e21e493690e3a"|"0x7fb87969c7d0d5ca8ae7aa2c8b39"|"0x7fb87969c6f08fbc9a96b11bd3b0"|"NULL"|"REFERENCE"|"nation"|"n_name"|0|0|23|11434|23|6027|378287|"TableScan Impl: ColumnVsValue n_name = 'INDIA'"
"c06e21e493690e3a"|"0x7fb87969c53074e9f47dad14a564"|"0x7fb87969c450441330a41cca0118"|"NULL"|"REFERENCE"|"lineitem"|"l_shipdate"|0|0|2|37375|2|11434|1500174|"TableScan Impl: ColumnBetween l_shipdate BETWEEN INCLUSIVE '1995-01-01' AND '1996-12-31'"
"c06e21e493690e3a"|"0x7fb87969b2d08c05e3329e08dd31"|"0x7fb8768c5a50b930cb12c0e46865"|"NULL"|"REFERENCE"|"nation"|"n_name"|0|0|1|25|1|1|15674|"TableScan Impl: ColumnVsValue n_name = 'INDIA'"
"c06e21e493690e3a"|"0x7fb87969b4902ab8065fbef64145"|"0x7fb8768c5a50b930cb12c0e46865"|"NULL"|"REFERENCE"|"nation"|"n_name"|0|0|1|25|1|1|6309|"TableScan Impl: ColumnVsValue n_name = 'KENYA'"
"c06e21e493690e3a"|"0x7fb87969ca7066eab001ab47a5b9"|"0x7fb87969c990508abc75c63809e5"|"NULL"|"REFERENCE"|"nation"|"n_name"|0|0|23|5407|23|2802|236211|"TableScan Impl: ColumnVsValue n_name = 'INDIA'"
"c06e21e493690e3a"|"0x7fb87969c990508abc75c63809e5"|"0x7fb87969c6f08fbc9a96b11bd3b0"|"NULL"|"REFERENCE"|"nation"|"n_name"|0|0|23|11434|23|5407|328847|"TableScan Impl: ColumnVsValue n_name = 'KENYA'"
"729261c8e29b53a0"|"0x7fb879c0c7b0e0c94f9ce8fcfcbb"|"0x7fb879310bd0e22be8a25de7f0df"|"NULL"|"REFERENCE"|"lineitem"|"l_quantity"|0|0|1|1500000|1|9|2672890|"TableScan Impl: ColumnVsValue SUM(l_quantity) > 313"
"1837f21173951646"|"0x7fb8633c5f30ea4bc56bd6bff9f0"|"0x7fb8633c5e50914aca330f76ce23"|"NULL"|"REFERENCE"|"part"|"p_brand"|0|0|4|4935|4|192|46138|"TableScan Impl: ColumnVsValue p_brand = 'Brand#13'"
"1837f21173951646"|"0x7fb8633c5e50914aca330f76ce23"|"0x7fb8633c3290f22cb48383b8ac6a"|"NULL"|"DATA"|"part"|"p_container"|0|0|4|200000|4|4935|206533|"TableScan Impl: ColumnVsValue p_container = 'WRAP BOX'"
"cb6014be07f7fccb"|"0x7fb8768c07d09c6bf607578792c"|"0x7fb8768bfff04b28b22740679dfc"|"NULL"|"REFERENCE"|"part"|"p_size"|0|0|36|38|36|38|156917|"TableScan Impl: ColumnBetween p_size BETWEEN INCLUSIVE 1 AND 10"
"cb6014be07f7fccb"|"0x7fb8768bfff04b28b22740679dfc"|"0x7fb8768bff10de090ee8f2ce64a6"|"NULL"|"REFERENCE"|"lineitem"|"l_quantity"|0|0|68|101|36|38|178099|"TableScan Impl: ColumnVsValue l_quantity >= 18"
"cb6014be07f7fccb"|"0x7fb8768bff10de090ee8f2ce64a6"|"0x7fb8768bfe30384420c68e2c31de"|"NULL"|"REFERENCE"|"lineitem"|"l_quantity"|0|0|80|159|68|101|295472|"TableScan Impl: ColumnVsValue l_quantity <= 28"
"cb6014be07f7fccb"|"0x7fb8768bfe30384420c68e2c31de"|"0x7fb8768bfc701babe323243200d4"|"NULL"|"REFERENCE"|"part"|"p_container"|0|0|80|159|80|159|684282|"TableScan Impl: ExpressionEvaluator (p_container) IN ('MED BAG', 'MED BOX', 'MED PKG', 'MED PACK')"
"cb6014be07f7fccb"|"0x7fb8768bfc701babe323243200d4"|"0x7fb8768bfb902a1b33a9e05eea36"|"NULL"|"REFERENCE"|"part"|"p_brand"|0|0|92|568|80|159|484277|"TableScan Impl: ColumnVsValue p_brand = 'Brand#23'"
"cb6014be07f7fccb"|"0x7fb8768bf8f0fb6553703092737a"|"0x7fb878320590d14f968be4168dcc"|"NULL"|"REFERENCE"|"lineitem"|"l_shipinstruct"|0|0|92|2162|92|568|396940|"TableScan Impl: ColumnVsValue l_shipinstruct = 'DELIVER IN PERSON'"
"cb6014be07f7fccb"|"0x7fb8768bf730c4b198f2fd7c5b0c"|"0x7fb8768bf6506b1ad66854a3bd8a"|"NULL"|"REFERENCE"|"lineitem"|"l_shipmode"|92|0|92|14736|0|0|141077|"TableScan Impl: ColumnVsValue l_shipmode = 'AIR REG'"
"cb6014be07f7fccb"|"0x7fb8768c0290f76d0dac515a4ee"|"0x7fb8768c06f040e10d086dd70a8f"|"NULL"|"REFERENCE"|"part"|"p_size"|0|0|4|817|4|92|26197|"TableScan Impl: ColumnBetween p_size BETWEEN INCLUSIVE 1 AND 5"
"cb6014be07f7fccb"|"0x7fb8768c06f040e10d086dd70a8f"|"0x7fb8768c061093347dfee8f1d28b"|"NULL"|"REFERENCE"|"part"|"p_container"|0|0|4|7989|4|817|743807|"TableScan Impl: ExpressionEvaluator (p_container) IN ('SM CASE', 'SM BOX', 'SM PACK', 'SM PKG')"
"cb6014be07f7fccb"|"0x7fb8768c061093347dfee8f1d28b"|"0x7fb87a94eb505135e9eb0c8fdaf7"|"NULL"|"REFERENCE"|"part"|"p_brand"|0|0|4|200000|4|7989|294198|"TableScan Impl: ColumnVsValue p_brand = 'Brand#13'"
"cb6014be07f7fccb"|"0x7fb8768c05307d45c79902eca76e"|"0x7fb8768c0450a2ae9fc271e3111c"|"NULL"|"REFERENCE"|"part"|"p_size"|0|0|4|755|4|159|25829|"TableScan Impl: ColumnBetween p_size BETWEEN INCLUSIVE 1 AND 10"
"cb6014be07f7fccb"|"0x7fb8768c0450a2ae9fc271e3111c"|"0x7fb8768c0370679e6322e063d6bb"|"NULL"|"REFERENCE"|"part"|"p_container"|0|0|4|7870|4|755|725544|"TableScan Impl: ExpressionEvaluator (p_container) IN ('MED BAG', 'MED BOX', 'MED PKG', 'MED PACK')"
"cb6014be07f7fccb"|"0x7fb8768c0370679e6322e063d6bb"|"0x7fb87a94eb505135e9eb0c8fdaf7"|"NULL"|"REFERENCE"|"part"|"p_brand"|0|0|4|200000|4|7870|276259|"TableScan Impl: ColumnVsValue p_brand = 'Brand#23'"
"cb6014be07f7fccb"|"0x7fb8768bf9d0f49a6456fbc16d45"|"0x7fb8768c01b06579e7413aa06ac5"|"NULL"|"REFERENCE"|"part"|"p_size"|0|0|4|808|4|239|27572|"TableScan Impl: ColumnBetween p_size BETWEEN INCLUSIVE 1 AND 15"
"cb6014be07f7fccb"|"0x7fb8768c01b06579e7413aa06ac5"|"0x7fb8768c00d080e9436a16bb5b3"|"NULL"|"REFERENCE"|"part"|"p_container"|0|0|4|8031|4|808|729317|"TableScan Impl: ExpressionEvaluator (p_container) IN ('LG CASE', 'LG BOX', 'LG PACK', 'LG PKG')"
"cb6014be07f7fccb"|"0x7fb8768c00d080e9436a16bb5b3"|"0x7fb87a94eb505135e9eb0c8fdaf7"|"NULL"|"REFERENCE"|"part"|"p_brand"|0|0|4|200000|4|8031|287017|"TableScan Impl: ColumnVsValue p_brand = 'Brand#55'"
"cb6014be07f7fccb"|"0x7fb8768bf81060f77547361eb5a2"|"0x7fb8768bf6506b1ad66854a3bd8a"|"NULL"|"REFERENCE"|"lineitem"|"l_shipmode"|0|0|92|14736|92|2162|566531|"TableScan Impl: ColumnVsValue l_shipmode = 'AIR'"
"cb6014be07f7fccb"|"0x7fb8768c0c306e1b070ace490358"|"0x7fb8768c0b50ec712e821258d399"|"NULL"|"REFERENCE"|"part"|"p_size"|0|0|55|78|55|78|239578|"TableScan Impl: ColumnBetween p_size BETWEEN INCLUSIVE 1 AND 15"
"cb6014be07f7fccb"|"0x7fb8768c0b50ec712e821258d399"|"0x7fb8768c0a70c8d7dc6c507a9838"|"NULL"|"REFERENCE"|"lineitem"|"l_quantity"|0|0|77|170|55|78|241050|"TableScan Impl: ColumnVsValue l_quantity <= 34"
"cb6014be07f7fccb"|"0x7fb8768c0a70c8d7dc6c507a9838"|"0x7fb8768c0990b1cb90a4a3ffd6c5"|"NULL"|"REFERENCE"|"lineitem"|"l_quantity"|0|0|87|299|77|170|327333|"TableScan Impl: ColumnVsValue l_quantity >= 24"
"cb6014be07f7fccb"|"0x7fb8768c0990b1cb90a4a3ffd6c5"|"0x7fb8768c08b0de4d9bca952008d2"|"NULL"|"REFERENCE"|"part"|"p_container"|0|0|87|299|87|299|737186|"TableScan Impl: ExpressionEvaluator (p_container) IN ('LG CASE', 'LG BOX', 'LG PACK', 'LG PKG')"
"cb6014be07f7fccb"|"0x7fb8768c08b0de4d9bca952008d2"|"0x7fb8768bfb902a1b33a9e05eea36"|"NULL"|"REFERENCE"|"part"|"p_brand"|0|0|92|568|87|299|479035|"TableScan Impl: ColumnVsValue p_brand = 'Brand#55'"
"cb6014be07f7fccb"|"0x7fb8768c10904567049a1e1e279c"|"0x7fb8768c0fb0ce78e36cede04648"|"NULL"|"REFERENCE"|"part"|"p_size"|0|0|22|26|22|26|92433|"TableScan Impl: ColumnBetween p_size BETWEEN INCLUSIVE 1 AND 5"
"cb6014be07f7fccb"|"0x7fb8768c0fb0ce78e36cede04648"|"0x7fb8768c0ed0e000c5504f1b9e89"|"NULL"|"REFERENCE"|"part"|"p_brand"|0|0|22|26|22|26|97313|"TableScan Impl: ColumnVsValue p_brand = 'Brand#13'"
"cb6014be07f7fccb"|"0x7fb8768c0ed0e000c5504f1b9e89"|"0x7fb8768c0df049a97dafabbd83c5"|"NULL"|"REFERENCE"|"lineitem"|"l_quantity"|0|0|31|41|22|26|97683|"TableScan Impl: ColumnVsValue l_quantity >= 7"
"cb6014be07f7fccb"|"0x7fb8768c0df049a97dafabbd83c5"|"0x7fb8768c0d1058b3da27752e1455"|"NULL"|"REFERENCE"|"lineitem"|"l_quantity"|0|0|63|110|31|41|169864|"TableScan Impl: ColumnVsValue l_quantity <= 17"
"cb6014be07f7fccb"|"0x7fb8768c0d1058b3da27752e1455"|"0x7fb8768bfb902a1b33a9e05eea36"|"NULL"|"REFERENCE"|"part"|"p_container"|0|0|92|568|63|110|708939|"TableScan Impl: ExpressionEvaluator (p_container) IN ('SM CASE', 'SM BOX', 'SM PACK', 'SM PKG')"
"b45bc4e2135b36ad"|"0x7fb8701a5290784ed1a4bf385f82"|"0x7fb8701a4c70ba1af08a70f5ec25"|"NULL"|"REFERENCE"|"lineitem"|"l_shipdate"|0|0|2|584995|2|30162|8098151|"TableScan Impl: ColumnVsValue l_shipdate > '1995-03-22'"
"b45bc4e2135b36ad"|"0x7fb8701a6cd08a88e100b1f0e0df"|"0x7fb8701a5370737333353f08f1e8"|"NULL"|"DATA"|"orders"|"o_orderdate"|0|0|23|1500000|23|731681|7417790|"TableScan Impl: ColumnVsValue o_orderdate < '1995-03-22'"
"b45bc4e2135b36ad"|"0x7fb8701a6b102540ef235b6868bd"|"0x7fb8701a6bf072c2c8899ee07381"|"NULL"|"DATA"|"customer"|"c_mktsegment"|0|0|3|150000|3|30189|394683|"TableScan Impl: ColumnVsValue c_mktsegment = 'HOUSEHOLD'"
"2e8fbc738681ab50"|"0x7fb87b370f305681a5606fbd4c3f"|"0x7fb87b370bb0659fd0897174998f"|"NULL"|"REFERENCE"|"customer"|"c_phone"|0|0|3|67982|3|19047|9787964|"TableScan Impl: ExpressionEvaluator (SUBSTR(c_phone,1,2)) IN ('11', '12', '31', '32', '21', '24', '13')"
"2e8fbc738681ab50"|"0x7fb87b370bb0659fd0897174998f"|"0x7fb87ad67610f5e63503045c6bc2"|"NULL"|"REFERENCE"|"customer"|"c_acctbal"|0|0|3|150000|3|67982|27123446|"TableScan Impl: ColumnVsValue c_acctbal > SUBQUERY (PQP, 0x7fb87a4df390)"
"963e3b6b220b1629"|"0x7fb87b36fa30d56d11165ad9e825"|"0x7fb87b36f950c0afd87c7224ef36"|"NULL"|"REFERENCE"|"customer"|"c_phone"|0|0|3|67922|3|19011|9766754|"TableScan Impl: ExpressionEvaluator (SUBSTR(c_phone,1,2)) IN ('28', '29', '30', '22', '18', '25', '11')"
"963e3b6b220b1629"|"0x7fb87b36f950c0afd87c7224ef36"|"0x7fb878c6f190f5e63503045c6bc2"|"NULL"|"REFERENCE"|"customer"|"c_acctbal"|0|0|3|150000|3|67922|27090753|"TableScan Impl: ColumnVsValue c_acctbal > SUBQUERY (PQP, 0x7fb879dede50)"
"ba57a0838b4d31fe"|"0x7fb87ba88e1048537a9d4fd22abd"|"0x7fb87ba88c50ae16e8eb33360359"|"NULL"|"DATA"|"part"|"p_name"|0|0|4|200000|4|2171|253397|"TableScan Impl: ColumnBetween p_name BETWEEN UPPER EXCLUSIVE 'moccasin' AND 'moccasio'"
"ba57a0838b4d31fe"|"0x7fb87ba889b0f268d70688eb58d7"|"0x7fb87ba888d04240a45638f7f4ca"|"NULL"|"REFERENCE"|"lineitem"|"l_shipdate"|0|0|92|64988|92|9862|1481750|"TableScan Impl: ColumnBetween l_shipdate BETWEEN UPPER EXCLUSIVE '1993-01-01' AND '1994-01-01'"
"ba57a0838b4d31fe"|"0x7fb8698c8dd0f3951300c722b95e"|"0x7fb87abccd50dd89437e77470372"|"NULL"|"REFERENCE"|"nation"|"n_name"|0|0|1|25|1|1|19739|"TableScan Impl: ColumnVsValue n_name = 'SAUDI ARABIA'"
"bea231f2dc3891ca"|"0x7fb8712ade90ff3ece29dbe051f9"|"0x7fb8712ac8b049e415c89c6f51a9"|"NULL"|"REFERENCE"|"partsupp"|"ps_suppkey"|0|0|4|1322004|4|330501|143245091|"TableScan Impl: ColumnVsColumn ps_suppkey = l_suppkey"
"bea231f2dc3891ca"|"0x7fb8712ade90ff3ece29dbe051f9"|"0x7fb8712ac8b049e415c89c6f51a9"|"NULL"|"REFERENCE"|"lineitem"|"l_suppkey"|0|0|4|1322004|4|330501|143245091|"TableScan Impl: ColumnVsColumn ps_suppkey = l_suppkey"
"bea231f2dc3891ca"|"0x7fb86d31fa30ec506f520df5070d"|"0x7fb8712ac990ae16e8eb33360359"|"NULL"|"DATA"|"part"|"p_name"|0|0|4|200000|4|11014|13275095|"TableScan Impl: ColumnLike p_name LIKE '%turquoise%'"
"b3e469b5ac2b873c"|"0x7fb87a394df0487a5dc50656801a"|"0x7fb87a394d1069674d7f3a18147"|"NULL"|"REFERENCE"|"nation"|"n_name"|0|0|23|5843|23|2886|279427|"TableScan Impl: ColumnVsValue n_name = 'CHINA'"
"b3e469b5ac2b873c"|"0x7fb87a394d1069674d7f3a18147"|"0x7fb87a394c30911a67c280bbad69"|"NULL"|"REFERENCE"|"nation"|"n_name"|0|0|23|11754|23|5843|368848|"TableScan Impl: ColumnVsValue n_name = 'UNITED KINGDOM'"
"b3e469b5ac2b873c"|"0x7fb87a394a70112d1a27215183cd"|"0x7fb87a3949909e6f3bb8ddafd1d"|"NULL"|"REFERENCE"|"lineitem"|"l_shipdate"|0|0|2|38269|2|11754|1493876|"TableScan Impl: ColumnBetween l_shipdate BETWEEN INCLUSIVE '1995-01-01' AND '1996-12-31'"
"b3e469b5ac2b873c"|"0x7fb87a393d50184ad1bf64fff880"|"0x7fb8768d15f0b930cb12c0e46865"|"NULL"|"REFERENCE"|"nation"|"n_name"|0|0|1|25|1|1|15091|"TableScan Impl: ColumnVsValue n_name = 'UNITED KINGDOM'"
"b3e469b5ac2b873c"|"0x7fb87a393f102b760d013aec8f01"|"0x7fb8768d15f0b930cb12c0e46865"|"NULL"|"REFERENCE"|"nation"|"n_name"|0|0|1|25|1|1|6572|"TableScan Impl: ColumnVsValue n_name = 'CHINA'"
"b3e469b5ac2b873c"|"0x7fb87a394fb0b5a4a011347a46ba"|"0x7fb87a394ed063c2b564d379f4ef"|"NULL"|"REFERENCE"|"nation"|"n_name"|0|0|23|5911|23|2956|248683|"TableScan Impl: ColumnVsValue n_name = 'UNITED KINGDOM'"
"b3e469b5ac2b873c"|"0x7fb87a394ed063c2b564d379f4ef"|"0x7fb87a394c30911a67c280bbad69"|"NULL"|"REFERENCE"|"nation"|"n_name"|0|0|23|11754|23|5911|338129|"TableScan Impl: ColumnVsValue n_name = 'CHINA'"
"ea66ced7ebe62756"|"0x7fb87a1b50707192068a17e5b670"|"0x7fb87a1b4dd0acbb678f3bd0c398"|"NULL"|"REFERENCE"|"part"|"p_brand"|0|0|4|4982|4|189|46675|"TableScan Impl: ColumnVsValue p_brand = 'Brand#33'"
"ea66ced7ebe62756"|"0x7fb87a1b4dd0acbb678f3bd0c398"|"0x7fb87a1b45f0f22cb48383b8ac6a"|"NULL"|"DATA"|"part"|"p_container"|0|0|4|200000|4|4982|208311|"TableScan Impl: ColumnVsValue p_container = 'JUMBO BOX'"
"ed8453b67c045fa4"|"0x7fb87a4180309e0d8c84c08a2cad"|"0x7fb87a417f501177adc4ca0837c3"|"NULL"|"REFERENCE"|"nation"|"n_name"|0|0|23|5411|23|2730|254805|"TableScan Impl: ColumnVsValue n_name = 'EGYPT'"
"ed8453b67c045fa4"|"0x7fb87a417f501177adc4ca0837c3"|"0x7fb87a417e70f2404d68f4a3144b"|"NULL"|"REFERENCE"|"nation"|"n_name"|0|0|23|11424|23|5411|355934|"TableScan Impl: ColumnVsValue n_name = 'JAPAN'"
"ed8453b67c045fa4"|"0x7fb87a417cb042c914da91f4c1de"|"0x7fb87a417bd08e1a34004f7fa4e0"|"NULL"|"REFERENCE"|"lineitem"|"l_shipdate"|0|0|2|37222|2|11424|1460335|"TableScan Impl: ColumnBetween l_shipdate BETWEEN INCLUSIVE '1995-01-01' AND '1996-12-31'"
"ed8453b67c045fa4"|"0x7fb87a416f904dae03387c10495d"|"0x7fb8748d47b0b930cb12c0e46865"|"NULL"|"REFERENCE"|"nation"|"n_name"|0|0|1|25|1|1|16298|"TableScan Impl: ColumnVsValue n_name = 'JAPAN'"
"ed8453b67c045fa4"|"0x7fb87a41715046c948586d499a34"|"0x7fb8748d47b0b930cb12c0e46865"|"NULL"|"REFERENCE"|"nation"|"n_name"|0|0|1|25|1|1|6346|"TableScan Impl: ColumnVsValue n_name = 'EGYPT'"
"ed8453b67c045fa4"|"0x7fb87a4181f0bb9d03958d8416d1"|"0x7fb87a418110ab6b4a322b763d09"|"NULL"|"REFERENCE"|"nation"|"n_name"|0|0|23|6013|23|3023|258506|"TableScan Impl: ColumnVsValue n_name = 'JAPAN'"
"ed8453b67c045fa4"|"0x7fb87a418110ab6b4a322b763d09"|"0x7fb87a417e70f2404d68f4a3144b"|"NULL"|"REFERENCE"|"nation"|"n_name"|0|0|23|11424|23|6013|349627|"TableScan Impl: ColumnVsValue n_name = 'EGYPT'"
"f53da68197dd1a4b"|"0x7fb8697f8e30cd68e8f1e6a0fd30"|"0x7fb8697f8c70ae16e8eb33360359"|"NULL"|"DATA"|"part"|"p_name"|0|0|4|200000|4|2228|248930|"TableScan Impl: ColumnBetween p_name BETWEEN UPPER EXCLUSIVE 'dim' AND 'din'"
"f53da68197dd1a4b"|"0x7fb8697f8ab08d2904c9cba3bb4a"|"0x7fb8697f9530c853d3d4c09bc7f1"|"NULL"|"REFERENCE"|"lineitem"|"l_shipdate"|0|0|92|67032|92|10186|1513002|"TableScan Impl: ColumnBetween l_shipdate BETWEEN UPPER EXCLUSIVE '1995-01-01' AND '1996-01-01'"
"f53da68197dd1a4b"|"0x7fb8697f98b0713128feb68b53a2"|"0x7fb8697f8ff0c61445841b99d160"|"NULL"|"DATA"|"nation"|"n_name"|0|0|1|25|1|1|22208|"TableScan Impl: ColumnVsValue n_name = 'ARGENTINA'"
"a6ae2d34a099e7ef"|"0x7fb854cf35507669e3b3552d569b"|"0x7fb854cf3c50170d1604835d5606"|"NULL"|"REFERENCE"|"part"|"p_size"|0|0|3|185766|3|29539|4510947|"TableScan Impl: ExpressionEvaluator (p_size) IN (15, 50, 5, 48, 37, 39, 45, 1)"
"a6ae2d34a099e7ef"|"0x7fb854cf38d0b1e94f8e42a7e70"|"0x7fb86bbdf0d0222f955febf05e17"|"NULL"|"REFERENCE"|"part"|"p_type"|0|0|4|192082|4|102121|1611681|"TableScan Impl: ColumnVsValue p_type < 'PROMO BRUSHED'"
"a6ae2d34a099e7ef"|"0x7fb854cf37f01e5771782ded4db1"|"0x7fb854cf53f0906b0df4bc884182"|"NULL"|"DATA"|"part"|"p_brand"|0|0|4|200000|4|192082|705286|"TableScan Impl: ColumnVsValue p_brand != 'Brand#43'"
"a6ae2d34a099e7ef"|"0x7fb854cf39b0a1b8713fe3a5b1a0"|"0x7fb86bbdf0d0222f955febf05e17"|"NULL"|"REFERENCE"|"part"|"p_type"|0|0|4|192082|4|83645|1556883|"TableScan Impl: ColumnVsValue p_type >= 'PROMO BRUSHEE'"
"a6ae2d34a099e7ef"|"0x7fb854cf49708502357db0b4381e"|"0x7fb86c2894701c6972c052226069"|"NULL"|"REFERENCE"|"supplier"|"s_comment"|0|0|1|10000|1|4|1076228|"TableScan Impl: ColumnLike s_comment LIKE '%Customer%Complaints%'"
"84f8b596ceca1095"|"0x7fb8734e22505a6694cfc96facb0"|"0x7fb8734e2170ae16e8eb33360359"|"NULL"|"DATA"|"part"|"p_name"|0|0|4|200000|4|2204|253309|"TableScan Impl: ColumnBetween p_name BETWEEN UPPER EXCLUSIVE 'red' AND 'ree'"
"84f8b596ceca1095"|"0x7fb8734e1ed08997e3326e8c1524"|"0x7fb8734e279078456a2ef78f443"|"NULL"|"REFERENCE"|"lineitem"|"l_shipdate"|0|0|92|66192|92|10001|1536956|"TableScan Impl: ColumnBetween l_shipdate BETWEEN UPPER EXCLUSIVE '1996-01-01' AND '1997-01-01'"
"84f8b596ceca1095"|"0x7fb8734e3130e3402171ffa9b9e8"|"0x7fb8734e2410c61445841b99d160"|"NULL"|"DATA"|"nation"|"n_name"|0|0|1|25|1|1|18940|"TableScan Impl: ColumnVsValue n_name = 'JORDAN'"
"b1d3778aaa58c3a8"|"0x7fb8670ce650300706d22736b625"|"0x7fb8670ce7303cbb897386b7eb4e"|"NULL"|"REFERENCE"|"lineitem"|"l_shipdate"|0|0|2|587620|2|29798|7703225|"TableScan Impl: ColumnVsValue l_shipdate > '1995-03-27'"
"b1d3778aaa58c3a8"|"0x7fb8670cc8902de2d67bbaa48b2d"|"0x7fb8670ccc10737333353f08f1e8"|"NULL"|"DATA"|"orders"|"o_orderdate"|0|0|23|1500000|23|734771|7386864|"TableScan Impl: ColumnVsValue o_orderdate < '1995-03-27'"
"b1d3778aaa58c3a8"|"0x7fb8670ce570ad578645620c8c76"|"0x7fb8670ccb3072c2c8899ee07381"|"NULL"|"DATA"|"customer"|"c_mktsegment"|0|0|3|150000|3|29949|387570|"TableScan Impl: ColumnVsValue c_mktsegment = 'MACHINERY'"
"1724559e65b05efd"|"0x7fb86d31e450aca8378385e0ab4d"|"0x7fb86d31d570b3486c69938c0431"|"NULL"|"REFERENCE"|"lineitem"|"l_returnflag"|0|0|92|229022|92|114665|3082918|"TableScan Impl: ColumnVsValue l_returnflag = 'R'"
"1724559e65b05efd"|"0x7fb86d31d8103afb114070b519e2"|"0x7fb86d31bb3018a73eadac425cd6"|"NULL"|"DATA"|"orders"|"o_orderdate"|0|0|23|1500000|23|57384|2235164|"TableScan Impl: ColumnBetween o_orderdate BETWEEN UPPER EXCLUSIVE '1994-07-01' AND '1994-10-01'"
"8cec894c4734e612"|"0x7fb82f24f7102d33f8147fa90814"|"0x7fb82f24f63046f1740fcfc7a5e9"|"NULL"|"REFERENCE"|"part"|"p_brand"|0|0|4|5043|4|189|45659|"TableScan Impl: ColumnVsValue p_brand = 'Brand#34'"
"8cec894c4734e612"|"0x7fb82f24f63046f1740fcfc7a5e9"|"0x7fb82621f830f22cb48383b8ac6a"|"NULL"|"DATA"|"part"|"p_container"|0|0|4|200000|4|5043|209235|"TableScan Impl: ColumnVsValue p_container = 'MED BOX'"
"7838141468ad2a63"|"0x7fb860418c50ffee39bb6bf6e69d"|"0x7fb8604189b0a24853058028fe4"|"NULL"|"DATA"|"lineitem"|"l_shipdate"|0|0|92|6001215|92|229794|8406771|"TableScan Impl: ColumnBetween l_shipdate BETWEEN UPPER EXCLUSIVE '1997-08-01' AND '1997-11-01'"
"53cf4d0f456e55d9"|"0x7fb8670ceb9047bed32aafe3a0b9"|"0x7fb8670ceab045aa3a9f7323e8e"|"NULL"|"REFERENCE"|"part"|"p_size"|0|0|1|37|1|37|14867|"TableScan Impl: ColumnBetween p_size BETWEEN INCLUSIVE 1 AND 10"
"53cf4d0f456e55d9"|"0x7fb8670ceab045aa3a9f7323e8e"|"0x7fb8670ce9d078ed68e2f82963d7"|"NULL"|"REFERENCE"|"lineitem"|"l_quantity"|0|0|1|97|1|37|49271|"TableScan Impl: ColumnVsValue l_quantity >= 17"
"53cf4d0f456e55d9"|"0x7fb8670ce9d078ed68e2f82963d7"|"0x7fb8670ce8f050e08b4f4e0d62"|"NULL"|"REFERENCE"|"lineitem"|"l_quantity"|0|0|1|159|1|97|94120|"TableScan Impl: ColumnVsValue l_quantity <= 27"
"53cf4d0f456e55d9"|"0x7fb8670ce8f050e08b4f4e0d62"|"0x7fb8670cb9b0565d72d6847a0f65"|"NULL"|"REFERENCE"|"part"|"p_container"|0|0|1|159|1|159|44848|"TableScan Impl: ExpressionEvaluator (p_container) IN ('MED BAG', 'MED BOX', 'MED PKG', 'MED PACK')"
"53cf4d0f456e55d9"|"0x7fb8670cb9b0565d72d6847a0f65"|"0x7fb8670cb8d0b8361012e7bc1e1c"|"NULL"|"REFERENCE"|"part"|"p_brand"|0|0|1|457|1|159|31904|"TableScan Impl: ColumnVsValue p_brand = 'Brand#23'"
"53cf4d0f456e55d9"|"0x7fb870c8b0507fd40e5909d79612"|"0x7fb87b070c307958fd445aea3db1"|"NULL"|"REFERENCE"|"lineitem"|"l_shipinstruct"|0|0|92|1967|92|457|400839|"TableScan Impl: ColumnVsValue l_shipinstruct = 'DELIVER IN PERSON'"
"53cf4d0f456e55d9"|"0x7fb870c85b70433ef20c7cbfcd30"|"0x7fb870c85a90968834fc847fcb98"|"NULL"|"REFERENCE"|"lineitem"|"l_shipmode"|92|0|92|13705|0|0|143283|"TableScan Impl: ColumnVsValue l_shipmode = 'AIR REG'"
"53cf4d0f456e55d9"|"0x7fb8670cc5102d87265b0534908d"|"0x7fb8670cb71064dad0388e0644b7"|"NULL"|"REFERENCE"|"part"|"p_size"|0|0|4|777|4|70|26866|"TableScan Impl: ColumnBetween p_size BETWEEN INCLUSIVE 1 AND 5"
"53cf4d0f456e55d9"|"0x7fb8670cb71064dad0388e0644b7"|"0x7fb8670cb3909c1c303714142e33"|"NULL"|"REFERENCE"|"part"|"p_container"|0|0|4|8158|4|777|765583|"TableScan Impl: ExpressionEvaluator (p_container) IN ('SM CASE', 'SM BOX', 'SM PACK', 'SM PKG')"
"53cf4d0f456e55d9"|"0x7fb8670cb3909c1c303714142e33"|"0x7fb87af40af05135e9eb0c8fdaf7"|"NULL"|"REFERENCE"|"part"|"p_brand"|0|0|4|200000|4|8158|294489|"TableScan Impl: ColumnVsValue p_brand = 'Brand#52'"
